WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-0000203688,urn:lsid:ipni.org:names:77377407-1,Mimosa obovata,Roxb.,"Fl. Ind., ed. 1832. 2: 561. 1832 ",Leguminosae,,,
wfo-1000088977,urn:lsid:ipni.org:names:77377418-1,Lotus sect. Longicarpae,Coulot & Rabaute,"Bull. Soc. Bot. Centre-Ouest. Numéro Spécial 51: 421, 507. 2025 [Dec 2025] ",Leguminosae,,,
wfo-1200117773,urn:lsid:ipni.org:names:77377419-1,Coronilla sect. Coronatae,Coulot & Rabaute,"Bull. Soc. Bot. Centre-Ouest. Numéro Spécial 51: 538, 553. 2025 [Dec 2025] ",Leguminosae,"nom. inval. nom. nud.    , descr. Fr.",,
wfo-1200117774,urn:lsid:ipni.org:names:77377422-1,Coronilla sect. Junciformes,(Hrabětová) Coulot & Rabaute,"Bull. Soc. Bot. Centre-Ouest. Numéro Spécial 51: 538, 569. 2025 [Dec 2025] ",Leguminosae,,Leguminosae Coronilla subser. Junciformis Hrabětová,(Hrabětová)
wfo-1000088978,urn:lsid:ipni.org:names:77377425-1,Coronilla sect. Suffruticosae,(Hrabětová) Coulot & Rabaute,"Bull. Soc. Bot. Centre-Ouest. Numéro Spécial 51: 538, 557. 2025 [Dec 2025] ",Leguminosae,,Leguminosae Coronilla ser. Suffruticosae Hrabětová,(Hrabětová)
wfo-1000088979,urn:lsid:ipni.org:names:77377426-1,Hippocrepis sect. Scorpioidae,(Talavera & E.Domínguez) Coulot & Rabaute,"Bull. Soc. Bot. Centre-Ouest. Numéro Spécial 51: 599, 621. 2025 [Dec 2025] ",Leguminosae,,Leguminosae Hippocrepis subsect. Scorpioideae Talavera & E.Domínguez,(Talavera & E.Domínguez)
wfo-1200117722,urn:lsid:ipni.org:names:77377635-1,Astragalus angustifolius var. bracteatus,Griseb.,Spic. Fl. Rumel. 1: 57. 1843 ,Leguminosae,,,
wfo-1200117793,urn:lsid:ipni.org:names:77377881-1,Liparia lanceolata,"Loisel., Vilm., Nois. & Deville",Bon Jard. 1819: 724. ,Leguminosae,,,
wfo-1200117739,urn:lsid:ipni.org:names:77377914-1,Astragalus schachdarinus subsp. chitralensis,"Amjad Khan, A.Sultan & H.Ali",Phytotaxa 748(1): 56. 2026 [19 Mar 2026] ,Leguminosae,,,
wfo-4100006481,urn:lsid:ipni.org:names:77378037-1,Petrodesmum,K.W.Jiang & Z.Q.Song,BMC Pl. Biol. 26-500: 9. 2026 [12 Mar 2026] ,Fabaceae,,,
wfo-1000089175,urn:lsid:ipni.org:names:77378050-1,Astragalus sugawarae,Kim.-Yokoy. & Shutoh,J. Asia-Pacific Biodivers. 19(1): 113. 2025 [12 Sep 2025] ,Leguminosae,,,
wfo-1000089177,urn:lsid:ipni.org:names:77378052-1,Petrodesmum vidalii,(H.Ohashi) K.W.Jiang & Z.Q.Song,BMC Pl. Biol. 26-500: 9. 2026 [12 Mar 2026] ,Fabaceae,,Leguminosae Desmodium vidalii H.Ohashi,(H.Ohashi)
wfo-0000209049,urn:lsid:ipni.org:names:77378054-1,Hedysarum collinum,Sanchir,Trudy Inst. Bot. (Ulan Bator) 1: 245. 1976 [1975 publ. 1976] ,Leguminosae,nom. illeg. later homonym,,
wfo-1000089188,urn:lsid:ipni.org:names:77378070-1,Cenostigma lewisii,F.G.A.Oliveira & L.P.Queiroz,Phytotaxa 749(1): 79. 2026 [25 Mar 2026] ,Leguminosae,,,
wfo-1000089190,urn:lsid:ipni.org:names:77378075-1,Saraca laotica,Tagane & Soulad.,Phytotaxa 749(1): 2. 2026 [25 Mar 2026] ,Leguminosae,,,
wfo-0001440239,urn:lsid:ipni.org:names:77378101-1,Argyrolobium speciosum var. glaberrimum,Harv.,Fl. Cap. (Harvey) 2: 594. 1862 [15-31 Oct 1862] ,Leguminosae,,,
wfo-1000089218,urn:lsid:ipni.org:names:77378247-1,Astragalus wuqiaensis,"Z.P.Yang, S.W.Zeng & P.Li",PhytoKeys 272: 135. 2026 [1 Apr 2026] ,Leguminosae,,,
wfo-0001032962,urn:lsid:ipni.org:names:77364901-1,Tessmannia bambidiensis,Breteler & Burgt,Kew Bull. 80(4): 851. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089233,urn:lsid:ipni.org:names:77364902-1,Tessmannia grandifoliola,Burgt,Kew Bull. 80(4): 861. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089234,urn:lsid:ipni.org:names:77364903-1,Tessmannia macrantha,Breteler & Burgt,Kew Bull. 80(4): 865. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089235,urn:lsid:ipni.org:names:77364904-1,Tessmannia media,Breteler & Burgt,Kew Bull. 80(4): 869. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089236,urn:lsid:ipni.org:names:77364905-1,Tessmannia microphylla,Burgt,Kew Bull. 80(4): 871. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089237,urn:lsid:ipni.org:names:77364906-1,Tessmannia minutiflora,Burgt,Kew Bull. 80(4): 872. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089238,urn:lsid:ipni.org:names:77364907-1,Tessmannia neglecta,Breteler & Burgt,Kew Bull. 80(4): 874. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089239,urn:lsid:ipni.org:names:77364908-1,Tessmannia nervosa,Breteler & Burgt,Kew Bull. 80(4): 877. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
wfo-1000089240,urn:lsid:ipni.org:names:77364910-1,Tessmannia pauloi,(J.Léonard) Burgt,Kew Bull. 80(4): 879. 2026 [6 Jan 2026] [epublished],Leguminosae,,Leguminosae Tessmannia martiniana Harms var. pauloi J.Léonard,(J.Léonard)
wfo-1000089241,urn:lsid:ipni.org:names:77364911-1,Tessmannia tanzaniensis,Burgt,Kew Bull. 80(4): 881. 2026 [6 Jan 2026] [epublished],Leguminosae,,,
