WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088150,urn:lsid:ipni.org:names:77376397-1,Panicum sect. Bifaria,Hack.,Oesterr. Bot. Z. 47: 75. 1897 [Mar 1897] ,,,
wfo-1000088168,urn:lsid:ipni.org:names:77376423-1,Festuca sect. Montanae,Hack.,,,,
wfo-1000088454,urn:lsid:ipni.org:names:77376424-1,Festuca subgen. Montanae,(Hack.) Nyman,Consp. Fl. Eur. Pt. 4: 825. 1882 ,,Poaceae Festuca sect. Montanae Hack.,(Hack.)
wfo-1000088207,urn:lsid:ipni.org:names:77376596-1,Urochloa mesocoma,(Nees) R.Kr.Singh,J. Biodivers. Conservation 10(1): 22. 2026 [28 Jan 2026] ,,Poaceae Panicum mesocomum Nees,(Nees)
wfo-1000088222,urn:lsid:ipni.org:names:77376613-1,× Festulpia stacei,Krahulec,Brit. Irish Bot. 8(1): 2. 2026 [9 Feb 2026] ,,,
wfo-1200117016,urn:lsid:ipni.org:names:77376809-1,Phragmites communis var. stenophylloides,Drobow,Trudy Bot. Muz. Imp. Akad. Nauk 16: 134. 1916 [Dec 1916] ,,,
wfo-1200117017,urn:lsid:ipni.org:names:77376810-1,Agropyron repens var. ferganicum,Drobow,Trudy Bot. Muz. Imp. Akad. Nauk 16: 137. 1916 [Dec 1916] ,,,
wfo-1000088479,urn:lsid:ipni.org:names:77376903-1,Calamagrostis ser. Nutkaensis,Tzvelev,Novosti Sist. Vyssh. Rast. 2: 23. 1965 ,,,
wfo-1000088286,urn:lsid:ipni.org:names:77376904-1,Calamagrostis ser. Obtusatae,Tzvelev,Novosti Sist. Vyssh. Rast. 2: 24. 1965 ,,,
wfo-1000088287,urn:lsid:ipni.org:names:77376905-1,Calamagrostis ser. Variae,Tzvelev,Novosti Sist. Vyssh. Rast. 2: 25. 1965 ,,,
wfo-1000088480,urn:lsid:ipni.org:names:77376906-1,Calamagrostis sect. Pseudophragmites,Tzvelev,Novosti Sist. Vyssh. Rast. 2: 38. 1965 ,,,
wfo-1000088294,urn:lsid:ipni.org:names:77377027-1,Lasiacis austroamericana,(Davidse) Baldini,"Webbia 80(2, Suppl.): 222. 2025 [17 Nov 2025] ",,Poaceae Lasiacis divaricata (L.) Hitchc. var. austroamericana Davidse,(Davidse)
wfo-1000088295,urn:lsid:ipni.org:names:77377029-1,Lasiacis pohlii,(Davidse) Baldini,"Webbia 80(2, Suppl.): 288. 2025 [17 Nov 2025] ",,Poaceae Lasiacis rugelii  var. pohlii Davidse,(Davidse)
wfo-1200117041,urn:lsid:ipni.org:names:77377038-1,Lasiacis maculata var. patentiflora,(Hitchc. & Chase) Baldini,"Webbia 80(2, Suppl.): 259. 2025 [17 Nov 2025] ","nom. inval.    , not accepted by authors: 'comb. nov. & syn. nov.'",Poaceae Lasiacis patentiflora Hitchc. & Chase,(Hitchc. & Chase)
