WFOID,IPNID,scientificName,authors_t,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200110570,urn:lsid:ipni.org:names:77357350-1,Melia azedarach var. sempervirens,L.,Sp. Pl. [Linnaeus] 385. 1753 ,,,
wfo-1200110644,urn:lsid:ipni.org:names:77357351-1,Azedarach sempervirens,(L.) Otto & A.Dietr.,Allg. Gartenzeitung 1: 256. 1833 ,,Meliaceae Melia azedarach L. var. sempervirens L.,(L.)
