WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000087387,urn:lsid:ipni.org:names:77374524-1,Pyrrocoma ptilota,G.L.Nesom,Phytoneuron 2025-60: 13. [19 Dec 2025] [epublished],,,
wfo-1000087388,urn:lsid:ipni.org:names:77374525-1,Pyrrocoma cascadia,G.L.Nesom,Phytoneuron 2025-60: 15. [19 Dec 2025] [epublished],,,
wfo-1000087389,urn:lsid:ipni.org:names:77374526-1,Pyrrocoma acrophila,G.L.Nesom,Phytoneuron 2025-60: 17. [19 Dec 2025] [epublished],,,
wfo-1000087390,urn:lsid:ipni.org:names:77374527-1,Pyrrocoma boiseana,Ertter,Phytoneuron 2025-61: 2. [19 Dec 2025] [epublished],,,
wfo-1000087391,urn:lsid:ipni.org:names:77374528-1,Pyrrocoma ponderosana,Ertter,Phytoneuron 2025-61: 7. [19 Dec 2025] [epublished],,,
wfo-1000087392,urn:lsid:ipni.org:names:77374529-1,Pyrrocoma bennettensis,G.L.Nesom,Phytoneuron 2025-62: 4. [19 Dec 2025] [epublished],,,
wfo-1000087467,urn:lsid:ipni.org:names:77374741-1,Pentacalia formosa,J.Calvo & Á.J.Pérez,Candollea 80(2): 240. 2025 ,,,
wfo-1000087468,urn:lsid:ipni.org:names:77374743-1,Senecio huperzioides,M.Zárate,Candollea 80(2): 246. 2025 ,,,
wfo-1000087469,urn:lsid:ipni.org:names:77374744-1,Senecio tricrucensis,M.Zárate & J.Calvo,Candollea 80(2): 248. 2025 ,,,
wfo-1000087545,urn:lsid:ipni.org:names:77374931-1,Helichrysum henrici,J.Calvo & Callm.,Candollea 80(2): 254. 2025 ,,,
wfo-1000087622,urn:lsid:ipni.org:names:77375098-1,Psiadia salicifolia,J.Calvo & Callm.,Adansonia 47(22): 358. 2025 [15 Dec 2025] [epublished],,,
wfo-1000087644,urn:lsid:ipni.org:names:77375129-1,Psephellus avajiqensis,Negaresh,Ann. Bot. Fenn. 62(1): 316. 2025 [5 Nov 2025] [epublished],,,
wfo-1200099485,urn:lsid:ipni.org:names:77375136-1,Hieracium lepidum [infrasp.unranked] lineatum,Arv.-Touv.,Hieracium Alp. Franç. 80. 1888 ,,,
wfo-0000063971,urn:lsid:ipni.org:names:77375137-1,Hieracium lineatum,(Arv.-Touv.) Arv.-Touv.,Sched. Impr. Soc. Dauphin. no.  5638. 1889 ,,Asteraceae Hieracium lepidum Arv.-Touv. [infrasp.unranked] lineatum Arv.-Touv.,(Arv.-Touv.)
wfo-1200116589,urn:lsid:ipni.org:names:77375153-1,Lappa nemorosa var. microcephala,Erdner,Mitt. Bayer. Bot. Ges. 1: 373. 1904 ,,,
wfo-0000084202,urn:lsid:ipni.org:names:77375364-1,Hieracium kalsianum,Huter ex Arv.-Touv.,Spicil. Rar. Hierac. 32. 1881 ,,,
wfo-1000087678,urn:lsid:ipni.org:names:77375381-1,Aster tongrenensis,J.W.Xiao,Nordic J. Bot. 2026(x)-e05049: 5. 2025 [3 Dec 2025] [epublished],,,
wfo-1200069121,urn:lsid:ipni.org:names:77375388-1,Picris damascena var. homocarpa,Eig,"Palestine J. Bot., Jerusalem Ser. 1: 73. 1938 ",,,
wfo-1200116591,urn:lsid:ipni.org:names:77375391-1,Picris longirostris var. homocarpa,(Eig) Zareh & M.Hassan,Feddes Repert. 136(3): 229. 2025 [3 Jun 2025] [epublished],,Asteraceae Picris damascena Boiss. & Gaill. ex Boiss. var. homocarpa Eig,(Eig)
wfo-1200116602,urn:lsid:ipni.org:names:77375442-1,Nabalus albus var. stramineus,Sorrie & LeBlond,J. Bot. Res. Inst. Texas 19(3): 178. 2025 [23 Sep 2025] [epublished],,,
wfo-1200116699,urn:lsid:ipni.org:names:77375459-1,Chrysocoma noveboracensis,Desf. ex Laun.,Bon Jard. Suppl: 15. 1809 ,,,
wfo-1200116700,urn:lsid:ipni.org:names:77375461-1,Chrysocoma praealta,Desf. ex Laun.,Bon Jard. Suppl: 15. 1809 ,,,
wfo-1200116703,urn:lsid:ipni.org:names:77375467-1,Cirsium nivale,(Kunth) F.Dietr.,Neu. Nachtr. Vollst. Lex. Gärtn. 2: 577. 1828 ,,Asteraceae Cnicus nivalis Kunth,(Kunth)
wfo-1200116722,urn:lsid:ipni.org:names:77375526-1,Stevia lanceolata,Laun.,Bon Jard. 1811: 430. ,,,
wfo-1000087765,urn:lsid:ipni.org:names:77375584-1,Stilpnopappus roqueae,"Remor, Siniscalchi & Loeuille",Phytotaxa 739(1): 72. 2026 [23 Jan 2023] [epublished],,,
wfo-4100006382,urn:lsid:ipni.org:names:77375588-1,Pelseria,S.E.Freire & Urtubey,Phytotaxa 739(1): 95. 2026 [23 Jan 2026] [epublished],,,
wfo-1000087769,urn:lsid:ipni.org:names:77375589-1,Pelseria otites,(Kunze ex DC.) S.E.Freire & Urtubey,Phytotaxa 739(1): 97. 2026 [23 Jan 2026] [epublished],,Asteraceae Senecio otites Kunze ex DC.,(Kunze ex DC.)
wfo-1200116622,urn:lsid:ipni.org:names:77375591-1,Arctium vulgare var. microcephalum,(Erdner) Wilpert,Vorarb. Monogr. Arctium 18. 1928 [21 Nov 1928] ,,Asteraceae Lappa nemorosa Körn. ex Griewank var. microcephala Erdner,(Erdner)
wfo-1200116623,urn:lsid:ipni.org:names:77375592-1,Arctium nemorosum var. microcephalum,(Erdner) Máthé,Acta Geobot. Hung. 1(2): 233. 1937 ,,Asteraceae Lappa nemorosa Körn. ex Griewank var. microcephala Erdner,(Erdner)
wfo-1000087808,urn:lsid:ipni.org:names:77375751-1,Jacquemontia barbieri,Belo,Pl. Biosystems 160(1)-8: 5. 2026 [27 Jan 2026] [epublished],,,
wfo-4100006386,urn:lsid:ipni.org:names:77375778-1,× Chrysania,Z.H.Feng,Plant 14(1): 2. 2026 [27 Jan 2026] [epublished],,,
