WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000089477,urn:lsid:ipni.org:names:77378665-1,Justicia dallachyi,(R.M.Barker) A.R.Bean,Telopea 30: 48. 2026 [27 Mar 2026] ,,Acanthaceae Rostellularia adscendens (R.Br.) R.M.Barker subsp. dallachyi R.M.Barker,(R.M.Barker)
wfo-1000089478,urn:lsid:ipni.org:names:77378666-1,Justicia elliptica,A.R.Bean,Telopea 30: 51. 2026 [27 Mar 2026] ,,,
wfo-1000089479,urn:lsid:ipni.org:names:77378667-1,Justicia hadrophylla,A.R.Bean,Telopea 30: 54. 2026 [27 Mar 2026] ,,,
wfo-1000089480,urn:lsid:ipni.org:names:77378668-1,Justicia lissophylla,A.R.Bean,Telopea 30: 57. 2026 [27 Mar 2026] ,,,
wfo-1000089482,urn:lsid:ipni.org:names:77378673-1,Justicia occulta,A.R.Bean,Telopea 30: 60. 2026 [27 Mar 2026] ,,,
wfo-1000089483,urn:lsid:ipni.org:names:77378675-1,Justicia pogonanthera,(F.Muell.) A.R.Bean,Telopea 30: 62. 2026 [27 Mar 2026] ,,Acanthaceae Rostellularia pogonanthera F.Muell.,(F.Muell.)
wfo-1000089484,urn:lsid:ipni.org:names:77378676-1,Justicia polytricha,A.R.Bean,Telopea 30: 63. 2026 [27 Mar 2026] ,,,
wfo-1000089485,urn:lsid:ipni.org:names:77378677-1,Justicia sparsa,A.R.Bean,Telopea 30: 64. 2026 [27 Mar 2026] ,,,
wfo-1000089487,urn:lsid:ipni.org:names:77378680-1,Justicia wondecla,A.R.Bean,Telopea 30: 66. 2026 [27 Mar 2026] ,,,
wfo-1000089549,urn:lsid:ipni.org:names:77378750-1,Ruellia capixaba,"Zavatin, U.G.Fern. & Kameyama",Brittonia [early view]: [3 of 12]. 2026 [17 Apr 2026] ,,,
wfo-1000089830,urn:lsid:ipni.org:names:77379180-1,Ruellia fatimae,U.G.Fern. & Kameyama,Brittonia [early view]: [8 of 12]. 2026 [17 Apr 2026] ,,,
