WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088175,urn:lsid:ipni.org:names:77376431-1,Taeniochlaena diepenhorstii,(Miq.) Kurz,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 39: 76. 1870 ",Connaraceae,,Connaraceae Connarus diepenhorstii Miq.,(Miq.)
wfo-0001278939,urn:lsid:ipni.org:names:77376432-1,Taeniochlaena acutipetala,(Miq.) Kurz,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 39: 76. 1870 ",Connaraceae,,Connaraceae Rourea acutipetala Miq.,(Miq.)
wfo-1200117084,urn:lsid:ipni.org:names:77377065-1,Oxalis corniculata subsp. repens,(Thunb.) Melnikov,Konspekt Fl. Vost. Evr. 2(1): 80. 2025 [30 Nov 2025] ,Oxalidaceae,,Oxalidaceae Oxalis repens Thunb.,(Thunb.)
wfo-1000088423,urn:lsid:ipni.org:names:77377213-1,Oxalis bifurcatifolia,A.Cádiz-Véliz & Casale,Phytotaxa 742(4): 280. 2026 [26 Feb 2026] ,Oxalidaceae,,,
wfo-1000088497,urn:lsid:ipni.org:names:77377220-1,Rourea emarginata,(Jack) Voigt,Hort. Suburb. Calcutt. 265. 1845 ,Connaraceae,,Connaraceae Cnestis emarginata Jack,(Jack)
wfo-1000088498,urn:lsid:ipni.org:names:77377222-1,Rourea florida,(Jack) Voigt,Hort. Suburb. Calcutt. 265. 1845 ,Connaraceae,,Connaraceae Cnestis florida Jack,(Jack)
wfo-1000088499,urn:lsid:ipni.org:names:77377223-1,Rourea mimosoides,(Vahl) Voigt,Hort. Suburb. Calcutt. 265. 1845 ,Connaraceae,,Connaraceae Connarus mimosoides Vahl,(Vahl)
wfo-4100006454,urn:lsid:ipni.org:names:77377246-1,subfam. Cnestioideae,Raf.,"Anal. Nat. 174. 1815 [Apr-Jul 1815 ] , as 'Cnestidia'",Connaraceae,,,
wfo-4100006455,urn:lsid:ipni.org:names:77377247-1,subfam. Thysanoideae,Raf.,"Anal. Nat. 174. 1815 [Apr-Jul 1815 ] , as 'Thyssania'",Connaraceae,,,
wfo-4100006468,urn:lsid:ipni.org:names:77377248-1,subfam. Jollydoroideae,Gilg,Nat. Pflanzenfam. Nachtr.-II bis IV Teil [Engler & Prantl] 1: 189. 1897 [Aug 1897] ,Connaraceae,,,
wfo-4100006456,urn:lsid:ipni.org:names:77377249-1,trib. Tricholobeae,Nakai,Ord. Fam. Trib. Gen. Sect. ... nov. ed. 250. 1943 ,Connaraceae,,,
wfo-4100006457,urn:lsid:ipni.org:names:77377250-1,trib. Oxalideae,Rchb.,Fl. Germ. Excurs. 2(2): 781. 1832 ,Oxalidaceae,,,
wfo-4100006458,urn:lsid:ipni.org:names:77377251-1,trib. Xanthoxalideae,Small,Man. S.E. Fl. [Small] 746. 1933 [30 Nov 1933] ,Oxalidaceae,,,
wfo-4100006459,urn:lsid:ipni.org:names:77377252-1,trib. Spiraeanthemeae,Engl.,"Nat. Pflanzenfam., ed. 2 [Engler & Prantl] 18a: 237. 1930 ",Cunoniaceae,,,
wfo-4100006460,urn:lsid:ipni.org:names:77377253-1,trib. Bauereae,DC.,Prodr. [A. P. de Candolle] 4: 13. 1830 [late Sep 1830] ,Cunoniaceae,,,
wfo-4100006461,urn:lsid:ipni.org:names:77377254-1,trib. Pancherieae,Engl.,"Nat. Pflanzenfam., ed. 2 [Engler & Prantl] 18a: 236, 258. 1930 ",Cunoniaceae,,,
wfo-4100006462,urn:lsid:ipni.org:names:77377255-1,subtrib. Sloaneinae,Benth.,"J. Proc. Linn. Soc., Bot. 5 (Suppl. 2): 56. 1861 , as 'Sloaneae'",Elaeocarpaceae,,,
wfo-4100006463,urn:lsid:ipni.org:names:77377256-1,subtrib. Brunelliinae,Briq.,Nat. Pflanzenfam. [Engler & Prantl] 4(3a): 207. 1895 [Dec 1895] ,Brunelliaceae,,,
wfo-4100006464,urn:lsid:ipni.org:names:77377257-1,subtrib. Cephalotinae,Meisn.,"Pl. Vasc. Gen. 1: 105. 1838 [8-14 Apr 1838] , as 'Cephaloteae'",Cephalotaceae,,,
