WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000085598,urn:lsid:ipni.org:names:77371302-1,Haemodorum subgen. Antiqua,Hopper & Rhian J.Sm.,Nuytsia 36: 145. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1000085599,urn:lsid:ipni.org:names:77371303-1,Haemodorum subgen. Gemina,Hopper & Rhian J.Sm.,Nuytsia 36: 145. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1000085600,urn:lsid:ipni.org:names:77371304-1,Haemodorum sandifordiae,Hopper & E.J.Hickman,Nuytsia 36: 150. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1000085601,urn:lsid:ipni.org:names:77371305-1,Haemodorum clarksonii,Hopper & E.J.Hickman,Nuytsia 36: 155. 2025 [25 Sep 2025] [epublished] ; nom. nud. in  Plant Soil 348: 467 (2011),Haemodoraceae,,,
wfo-1000085604,urn:lsid:ipni.org:names:77371307-1,Haemodorum ghungalorum,Hopper,"Nuytsia 36: 160. 2025 [25 Sep 2025] [epublished] ; nom. nud. as Haemodorum gungalorum Hopper, in Plant Soil 348: 467 (2011)",Haemodoraceae,,,
wfo-1000085608,urn:lsid:ipni.org:names:77371310-1,Dilatris subgen. Paradilatris,Hopper ex J.C.Manning,S. African J. Bot. 113: 104. 2017 ,Haemodoraceae,,,
wfo-4100006302,urn:lsid:ipni.org:names:77371311-1,Paradilatris,(Hopper ex J.C.Manning) Hopper,Nuytsia 36: 169. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,Haemodoraceae Dilatris subgen. Paradilatris Hopper ex J.C.Manning,(Hopper ex J.C.Manning)
wfo-1000085609,urn:lsid:ipni.org:names:77371312-1,Paradilatris viscosa,(L.f.) Hopper,Nuytsia 36: 169. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,Haemodoraceae Dilatris viscosa L.f.,(L.f.)
wfo-1000085610,urn:lsid:ipni.org:names:77371313-1,Wachendorfia laxa,W.F.Barker ex Hopper,Nuytsia 36: 172. 2025 [25 Sep 2025] [epublished] ; nom. nud. in Plant Soil 348: 468 (2011),Haemodoraceae,,,
wfo-1000085613,urn:lsid:ipni.org:names:77371314-1,Anigozanthos condingupensis,Hopper & Rhian J.Sm.,Nuytsia 36: 181. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1000085612,urn:lsid:ipni.org:names:77371315-1,Anigozanthos decrescens,(Hopper) Hopper & Rhian J.Sm.,Nuytsia 36: 184. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,Haemodoraceae Anigozanthos bicolor Endl. subsp. decrescens Hopper,(Hopper)
wfo-1200115044,urn:lsid:ipni.org:names:77371316-1,Anigozanthos humilis subsp. grandis,Hopper,Nuytsia 36: 188. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1000085614,urn:lsid:ipni.org:names:77371317-1,Anigozanthos knappiorum,Hopper,Nuytsia 36: 189. 2025 [epublished],Haemodoraceae,,,
wfo-1200115045,urn:lsid:ipni.org:names:77371319-1,Anigozanthos viridis subsp. metallicus,Hopper,Nuytsia 36: 193. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1200115047,urn:lsid:ipni.org:names:77371322-1,Anigozanthos viridis subsp. sophrosyne,Hopper,Nuytsia 36: 196. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1000085617,urn:lsid:ipni.org:names:77371323-1,Anigozanthos yorlining,Hopper,Nuytsia 36: 198. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,,
wfo-1200115202,urn:lsid:ipni.org:names:77371324-1,Conostylis subgen. Appendicula,(Geerinck) Hopper,Nuytsia 36: 201. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,Haemodoraceae Conostylis sect. Appendicula Geerinck,(Geerinck)
wfo-1200115204,urn:lsid:ipni.org:names:77371325-1,Conostylis subgen. Divaricata,(Hopper) Hopper,Nuytsia 36: 202. 2025 [25 Sep 2025] [epublished],Haemodoraceae,,Haemodoraceae Conostylis sect. Divaricata Hopper,(Hopper)
wfo-1000085618,urn:lsid:ipni.org:names:77371326-1,Conostylis sect. Terraflora,Hopper,Nuytsia 36: 202. 2025 [25 Sep 2025] publication online,Haemodoraceae,,,
