WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000084690,urn:lsid:ipni.org:names:77368647-1,Petalidium saxatile,"Swanepoel, K.G.Dexter, E.A.Tripp & A.E.van Wyk",Phytotaxa 716(3): 165. 2025 [3 Sep 2025] [epublished],,,
wfo-1000084829,urn:lsid:ipni.org:names:77369257-1,Phlogacanthus xanthophyllus,"H.C.Xi, W.G.Wang & Y.M.Shui",Nordic J. Bot. 2025(8)- e04585: 2. [28 Mar 2025] [epublished],,,
wfo-0000513858,urn:lsid:ipni.org:names:77369713-1,Acanthus longifolius var. hungaricus,Borbás,Pallas Nagy Lexikona 1: 239. 1893 ,,,
wfo-4100006262,urn:lsid:ipni.org:names:77355907-1,Cryptacanthus,I.Darbysh. & Kiel,Kew Bull. 80(3): 9 of 25. 2025 [22 Aug 2025] [epublished],,,
wfo-1000084721,urn:lsid:ipni.org:names:77355913-1,Cryptacanthus virens,(Nees) I.Darbysh. & Kiel,Kew Bull. 80(3): 10 of 25. 2025 [22 Aug 2025] [epublished],,Acanthaceae Leptostachya virens Nees,(Nees)
wfo-1000084722,urn:lsid:ipni.org:names:77355909-1,Cryptacanthus obtusifolius,(Heine) I.Darbysh. & Kiel,Kew Bull. 80(3): 12 of 25. 2025 [22 Aug 2025] [epublished],,Acanthaceae Rhinacanthus virens (Nees) Milne-Redh. var. obtusifolius Heine,(Heine)
wfo-1000084723,urn:lsid:ipni.org:names:77355910-1,Cryptacanthus tenuipes,(S.Moore) I.Darbysh. & Kiel,Kew Bull. 80(3): 14 0f 25. 2025 [22 Aug 2025] [epublished],,Acanthaceae Justicia tenuipes S.Moore,(S.Moore)
wfo-1000084724,urn:lsid:ipni.org:names:77355908-1,Cryptacanthus obovatus,I.Darbysh.,Kew Bull. 80(3): 16 of 25. 2025 [22 Aug 2025] [epublished],,,
wfo-1000084725,urn:lsid:ipni.org:names:77355911-1,Cryptacanthus bakossii,I.Darbysh.,Kew Bull. 80(3): 18 of 25. 2025 [22 Aug 2025] [epublished],,,
wfo-1000084726,urn:lsid:ipni.org:names:77355912-1,Cryptacanthus ebo,Cheek,Kew Bull. 80(3): 21 of 25. 2025 [22 Aug 2025] [epublished],,,
