WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200028129,urn:lsid:ipni.org:names:77364665-1,Debregeasia longifolia var. affinis,(Miq.) J.J.Sm.,Bijdr. Boomsoort. Java 12: 733. 1910 ,,Urticaceae Leucocnide affinis Miq.,(Miq.)
wfo-1200028240,urn:lsid:ipni.org:names:77364666-1,Morocarpus affinis var. robustus,Blume,Mus. Bot. 2(9-12): 157. 1856 [Apr 1856] ,,,
