WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200116559,urn:lsid:ipni.org:names:77374729-1,Wurfbainia villosa var. indica,"V.P.Thomas, Dan, M.Saleem, T.T.Binoy & M.Sabu",Phytotaxa 737(1): 55. 2026 [7 Jan 2026] [epublished],,,
wfo-1000087576,urn:lsid:ipni.org:names:77374964-1,Curcuma corallina,N.S.Lý & Škorničk.,Gard. Bull. Singapore 77(2): 251. 2025 [Nov 2025] [epublished],,,
wfo-1000087639,urn:lsid:ipni.org:names:77375122-1,Kaempferia grandis,Noppornch.,Ann. Bot. Fenn. 62(1): 308. 2025 [4 Nov 2025] [epublished],,,
wfo-1000087647,urn:lsid:ipni.org:names:77375134-1,Curcuma fibrifera,"Boonma, D.D.Nguyen, P.Saensouk & Saensouk",Taiwania 71(1): 86. 2026 [12 Jan 2026] [epublished],,,
wfo-1000087696,urn:lsid:ipni.org:names:77375405-1,Parakaempferia alba,"Tatum, D.Koch, Hajong & Bharali",Nordic J. Bot. 2026(x)-e05030: 2. [14 Jan 2026] [epublished],,,
wfo-4100006384,urn:lsid:ipni.org:names:77375748-1,Gandasulum,Rumph. ex Kuntze,Revis. Gen. Pl. 2: 690. 1891 ,nom. superfl.,,
