WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000086097,urn:lsid:ipni.org:names:77368808-1,Alpinia rda,Shumon & F.H.Khan,Int. J. Res. Innov. Appl. Sci. 10(10): 336. 2025 [29 Oct 2025] [epublished],,,
wfo-1000086372,urn:lsid:ipni.org:names:77372482-1,Curcuma glandulosa,"Thwe, M.M.Aung & Nob.Tanaka",PhytoKeys 266: 312. 2025 [25 Nov 2025] [epublished],,,
