WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-4100005012,urn:lsid:ipni.org:names:77356962-1,subfam. Wellstedioideae,Pilg.,Bot. Jahrb. Syst. 46: 558. 1912 [26 Mar 1912] ,Boraginaceae,,,
wfo-4100005013,urn:lsid:ipni.org:names:77356967-1,subfam. Boraginoideae,Arn.,"Botany [Arnott] 122. 1832 [9 Mar 1832] , as 'Borageae'",Boraginaceae,,,
wfo-4100005014,urn:lsid:ipni.org:names:77356973-1,subfam. Cordioideae,Beilschm.,"Flora 16(Beibl. 7): 69. 1833 [14 Jun 1833] , as 'Cordiaceae'",Boraginaceae,,,
wfo-4100005015,urn:lsid:ipni.org:names:77356977-1,subfam. Ehretioideae,Arn.,"Botany [Arnott] 122. 1832 [9 Mar 1832] , as 'Ehretieae'",Boraginaceae,,,
wfo-4100005016,urn:lsid:ipni.org:names:77356979-1,subfam. Hydrophylloideae,Burnett,"Outlines Bot. (Burnett) 1-2: 1006, 1095, 1105. 1835 [Feb 1835] , as 'Hydrophyllidae'",Boraginaceae,,,
wfo-1200110584,urn:lsid:ipni.org:names:77357578-1,Myosotis sparsiflora var. tenella,Ledeb.,"Fl. Ross. (Ledeb.) 3(1,8): 148. 1847 [Oct 1847] ",Boraginaceae,,,
