WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-0000745517,urn:lsid:ipni.org:names:77372340-1,Pulmonaria picta,Rouy,Fl. France [Rouy & Foucaud] 10: 297. 1908 ,Boraginaceae,,,
wfo-1000086226,urn:lsid:ipni.org:names:77371942-1,Myosotis persica,"Bidarlord, Akbarn. & F.Ghahrem.",Taiwania 70(4): 587. 2025 [6 Aug 2025] [epublished],Boraginaceae,,,
