WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000086406,urn:lsid:ipni.org:names:77372548-1,Quercus × estremarotundifolia,F.M.Vázquez,Folia Bot. Extremadur. 19: 44. 2025 [Nov 2025] ,,,
wfo-1000086409,urn:lsid:ipni.org:names:77372549-1,Quercus × estremasuber,F.M.Vázquez,Folia Bot. Extremadur. 19: 44. 2025 [Nov 2025] ,,,
