WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000083862,urn:lsid:ipni.org:names:77367952-1,Clusia augusti,Gahagen & L.Marinho,Willdenowia 55(1): 248. 2025 [21 Aug 2025] (epublished),,,
wfo-1000083863,urn:lsid:ipni.org:names:77367962-1,Clusia brisensis,L.Marinho & J.E.Nascim.,Willdenowia 55(1): 248. 2025 [21 Aug 2025] (epublished),,,
wfo-1000083864,urn:lsid:ipni.org:names:77367963-1,Clusia chachapoyasensis,(Engl.) L.Marinho & J.E.Nascim.,Willdenowia 55(1): 248. 2025 [21 Aug 2025] (epublished),,Clusiaceae Tovomita chachapoyasensis Engl.,(Engl.)
wfo-1000083875,urn:lsid:ipni.org:names:77368115-1,Tovomita crassidactyla,L.Marinho,"Willdenowia 55(1): 179, figs. 31-32. 2025 [21 Aug 2025] (epublished)",,,
wfo-1000083876,urn:lsid:ipni.org:names:77368117-1,Tovomita iuruensis,L.Marinho,"Willdenowia 55(1): 199, fig. 51. 2025 [21 Aug 2025] (epublished)",,,
wfo-1000083919,urn:lsid:ipni.org:names:77368506-1,Tovomita leptostemon,L.Marinho & Demarchi,"Willdenowia 55(1): 202, fig. 54. 2025 [21 Aug 2025] (epublished)",,,
wfo-1000083920,urn:lsid:ipni.org:names:77368507-1,Tovomita stellaris,L.Marinho & Amorim,"Willdenowia 55(1): 233, figs. 77-78. 2025 [21 Aug 2025] (epublished)",,,
wfo-1000083921,urn:lsid:ipni.org:names:77368508-1,Tovomita xanthochlora,L.Marinho,"Willdenowia 55(1): 247, fig. 87. 2025 [21 Aug 2025] (epublished)",,,
wfo-1000083967,urn:lsid:ipni.org:names:433108-1,Elodes aegyptiaca,(L.) Payer,"Traité Organogén. Fl. 8, t. 1. 1857 ",isonym,Clusiaceae Hypericum aegypticum L.,(L.)
wfo-1000083990,urn:lsid:ipni.org:names:19820-1,Elodea,Jack,Malayan Misc. 2(7): 21. 1822 ,orth. var.    of Elodes Adans. (1763),,
wfo-1200074171,urn:lsid:ipni.org:names:433093-1,Elodes aegyptica,(L.) Jack,Malayan Misc. 2(7): 25. 1822 (as 'Elodea egyptica'),,Clusiaceae Hypericum aegypticum L.,(L.)
