WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200114274,urn:lsid:ipni.org:names:77366842-1,Poa paradoxa,J.P.Wolff ex J.F.Lehm.,Prim. Lin. Fl. Herbipol. Preface [p. 3]. 1809 ,nom. inval. nom. nud.,,
wfo-1000083943,urn:lsid:ipni.org:names:77366871-1,Cymbopogon jinshaensis,R.Zhang & C.H.Li,Cat. Type Spec. China Suppl. 100. 1999 ,,,
wfo-1000083944,urn:lsid:ipni.org:names:77366872-1,Cymbopogon xichangensis,R.Zhang & B.S.Sun,Cat. Type Spec. China Suppl. 100. 1999 ,,,
wfo-4100005963,urn:lsid:ipni.org:names:77367026-1,Hyalolemma,"P.M.Peterson, Romasch. & Soreng",PhytoKeys 261: 107. 2025 [11 Aug 2025] [epublished],,,
wfo-1000083623,urn:lsid:ipni.org:names:77367028-1,Hyalolemma compactum,"(Clayton) P.M.Peterson, Romasch. & Soreng",PhytoKeys 261: 108. 2025 [11 Aug 2025] [epublished],,Poaceae Sporobolus compactus Clayton,(Clayton)
wfo-1000083624,urn:lsid:ipni.org:names:77367029-1,Hyalolemma somalense,"(Chiov.) P.M.Peterson, Romasch. & Soreng","PhytoKeys 261: 108. 2025 [11 Aug 2025] , as 'somalensis' [epublished]",,Poaceae Sporobolus somalensis Chiov.,(Chiov.)
wfo-1000083625,urn:lsid:ipni.org:names:77367030-1,Sporobolus sect. Acinifolii,"P.M.Peterson, Romasch. & Soreng",PhytoKeys 261: 108. 2025 [11 Aug 2025] [epublished],,,
wfo-1000083626,urn:lsid:ipni.org:names:77367031-1,Sporobolus collinus,"(Trin.) P.M.Peterson, Romasch. & Soreng",PhytoKeys 261: 109. 2025 [11 Aug 2025] [epublished],,Poaceae Eragrostis collina Trin.,(Trin.)
wfo-1000083627,urn:lsid:ipni.org:names:77367032-1,Sporobolus sect. Thellungia,"(Stapf) P.M.Peterson, Romasch. & Soreng",PhytoKeys 261: 109. 2025 [11 Aug 2025] [epublished],,Poaceae Thellungia advena Stapf,(Stapf)
wfo-1000083631,urn:lsid:ipni.org:names:77367055-1,Helictochloa panormitana,(Lojac.) Romero Zarco,Medit. Bot. 44-e84748: 5. 2023 [12 Jun 2023] [epublished],,Poaceae Avena panormitana Lojac.,(Lojac.)
wfo-1200114314,urn:lsid:ipni.org:names:77367880-1,Apocopis wightii,Nees ex Thwaites,Enum. Pl. Zeyl. [Thwaites] 365. 1864 [Dec 1864] ,nom. illeg. nom. superfl.,,
wfo-1200114324,urn:lsid:ipni.org:names:77367939-1,Spodiopogon ludingensis,L.Liu,Fl. Reipubl. Popularis Sin. [Fl. China Ed. Committee] 10(2): 55. 1997 ,nom. inval.    Contrary to Art. 39.1. ICN (2018). No Latin description.,,
wfo-1000083874,urn:lsid:ipni.org:names:77368076-1,Poa bashkirica,Olonova,Phytotaxa 715(3): 296. 2025 [22 Aug 2025] [epublished],,,
wfo-1000083989,urn:lsid:ipni.org:names:18216-1,Holboellia,Hook.,Bot. Misc. 2: 144. t. 76. 1831 ,nom. illeg. later homonym,,
wfo-1200114375,urn:lsid:ipni.org:names:406673-1,Koeleria pubescens,Dalla Torre,Anleit. Beob. Alpenreis. 341. 1882 ; reprinted as Anleit. Beob. Alpenpfl.: 227,,,
wfo-1000083969,urn:lsid:ipni.org:names:391653-1,Avena parlatorii,Woods ex Dalla Torre,Anleit. Beob. Alpenreis. 342. 1882 ; reprinted as Anleit. Beob. Alpenpfl.: 228,,,
