WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000082045,urn:lsid:ipni.org:names:77362946-1,Schizostachyum sumpurkudusense,Ritonga,Phytotaxa 704(2): 166. 2025 [6 Jun 2025] [epublished],,,
wfo-1000082057,urn:lsid:ipni.org:names:77362965-1,Paspalum hemisphericum,Poir.,Encycl. [J. Lamarck & al.] 5: 31. 1804 ,,,
wfo-1200113505,urn:lsid:ipni.org:names:77363115-1,Elymus × tallonii,"Simonet ex Rosenbauer, T.Gregor & M.Hassl.",Kochia 18: 45. 2025 [16 May 2025] ,,,
wfo-1000082094,urn:lsid:ipni.org:names:77363152-1,Phyllostachys chartacea,(Makino) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Arundinaria chartacea Makino,(Makino)
wfo-1000082095,urn:lsid:ipni.org:names:77363153-1,Phyllostachys catbaensis,(T.Q.Nguyen) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Vietnamocalamus catbaensis T.Q.Nguyen,(T.Q.Nguyen)
wfo-1000082096,urn:lsid:ipni.org:names:77363154-1,Phyllostachys caudiceps,(Koidz.) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Arundinaria caudiceps Koidz.,(Koidz.)
wfo-1000082097,urn:lsid:ipni.org:names:77363155-1,Phyllostachys cartilaginea,(T.H.Wen) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Yushania cartilaginea T.H.Wen,(T.H.Wen)
wfo-1000082098,urn:lsid:ipni.org:names:77363156-1,Phyllostachys chebalingensis,(W.T.Lin) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Indocalamus chebalingensis W.T.Lin,(W.T.Lin)
wfo-1000082099,urn:lsid:ipni.org:names:77363157-1,Phyllostachys cava,(T.P.Yi) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Yushania cava T.P.Yi,(T.P.Yi)
wfo-1000082100,urn:lsid:ipni.org:names:77363158-1,Phyllostachys chiangshanensis,(T.H.Wen) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Shibataea chiangshanensis T.H.Wen,(T.H.Wen)
wfo-1000082101,urn:lsid:ipni.org:names:77363159-1,Phyllostachys cernua,(Makino) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Sasa cernua Makino,(Makino)
wfo-1000082102,urn:lsid:ipni.org:names:77363160-1,Phyllostachys carinata,(W.T.Lin) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Metasasa carinata W.T.Lin,(W.T.Lin)
wfo-1000082103,urn:lsid:ipni.org:names:77363161-1,Phyllostachys chishuiensis,(Y.L.Yang & Hsueh) D.L.Fu,Amer. J. Agric. Forest. 12(2): 92. 2024 [2 Apr 2024] [epublished],,Poaceae Indocalamus chishuiensis Y.L.Yang & Hsueh,(Y.L.Yang & Hsueh)
