WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000087360,urn:lsid:ipni.org:names:77364921-1,Lopholaena phippsii,D.J.N.Hind,Kew Bull. 80(4): [3 of 22]. 2025 [20 Dec 2025] [epublished],,,
wfo-1200116505,urn:lsid:ipni.org:names:77366060-1,Pseudopodospermum hispanicum var. crispatulum,(DC.) Devesa,Fl. Vasc. Prov. Córdoba 2: 1295. 2025 [16 Jul 2025] ,,Asteraceae Scorzonera hispanica L. var. crispatula DC.,(DC.)
wfo-4100006364,urn:lsid:ipni.org:names:77372721-1,Fascicularia,Lilja,Skanes Fl. Vilda Odlade 917. 1870 ,,,
wfo-1000086574,urn:lsid:ipni.org:names:77372722-1,Fascicularia salicifolia,(A.Dietr.) Lilja,Skanes Fl. Vilda Odlade 917. 1870 ,,Asteraceae Helianthus salicifolius A.Dietr.,(A.Dietr.)
wfo-1000086575,urn:lsid:ipni.org:names:77372725-1,Doronicum micranthum,Z.F.Bai & Xue L.Chen,PhytoKeys 267: 38. 2025 [2 Dec 2025] [epublished],,,
wfo-1000086593,urn:lsid:ipni.org:names:77372750-1,Youngia jianningensis,Y.Bin Chen & Y.L.Gao,Phytotaxa 731(3): 288. 2025 [2 Dec 2025] [epublished],,,
wfo-1000086594,urn:lsid:ipni.org:names:77372751-1,Gamochaeta carloramirezii,Chaura & C.M.Baeza,Phytotaxa 731(3): 277. 2025 [2 Dec 2025] [epublished],,,
wfo-1000065451,urn:lsid:ipni.org:names:77372961-1,Taraxacum crocelliforme,R.Doll ex Štěpánek & Kirschner,Preslia 95: 499. 2023 [21 Dec 2023] [epublished],,,
wfo-1000065450,urn:lsid:ipni.org:names:77372962-1,Taraxacum tantulum,Štěpánek & Kirschner,Preslia 95: 512. 2023 [21 Dec 2023] ,,,
wfo-0000106854,urn:lsid:ipni.org:names:77373013-1,Hieracium laevigatum subsp. retardatum,Zahn,"Fl. Schweiz (Schinz), ed. 2. 2: 341. 1905 [Oct 1905] ",,,
wfo-0000069944,urn:lsid:ipni.org:names:77373201-1,Hieracium × leiosoma subsp. abortivum,Nägeli & Peter,Hierac. Mitt.-Eur. 2: 63. 1886 [Aug 1886] ,,,
wfo-1200116330,urn:lsid:ipni.org:names:77373202-1,Hieracium laevigatum subsp. stenogonum,Zahn,"Pflanzenr. (Engler) IV, 280(Heft 79): 878. 1922 [14 Feb 1922] ",,,
wfo-1200067106,urn:lsid:ipni.org:names:77373203-1,Hieracium leiocephalum subsp. besenellum,Zahn,Syn. Mitteleur. Fl. 12(2): 76. 1930 [30 Oct 1930] ,,,
wfo-0000106283,urn:lsid:ipni.org:names:77373204-1,Hieracium leiocephalum subsp. abortivum,(Nägeli & Peter) Zahn,"Pflanzenr. (Engler) IV, 280(Heft 75): 77. 1921 [4 Feb 1921] ",,Asteraceae Hieracium × leiosoma Nägeli & Peter subsp. abortivum Nägeli & Peter,(Nägeli & Peter)
wfo-0000112376,urn:lsid:ipni.org:names:77373207-1,Hieracium × leiosoma subsp. melanocalyx,Nägeli & Peter,Hierac. Mitt.-Eur. 2: 65. 1886 [Aug 1886] ,,,
wfo-0000112199,urn:lsid:ipni.org:names:77373208-1,Hieracium leiocephalum subsp. melanocalyx,(Nägeli & Peter) Zahn,"Pflanzenr. (Engler) IV, 280(Heft 75): 78. 1921 [4 Feb 1921] ",,Asteraceae Hieracium × leiosoma Nägeli & Peter subsp. melanocalyx Nägeli & Peter,(Nägeli & Peter)
wfo-0000109548,urn:lsid:ipni.org:names:77373209-1,Hieracium × leiosoma subsp. timaviense,Nägeli & Peter,Hierac. Mitt.-Eur. 2: 64. 1886 [Aug 1886] ,,,
wfo-0000097231,urn:lsid:ipni.org:names:77373210-1,Hieracium leiocephalum subsp. timaviense,(Nägeli & Peter) Zahn,"Pflanzenr. (Engler) IV, 280(Heft 75): 78. 1921 [4 Feb 1921] ",,Asteraceae Hieracium × leiosoma Nägeli & Peter subsp. timaviense Nägeli & Peter,(Nägeli & Peter)
wfo-1200067110,urn:lsid:ipni.org:names:77373212-1,Hieracium leiopogon subsp. hyposericum,Zahn,Hierac. Alp. Mar. 203. 1916 [Dec 1916] ,,,
wfo-0000071084,urn:lsid:ipni.org:names:77373214-1,Hieracium leucophaeum subsp. godetii,(Christener ex Godet) Zahn,Neue Denkschr. Allg. Schweiz. Ges. Gesammten Naturwiss. 40: 518. 1906 ,,Asteraceae Hieracium godetii Christener ex Godet,(Christener ex Godet)
