WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000081201,urn:lsid:ipni.org:names:77360947-1,Ainsliaea guniuensis,W.Y.Ni & S.Y.Zhang,Nordic J. Bot. 2025(4)-e04497: 3. [3 Feb 2025] [epublished],,,
wfo-1200113133,urn:lsid:ipni.org:names:77361197-1,Hieracium nigrescens subsp. pseudohalleri,(Zahn) Zahn,"Syn. Deut. Schweiz. Fl., ed. 3 [Hallier & Brand] 2: 1844. 1901 [Sep 1901] ",,Asteraceae Hieracium alpinum L. subsp. pseudohalleri Zahn,(Zahn)
wfo-1000081442,urn:lsid:ipni.org:names:77361332-1,Ptarmica anthemoides,(Freyn & Sint.) Bornm.,Mitth. Thüring. Bot. Vereins 20: 15. 1904 ,,Asteraceae Achillea anthemoides Freyn & Sint.,(Freyn & Sint.)
wfo-0001421107,urn:lsid:ipni.org:names:77361762-1,Cullumia patula subsp. uncinata,Roessler,Mitt. Bot. Staatssamml. München 3: 300. 1959 [15 Nov 1959] ,,,
wfo-1000081533,urn:lsid:ipni.org:names:77361763-1,Erigeron spellenbergii,G.L.Nesom ex Z.S.Rogers,Phytoneuron 2025-21: 2. [15 May 2025] [epublished],,,
wfo-1000081537,urn:lsid:ipni.org:names:77361887-1,Pyrrocoma pinetorum,(D.D.Keck) G.L.Nesom,Phytoneuron 2025-8: 5. [30 Apr 2025] [epublished],,Asteraceae Haplopappus racemosus  subsp. pinetorum D.D.Keck,(D.D.Keck)
wfo-1000081538,urn:lsid:ipni.org:names:77361888-1,Pyrrocoma nivis,G.L.Nesom,Phytoneuron 2025-8: 7. [30 Apr 2025] [epublished],,,
wfo-1000081539,urn:lsid:ipni.org:names:77361889-1,Pyrrocoma ebulliens,G.L.Nesom,Phytoneuron 2025-8: 11. [30 Apr 2025] [epublished],,,
wfo-1000081540,urn:lsid:ipni.org:names:77361890-1,Pyrrocoma benitoana,G.L.Nesom,Phytoneuron 2025-8: 14. [30 Apr 2025] [epublished],,,
wfo-0000069639,urn:lsid:ipni.org:names:77362015-1,Centaurea reichenbachioides,Schur ex Hayek,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 70: 667. 1901 ",,,
wfo-1000081689,urn:lsid:ipni.org:names:77362195-1,Camchaya khongchiamensis,Chatan & Promprom,Ecol. Evol. 15(4)-e71197: 2. 2025 [27 Mar 2025] [epublished],,,
wfo-1000081736,urn:lsid:ipni.org:names:77362492-1,Espeletia llanadaensis,L.R.Sánchez & Quintero,Phytotaxa 702(2): 199. 2025 [27 May 2025] [epublished],,,
wfo-1000081737,urn:lsid:ipni.org:names:77362493-1,Gynura teysmanniana,"(Kuntze) L.C.Zhu, M.R.Hariri, Cheng S.Li & C.Ren",Phytotaxa 702(2): 229. 2025 [27 May 2025] [epublished],,Asteraceae Crassocephalum teysmannianum Kuntze,(Kuntze)
wfo-0000129314,urn:lsid:ipni.org:names:77362646-1,Scorzonera cana,(C.A.Mey.) Griseb.,Spic. Fl. Rumel. 2(5/6): 546. 1846 [Jan 1846] ,,Asteraceae Podospermum canum C.A.Mey.,(C.A.Mey.)
wfo-1200113011,urn:lsid:ipni.org:names:77360893-1,Symphyotrichum lowrieanum var. incisum,(Britton) F.Levy,J. Bot. Res. Inst. Texas 19(1): 14. 2025 [10 Mar 2025] [epublished],,Asteraceae Aster cordifolius  var. incisus Britton,(Britton)
wfo-1000080260,urn:lsid:ipni.org:names:77119156-1,Grangea maderaspatana,(L.) Desf.,Tabl. École Bot. 95. 1804 ,,Asteraceae Artemisia maderaspatana L.,(L.)
wfo-1200113237,urn:lsid:ipni.org:names:77119151-1,Grangea minima,(L.) Desf.,Tabl. École Bot. 95. 1804 ,isonym,Asteraceae Artemisia minima L.,(L.)
wfo-1000081242,urn:lsid:ipni.org:names:77163641-1,Glebionis discolor,"(d'Urv.) E.Cano, Musarella, Cano-Ortiz, Piñar Fuentes, Spamp. & Pinto Gomes",PhytoKeys 81: 115. 2017 [26 Jun 2017] [epublished],,Asteraceae Chrysanthemum coronarium L. var. discolor d'Urv.,(d'Urv.)
