WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000083082,urn:lsid:ipni.org:names:77365179-1,Parasenecio lanpingensis,X.F.Jiang,Taiwania 70(3): 408. 2025 [19 Jun 2025] [epublished],,,
wfo-1000083167,urn:lsid:ipni.org:names:77365292-1,Guenthera cartilaginea,(Pall. ex DC.) V.I.Dorof.,Turczaninowia 28(2): 164. 2025 [30 Jun 2025] [epublished],,Brassicaceae Sisymbrium cartilagineum Pall. ex DC.,(Pall. ex DC.)
wfo-1000083168,urn:lsid:ipni.org:names:77365293-1,Guenthera takhtajanii,(V.I.Dorof.) V.I.Dorof.,Turczaninowia 28(2): 165. 2025 [30 Jun 2025] [epublished],,Brassicaceae Erucastrum takhtajanii V.I.Dorof.,(V.I.Dorof.)
wfo-1000083225,urn:lsid:ipni.org:names:77365578-1,Apodocephala odora,J.Calvo & Callm.,Novon 33: 25. 2025 [20 Mar 2025] [epublished],,,
wfo-1200113936,urn:lsid:ipni.org:names:77365696-1,Celmisia incana var. nivalis,W.Martin,Trans. & Proc. Roy. Soc. New Zealand 65: 183. 1935 ,,,
wfo-1200113937,urn:lsid:ipni.org:names:77365697-1,Celmisia allanii var. canescens,W.Martin,Trans. & Proc. Roy. Soc. New Zealand 65: 182. 1935 ,,,
wfo-0000024224,urn:lsid:ipni.org:names:77366083-1,Cnicus pannonicus,(L.f.) Vest,Man. Bot. [Vest] 186. 1805 ,,Asteraceae Carduus pannonicus L.f.,(L.f.)
wfo-1200113951,urn:lsid:ipni.org:names:77366088-1,Scorzonera hispanica var. pinnatifida,Rouy,"Naturaliste sér. 2, 4(12): 84. 1890 [1 Apr 1890] ",,,
wfo-1200113967,urn:lsid:ipni.org:names:77366116-1,Cirsium canum subsp. pannonicum,(L.f.) Stoj. & Stef.,Fl. Bulg. 2: 1166. 1925 [Jun-Sep 1925] ; alt. publ.: in Arh. Minist. Zeml. Darz. Imoti 4-5: 1166. 1925,,Asteraceae Carduus pannonicus L.f.,(L.f.)
wfo-1200113968,urn:lsid:ipni.org:names:77366117-1,Cirsium elodes var. viride,(Velen.) Nyman,Consp. Fl. Eur. Suppl. 2(1): 181. 1889 ,,Asteraceae Cirsium viride Velen.,(Velen.)
wfo-1200113969,urn:lsid:ipni.org:names:77366118-1,Cirsium palustre var. viride,(Velen.) Stoj. & Stef.,Fl. Bulg. 2: 1165. 1925 [Jun-Sep 1925] ,,Asteraceae Cirsium viride Velen.,(Velen.)
wfo-0000084512,urn:lsid:ipni.org:names:77366120-1,Lactuca chondrilliflora subsp. contracta,(Velen.) Nyman,Consp. Fl. Eur. Suppl. 2(1): 189. 1889 ,,Asteraceae Lactuca contracta Velen.,(Velen.)
wfo-1000083435,urn:lsid:ipni.org:names:77366409-1,Cirsium × triphylinum,Treuinfels,Oesterr. Bot. Z. 56: 315. 1906 ,,,
