WFOID,IPNID,scientificName,authors_t,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000078001,urn:lsid:ipni.org:names:77355661-1,Pradosia aureae,W.Palacios,Cinchonia 19: 297. 2024 [29 Feb 2024] ,,,
wfo-1200110424,urn:lsid:ipni.org:names:77355944-1,Palaquium oxleyanum,Pierre ex King & Gamble,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74: 194. 1906 ",nom. illeg. later homonym    non Burck (1886),,
