WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000083591,urn:lsid:ipni.org:names:77366844-1,Scorzonera biennis,J.P.Wolff ex J.F.Lehm.,Prim. Lin. Fl. Herbipol. 53. 1809 ,Scorzonera,pro syn.    of Scorzonera laciniata,,
wfo-1000083702,urn:lsid:ipni.org:names:77367605-1,Hieracium subangustatum,T.C.G.Rich,Brit. Irish Bot. 7(1): 52. 2025 [7 Mar 2025] [epublished],Hieracium,,,
wfo-1000083703,urn:lsid:ipni.org:names:77367606-1,Hieracium dentdalense,B.Burrow,Brit. Irish Bot. 7(2): 135. 2025 [14 Aug 2025] [epublished],Hieracium,,,
wfo-1000083704,urn:lsid:ipni.org:names:77367607-1,Hieracium langscariense,B.Burrow,Brit. Irish Bot. 7(2): 138. 2025 [14 Aug 2025] [epublished],Hieracium,,,
wfo-1000083705,urn:lsid:ipni.org:names:77367608-1,Hieracium aithense,B.Burrow & J.Crossley,Brit. Irish Bot. 7(2): 141. 2025 [14 Aug 2025] [epublished],Hieracium,,,
wfo-0000008754,urn:lsid:ipni.org:names:77368084-1,Ixeris chinensis,(Thunb.) Nakai,Bot. Mag. (Tokyo) 34: 152. 1920 ,Ixeris,,Asteraceae Prenanthes chinensis Thunb.,(Thunb.)
