WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000085162,urn:lsid:ipni.org:names:77369927-1,Taraxacum diluculorum,"Vik.Kumar, Kirschner & Štěpánek",Phytotaxa 720(3): 268. 2025 [2 Oct 2025] [epublished],Taraxacum,,,
wfo-1200115158,urn:lsid:ipni.org:names:77370540-1,Leontodon hispidus var. pseudincanus,Hayek,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 94: 199. 1918 ",Leontodon,,,
wfo-0000080120,urn:lsid:ipni.org:names:77370796-1,Leontodon hispidus subsp. pseudoincanus,(Hayek) Soó,Acta Bot. Acad. Sci. Hung. 10: 375. 1964 ,Leontodon,"nom. inval.    , basionym ref. lacking year",Asteraceae Leontodon hispidus L. var. pseudincanus Hayek,(Hayek)
wfo-1000085472,urn:lsid:ipni.org:names:77370832-1,Leontodon montecristensis,"Foggi, N.Kilian, Landi & Zoccola",Pl. Biosystems 159(5): 990. 2025 [02 Jun 2025] [epublished],Leontodon,,,
wfo-1000085473,urn:lsid:ipni.org:names:77370833-1,Leontodon sect. Montecristenses,N.Kilian & Foggi,Pl. Biosystems 159(5): 992. 2025 [02 Jun 2025] [epublished],Leontodon,,,
