WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000080762,urn:lsid:ipni.org:names:77359838-1,Hieracium sourekii,Szeląg,Phytotaxa 696(3): 217. 2025 [3 Apr 2025] [epublished],Hieracium,,,
wfo-1200112554,urn:lsid:ipni.org:names:77360845-1,Hieracium tephrosoma subsp. schmidianum,Zahn,Pflanzenr. (Engler) 77: 696. 1921 ,Hieracium,,,
