WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200109898,urn:lsid:ipni.org:names:77357850-1,Dianthus biflorus var. pilosus,Zograf. & Dimitrellos,Phytol. Balcan. 30(2): 251. 2024 [Aug 2024] [epublished],Caryophyllaceae,,,
wfo-1200111887,urn:lsid:ipni.org:names:77358011-1,Boerhavia chinensis,(L.) Asch. & Schweinf.,Beitr. Fl. Aethiop. [Schweinfurth] 1: 167. 1867 ,Nyctaginaceae,isonym,Valerianaceae Valeriana chinensis L.,(L.)
wfo-1200111888,urn:lsid:ipni.org:names:77358019-1,Silene viscaria,(L.) Borkh.,Rhein. Mag. 1: 520. 1793 ,Caryophyllaceae,,Caryophyllaceae Lychnis viscaria L.,(L.)
wfo-1000079364,urn:lsid:ipni.org:names:77358226-1,Nepenthes maagnawensis,Lagunday & Amoroso,"Phytotaxa 693(1): 88. 2025 [11 Mar 2025] , as 'maagnawense' [epublished]",Nepenthaceae,Termination of specific epithet amended as per Art. 23.5. ICN (2018).,,
wfo-1000079378,urn:lsid:ipni.org:names:77358246-1,Polygonum uysalii,"Makbul, Coşkunç. & Kundakçı",Turk. J. Bot. 48(6): 339. 2024 [epublished],Polygonaceae,,,
wfo-1200111904,urn:lsid:ipni.org:names:77358258-1,Cereus eyriesii,(Turpin) Otto,Allg. Gartenzeitung 3: 59. 1835 [21 Feb 1835] ,Cactaceae,,Cactaceae Echinocactus eyriesii Turpin,(Turpin)
wfo-1000079534,urn:lsid:ipni.org:names:77358671-1,Stellaria nagae,Sindhu Arya & V.S.A.Kumar,Phytotaxa 693(4): 271. 2025 [17 Mar 2025] [epublished],Caryophyllaceae,,,
wfo-1000079543,urn:lsid:ipni.org:names:77358681-1,Guapira elliptica,"(J.A.Schmidt) E.F.S.Rossetto, D.S.Costa & J.M.A.Braga",Phytotaxa 693(4): 297. 2025 [17 Mar 2025] [epublished],Nyctaginaceae,,Nyctaginaceae Pisonia elliptica J.A.Schmidt,(J.A.Schmidt)
wfo-1200111922,urn:lsid:ipni.org:names:77358890-1,Mammillaria sulcimamma,Pfeiff.,Allg. Gartenzeitung 6: 273. 1838 [1 Sep 1838] ,Cactaceae,,,
wfo-1200111923,urn:lsid:ipni.org:names:77358891-1,Mammillaria schiedeana,C.Ehrenb. ex Pfeiff.,Allg. Gartenzeitung 6: 275. 1838 [1 Sep 1838] ,Cactaceae,,,
wfo-1000079765,urn:lsid:ipni.org:names:77359323-1,Schiedea napaliensis,W.L.Wagner & Weller,PhytoKeys 254: 120. 2025 [26 Mar 2025] [epublished],Caryophyllaceae,,,
wfo-0001284997,urn:lsid:ipni.org:names:77359324-1,Tamarix laxa var. subspicata,Ehrenb.,Linnaea 2(2): 254. 1827 [Apr 1827] (as 'suspicata'),Tamaricaceae,,,
wfo-1200111961,urn:lsid:ipni.org:names:77359339-1,Anacampseros rubens,Hort. Angl. ex Nois.,Man. Compl. Jard. Suppl.: 7. 1828 ,Portulacaceae,nom. illeg. later homonym,,
wfo-1000079774,urn:lsid:ipni.org:names:77359354-1,Arthrophytum sect. Ammodendroides,Iljin,Bot. Zhurn. S.S.S.R. 19(2): 171. 1934 [May 1934] ,Chenopodiaceae,,,
wfo-1000079775,urn:lsid:ipni.org:names:77359355-1,Arthrophytum sect. Euarthrophytum,Iljin,Bot. Zhurn. S.S.S.R. 19(2): 171. 1934 [May 1934] ,Chenopodiaceae,,,
wfo-1200111965,urn:lsid:ipni.org:names:77359368-1,Sondera,Lehm.,Bot. Zeitung (Berlin) 2: 109. 1844 [9 Feb 1844] ,Droseraceae,,,
wfo-1200111873,urn:lsid:ipni.org:names:77359493-1,Mesembryanthemum sarmentosum var. rigidium,Salm-Dyck,"Monogr. Aloes Mesembr. 3: § 17. f. 3. 1840 [Sep 1840] , as 'rigidius'",Aizoaceae,,,
wfo-1000079804,urn:lsid:ipni.org:names:77359608-1,Calligonum sect. Inermia,"Kamelin, A.V.Pavlenko & Laktionov",Novosti Sist. Vyssh. Rast. 55: 28. 2024 [31 Dec 2024] [epublished],Polygonaceae,,,
wfo-1000079916,urn:lsid:ipni.org:names:77355474-1,Amaranthus pakai,Faccenda & N.Bayón,Novon 33: 2. 2025 [16 Jan 2025] [epublished],Amaranthaceae,,,
