WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000086655,urn:lsid:ipni.org:names:77372818-1,Ruschiella frederici,(L.Bolus) Klak,Bradleya 43: 208. 2025 [24 Apr 2025] ,Aizoaceae,,Aizoaceae Mesembryanthemum frederici L.Bolus,(L.Bolus)
wfo-1000086656,urn:lsid:ipni.org:names:77372819-1,Smicrostigma intermedium,Klak,Bradleya 43: 210. 2025 [24 Apr 2025] ,Aizoaceae,,,
wfo-1000086671,urn:lsid:ipni.org:names:77372950-1,Chorizanthe limariensis,Teillier & J.Macaya,"Gayana, Bot. 76(1): 44. 2019 [30 Jun 2019] [epublished]",Polygonaceae,,,
wfo-1000086683,urn:lsid:ipni.org:names:77372970-1,Cerastium yulaoianum,S.S.Ying,New Taxa New Names 8: 128. 2025 [30 Nov 2025] [epublished],Caryophyllaceae,,,
wfo-1000086713,urn:lsid:ipni.org:names:77373007-1,Opuntia subcylindrica,(M.Machado & N.P.Taylor) Batov,Opred. Vidov Kaktusov Kult. 2(1): 126. 2023 ,Cactaceae,,Cactaceae Tacinga inamoena (K.Schum.) N.P.Taylor & Stuppy subsp. subcylindrica M.Machado & N.P.Taylor,(M.Machado & N.P.Taylor)
wfo-1000086715,urn:lsid:ipni.org:names:77373009-1,Cumulopuntia minor,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 196. 2023 ,Cactaceae,,Cactaceae Tephrocactus minor Backeb.,(Backeb.)
wfo-1000086716,urn:lsid:ipni.org:names:77373010-1,Cumulopuntia ferocior,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 252. 2023 ,Cactaceae,,Cactaceae Tephrocactus ferocior Backeb.,(Backeb.)
wfo-1200116320,urn:lsid:ipni.org:names:77373011-1,Cumulopuntia fulvicoma var. bicolor,(Rauh & Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 294. 2023 ,Cactaceae,,Cactaceae Tephrocactus fulvicomus  var. bicolor Rauh & Backeb.,(Rauh & Backeb.)
wfo-1200116324,urn:lsid:ipni.org:names:77373171-1,Cumulopuntia pentlandii var. fuauxiana,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 298. 2023 ,Cactaceae,,Cactaceae Tephrocactus pentlandii (Salm-Dyck) Backeb. var. fuauxianus Backeb.,(Backeb.)
wfo-1000086759,urn:lsid:ipni.org:names:77373172-1,Austrocylindropuntia heteromorpha,(Phil.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 311. 2023 ,Cactaceae,,Cactaceae Opuntia heteromorpha Phil.,(Phil.)
wfo-1000086760,urn:lsid:ipni.org:names:77373173-1,Maihueniopsis chilensis,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 319. 2023 ,Cactaceae,,Cactaceae Tephrocactus chilensis Backeb.,(Backeb.)
wfo-1000086761,urn:lsid:ipni.org:names:77373174-1,Tunilla longispina,(Haw.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 320. 2023 ,Cactaceae,,Cactaceae Opuntia longispina Haw.,(Haw.)
wfo-1000086762,urn:lsid:ipni.org:names:77373175-1,Austrocylindropuntia blancii,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 346. 2023 ,Cactaceae,,Cactaceae Tephrocactus blancii Backeb.,(Backeb.)
wfo-1200116325,urn:lsid:ipni.org:names:77373176-1,Cumulopuntia kuehnrichiana var. applanata,(Werderm. & Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 361. 2023 ,Cactaceae,,Cactaceae Opuntia kuehnrichiana  var. applanata Werderm. & Backeb.,(Werderm. & Backeb.)
wfo-1000086763,urn:lsid:ipni.org:names:77373177-1,Cumulopuntia mira,(Rauh & Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 367. 2023 ,Cactaceae,,Cactaceae Tephrocactus mirus Rauh & Backeb.,(Rauh & Backeb.)
wfo-1200116326,urn:lsid:ipni.org:names:77373178-1,Cumulopuntia corotilla var. auranticiflora,(Rauh & Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 368. 2023 ,Cactaceae,,Cactaceae Tephrocactus corotilla (K.Schum.) Backeb. var. aurantiaciflorus Rauh & Backeb.,(Rauh & Backeb.)
wfo-1000086764,urn:lsid:ipni.org:names:77373179-1,Tunilla armata,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 378. 2023 ,Cactaceae,,Cactaceae Opuntia armata Backeb.,(Backeb.)
wfo-1200116327,urn:lsid:ipni.org:names:77373180-1,Tunilla armata var. panellana,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 378. 2023 ,Cactaceae,,Cactaceae Opuntia armata Backeb. var. panellana Backeb.,(Backeb.)
wfo-1000086767,urn:lsid:ipni.org:names:77373183-1,Tunilla retrospinosa,(Lem.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 320. 2023 ,Cactaceae,,Cactaceae Opuntia retrospinosa Lem.,(Lem.)
wfo-1000086769,urn:lsid:ipni.org:names:77373185-1,Tunilla boliviensis,(Backeb.) Batov,Opred. Vidov Kaktusov Kult. 2(1): 377. 2023 ,Cactaceae,,Cactaceae Opuntia boliviensis Backeb.,(Backeb.)
wfo-1000086772,urn:lsid:ipni.org:names:77373188-1,Tephrocactus × fiambalensis,Popov & V.Gapon,Kaktus-Klub 15(3-4): 43. 2017 [Jul 2017] ,Cactaceae,,,
