WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000084675,urn:lsid:ipni.org:names:77368613-1,Phyllocactus foersteri,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",Cactaceae,,,
wfo-1000084676,urn:lsid:ipni.org:names:77368614-1,Phyllocactus pfeifferi,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",Cactaceae,,,
wfo-1000084792,urn:lsid:ipni.org:names:77368615-1,Phyllocactus molkenboeri,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",Cactaceae,,,
wfo-1000085020,urn:lsid:ipni.org:names:77368616-1,Cereus lemairei,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",Cactaceae,nom. illeg. later homonym,,
wfo-1000084677,urn:lsid:ipni.org:names:77368617-1,Phyllocactus fellneri,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",Cactaceae,,,
wfo-1000084678,urn:lsid:ipni.org:names:77368618-1,Phyllocactus miqueli,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",Cactaceae,,,
wfo-1000084679,urn:lsid:ipni.org:names:77368619-1,Phyllocactus pollei,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",Cactaceae,,,
wfo-1000084680,urn:lsid:ipni.org:names:77368620-1,Cereus marumi,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",Cactaceae,,,
wfo-1000084681,urn:lsid:ipni.org:names:77368621-1,Cereus galleottii,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",Cactaceae,,,
wfo-1000084682,urn:lsid:ipni.org:names:77368622-1,Cereus krelagei,J.H.Krelage,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",Cactaceae,,,
wfo-1000084729,urn:lsid:ipni.org:names:77368929-1,Opuntia × soumaya,Martínez-Gonz.,Phytotaxa 717(1): 39. 2025 [9 Sep 2025] [epublished],Cactaceae,,,
wfo-1000084803,urn:lsid:ipni.org:names:77368936-1,Selenicereus haberi,Hammel,Phytoneuron 2025-37: 2. [8 Jul 2025] [epublished],Cactaceae,,,
wfo-1000084778,urn:lsid:ipni.org:names:77369114-1,Opuntia ser. Curassavicae,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 102. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000084779,urn:lsid:ipni.org:names:77369115-1,Opuntia ser. Leucotrichae,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 174. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000084784,urn:lsid:ipni.org:names:77369119-1,Opuntia ser. Nopalea,(Salm-Dyck) G.D.Rowley,Repert. Pl. Succ. 22: 10. 1973 [1971 publ May 1973] ,Cactaceae,,Cactaceae Nopalea Salm-Dyck,(Salm-Dyck)
wfo-1000084777,urn:lsid:ipni.org:names:77369124-1,Opuntia ser. Scheerianae,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 159. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000084780,urn:lsid:ipni.org:names:77369126-1,Opuntia ser. Setispinae,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 136. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000084781,urn:lsid:ipni.org:names:77369129-1,Opuntia ser. Streptacanthae,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 181. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000084782,urn:lsid:ipni.org:names:77369131-1,Opuntia ser. Strigiles,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 136. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-0000549007,urn:lsid:ipni.org:names:77369132-1,Armeria maritima var. alboi,Bernis,"Rev. Gen. Armeria 8. 1951 , as 'Albi'",Plumbaginaceae,,,
wfo-1000084783,urn:lsid:ipni.org:names:77369134-1,Opuntia ser. Tomentosae,Britton & Rose,Cactaceae (Britton & Rose) 1(45): 172. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000084786,urn:lsid:ipni.org:names:77369138-1,Opuntia ser. Xerocarpeae,(Engelm.) K.Schum.,Gesamtbeschr. Kakt. 700. 1898 ,Cactaceae,,Cactaceae Opuntia [infragen.unranked] Xerocarpeae Engelm.,(Engelm.)
wfo-1000084832,urn:lsid:ipni.org:names:77369266-1,Koenigia arunachalensis,Hajong & Bharali,Nordic J. Bot. 2025(8)-e04750: 3. [07 Apr 2025] [epublished],Polygonaceae,,,
wfo-1000084824,urn:lsid:ipni.org:names:77369322-1,Opuntia ser. Tunae,Britton & Rose,Smithsonian Misc. Collect. 50(34): 527. 1908 [20 Feb 1908] ,Cactaceae,,,
wfo-1000084826,urn:lsid:ipni.org:names:77369324-1,Opuntia ser. Pubescentes,K.Schum.,Gesamtbeschr. Kakt. 700. 1898 [1 Nov 1898] ,Cactaceae,,,
wfo-0001289985,urn:lsid:ipni.org:names:77369330-1,Opuntia bonplandii,(Kunth) F.A.C.Weber,Dict. Hort. [Bois] 2: 894. 1893 ,Cactaceae,,Cactaceae Cactus bonplandii Kunth,(Kunth)
wfo-1200114822,urn:lsid:ipni.org:names:77369338-1,Opuntia [infragen.unranked] Pubescentes,Salm-Dyck,Cact. Hort. Dyck. (1841). 42. 1841 ,Cactaceae,,,
wfo-1200114823,urn:lsid:ipni.org:names:77369339-1,Opuntia [infragen.unranked] Tunae,K.Schum.,"Gesamtbeschr. Kakt. 700, 702. 1898 [1 Nov 1898] ",Cactaceae,,,
wfo-1000085073,urn:lsid:ipni.org:names:77369366-1,Cereus decandollei,Pfeiff.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 14: 4. 1839 , as 'Decandollii'",Cactaceae,,,
wfo-1000084868,urn:lsid:ipni.org:names:77369385-1,Opuntia ser. Sulphureae,Britton & Rose,Cactaceae (Britton & Rose) 1: 133. 1919 [21 Jun 1919] ,Cactaceae,,,
wfo-1000085086,urn:lsid:ipni.org:names:77369613-1,Phytolacca scandens,Hils. & Bojer ex A.Braun,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 21: 92. 1852 [1853 publ. 1852?] ,Phytolaccaceae,,,
wfo-1000084921,urn:lsid:ipni.org:names:77369669-1,Sabulina ebracteolata,(Majumdar & G.S.Giri) Dar & Govaerts,Fl. Kashmir Himalaya Sind Valley 2: 655. 2025 [Aug 2025] ,Caryophyllaceae,,Caryophyllaceae Minuartia ebracteolata Majumdar & G.S.Giri,(Majumdar & G.S.Giri)
wfo-1000085016,urn:lsid:ipni.org:names:77369695-1,Coccoloba queretaroensis,"J.J.Ancona, P.Hern.-Led. & J.J.Ortiz-Diaz",J. Pl. Taxon. & Geogr. (Webbia) 80(2): 258. 2025 [18 Jul 2025] [epublished],Polygonaceae,,,
