WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088945,urn:lsid:ipni.org:names:77377265-1,Aleuritopteris hainanensis,"Bin Zhang, Ting Wang ter & H.F.Chen",Ecol. Evol. 16(2)-e72770: 6. 2026 [20 Feb 2026] ,Adiantaceae,,,
wfo-1000088997,urn:lsid:ipni.org:names:77377476-1,Cystopteris × heptaploidea,S.Jess.,Kochia 19: 92. 2026 [8 Mar 2026] ,Woodsiaceae,,,
wfo-1000089000,urn:lsid:ipni.org:names:77377487-1,Serpocaulon pectinans,"(Fée) Schwartsb., J.Prado, R.Y.Hirai & Labiak",Amer. Fern J. 116(1): 84. 2026 [24 Feb 2026] ,Polypodiaceae,,Polypodiaceae Goniophlebium pectinans Fée,(Fée)
wfo-1000089001,urn:lsid:ipni.org:names:77377488-1,Serpocaulon pictum,"(Fée) Schwartsb., J.Prado, R.Y.Hirai & Labiak",Amer. Fern J. 116(1): 85. 2026 [24 Feb 2026] ,Polypodiaceae,,Polypodiaceae Goniophlebium pictum Fée,(Fée)
wfo-1000089002,urn:lsid:ipni.org:names:77377489-1,Serpocaulon pratorum,"Schwartsb., J.Prado, R.Y.Hirai & Labiak",Amer. Fern J. 116(1): 88. 2026 [24 Feb 2026] ,Polypodiaceae,,,
wfo-1000089003,urn:lsid:ipni.org:names:77377490-1,Serpocaulon simplicifolium,"Schwartsb., J.Prado, R.Y.Hirai & Labiak",Amer. Fern J. 116(1): 91. 2026 [24 Feb 2026] ,Polypodiaceae,,,
wfo-1000089004,urn:lsid:ipni.org:names:77377491-1,Serpocaulon swartziifolium,"Schwartsb., J.Prado, R.Y.Hirai & Labiak",Amer. Fern J. 116(1): 92. 2026 [24 Feb 2026] ,Polypodiaceae,,,
wfo-1000089033,urn:lsid:ipni.org:names:77377628-1,Cystopteris × axalpensis,S.Jess.,Kochia 19: 90. 2026 [8 Mar 2026] ,Woodsiaceae,,,
wfo-1000089034,urn:lsid:ipni.org:names:77377629-1,Cystopteris × pertusionensis,S.Jess.,Kochia 19: 91. 2026 [8 Mar 2026] ,Woodsiaceae,,,
wfo-1200106383,urn:lsid:ipni.org:names:77377641-1,Cystopteris fragilis var. huteri,Hausm. ex Milde,Fil. Eur. 149. 1867 ,Woodsiaceae,,,
wfo-1000068326,urn:lsid:ipni.org:names:77377642-1,Cystopteris huteri,(Hausm. ex Milde) Shmakov,Ukrain. J. Ecol. 8(4): 293. 2018 [Dec 2018] ,Woodsiaceae,,Woodsiaceae Cystopteris fragilis (L.) Bernh. var. huteri Hausm. ex Milde,(Hausm. ex Milde)
wfo-1200117784,urn:lsid:ipni.org:names:77377671-1,Polybotrya articulata,J.Sm. ex Fée,"Mém. Foug., 2. Hist. Acrostich. 74 (-75, t.37). 1845 ",Dryopteridaceae,,,
wfo-1200117728,urn:lsid:ipni.org:names:77377672-1,Polystichum aculeatum var. incisum,Fée,"Mém. Foug., 8. Ic. Esp. Nouv. 100. 1857 ",Dryopteridaceae,,,
wfo-1200117729,urn:lsid:ipni.org:names:77377673-1,Polystichum aculeatum var. gracile,Fée,"Mém. Foug., 8. Ic. Esp. Nouv. 100. 1857 ",Dryopteridaceae,,,
wfo-1200117730,urn:lsid:ipni.org:names:77377674-1,Polystichum aculeatum var. distans,Fée,"Mém. Foug., 8. Ic. Esp. Nouv. 100 (-101). 1857 ",Dryopteridaceae,,,
wfo-1000069032,urn:lsid:ipni.org:names:77377677-1,Lycopodium palustre,Lam.,Fl. Franç. (Lamarck) 1(Méthode analytique): 32. 1779 ,Lycopodiaceae,nom. illeg. nom. superfl.,,
wfo-1000089123,urn:lsid:ipni.org:names:77377864-1,Serpocaulon biauriculatum,D.Sanín & Testo,Brittonia 77(4): 412. 2025 [7 Oct 2025] ,Polypodiaceae,,,
wfo-1000068988,urn:lsid:ipni.org:names:77378035-1,Lycopodium consimile,Colenso,"Trans. & Proc. New Zealand Inst. 16: 348. 1884 [1883 publ. May 1884] , as 'consimilis'",Lycopodiaceae,,,
wfo-1200117796,urn:lsid:ipni.org:names:77378036-1,Lycopodium repens,(P.Beauv.) Sw.,Syn. Fil. (Kiliae) 180. 1806 ,Lycopodiaceae,nom. illeg. nom. superfl.,Lycopodiaceae Lepidotis repens P.Beauv.,(P.Beauv.)
wfo-1000089191,urn:lsid:ipni.org:names:77378076-1,Elaphoglossum hainanense,"Y.J.Yang bis, J.P.Shu & Y.H.Yan",Phytotaxa 749(1): 73. 2026 [25 Mar 2026] ,Lomariopsidaceae,,,
wfo-0001276387,urn:lsid:ipni.org:names:77378086-1,Selaginella spinulosovena,G.Q.Gou & P.S.Wang,Phytotaxa 749(1): 111. 2026 [25 Mar 2026] ,Selaginellaceae,"nom. inval.    , not accepted by authors",,
wfo-1200117801,urn:lsid:ipni.org:names:77378089-1,Hypopterygiopsis spinulosovena,Li Bing Zhang & X.M.Zhou,Phytotaxa 749(1): 111. 2026 [25 Mar 2026] ,Selaginellaceae,,,
wfo-1000089263,urn:lsid:ipni.org:names:77376164-1,Angiopteris weimingii,Li J.Jiang & Z.R.He,PhytoKeys 270: 196. 2026 [2 Feb 2026] [epublished],Marattiaceae,,,
wfo-1000089272,urn:lsid:ipni.org:names:77359856-1,Dryopteris acutissima,H.J.Wei & Z.Y.Zuo,Bot. Lett. 172(4): [514-522]. 2025 [18 Jul 2025] [epublished],Dryopteridaceae,,,
