WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088149,urn:lsid:ipni.org:names:77376396-1,Tmesipteris eucampta,Perrie & D.J.Ohlsen,New Zealand J. Bot. 63(5): 1513. 2025 [5 Jun 2025] [epublished],Psilotaceae,,,
wfo-1000088221,urn:lsid:ipni.org:names:77376612-1,Elaphoglossum sect. Wrightiana,"Lóriga, A.Vasco, L.Regalado, Heinrichs & R.C.Moran",Pl. Syst. Evol. 300: 944. 2013 [2014 publ. 14 Nov 2013] ,Lomariopsidaceae,,,
wfo-1000088234,urn:lsid:ipni.org:names:77376635-1,Lepisorus jinganensis,"Z.L.Liang, Liang Zhang & Li Bing Zhang",Phytotaxa 741(1): 86. 2026 [12 Feb 2026] ,Polypodiaceae,,,
wfo-1000088235,urn:lsid:ipni.org:names:77376636-1,Lepisorus lepidotus,Ching ex Z.L.Liang & Li Bing Zhang,Phytotaxa 741(1): 88. 2026 [12 Feb 2026] ,Polypodiaceae,,,
wfo-1000088236,urn:lsid:ipni.org:names:77376637-1,Lepisorus maolanensis,"Z.L.Liang, Liang Zhang & Li Bing Zhang",Phytotaxa 741(1): 90. 2026 [12 Feb 2026] ,Polypodiaceae,,,
wfo-1000088237,urn:lsid:ipni.org:names:77376638-1,Lepisorus subcontortus,"Z.L.Liang, Liang Zhang & Li Bing Zhang",Phytotaxa 741(1): 90. 2026 [12 Feb 2026] ,Polypodiaceae,,,
wfo-1000068977,urn:lsid:ipni.org:names:77376677-1,Lycopodium belangeri,Bory,Voy. Indes Or. [Bélanger] 2(1): 12. 1833 [25 May 1833] ,Lycopodiaceae,,,
wfo-1000069466,urn:lsid:ipni.org:names:77376689-1,Selaginella ascendens,Alderw.,"Bull. Jard. Bot. Buitenzorg sér. 2, 11: 33. 1913 [Sep 1913] ",Selaginellaceae,,,
wfo-1000088316,urn:lsid:ipni.org:names:77377061-1,Davallia faberiana,(C.Chr.) S.Y.Dong,Phytotaxa 742(3): 253. 2026 [24 Feb 2026] ,Davalliaceae,,Davalliaceae Davallia clarkei Baker var. faberiana C.Chr.,(C.Chr.)
wfo-1000088387,urn:lsid:ipni.org:names:77377168-1,Stenogrammitis grammitoides,A.Rojas,Actual. Biol. 35(98): 9. 2013 ,Polypodiaceae,,,
wfo-1000088425,urn:lsid:ipni.org:names:77377215-1,Hippochaete xylochaeta,(Mett.) Li Bing Zhang,Phytotaxa 742(4): 299. 2026 [26 Feb 2026] ,Equisetaceae,,Equisetaceae Equisetum xylochaetum Mett.,(Mett.)
wfo-1000088502,urn:lsid:ipni.org:names:77377263-1,Cheilanthes angustifolia,Fée,"Mém. Foug., 5. Gen. Filic. 156. 1852 ",Adiantaceae,nom. illeg. later homonym,,
