WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200116702,urn:lsid:ipni.org:names:77375464-1,Eucalyptus oppositifolia,Desf. ex Laun.,Bon Jard. Suppl: 63. 1809 ,,,
wfo-1000087733,urn:lsid:ipni.org:names:77375485-1,Myrcia osaensis,L.Álvarez & Rodr.-Barboza,Brittonia [early view]: [2 of 7]. 2025 [2 Dec 2025] [epublished],,,
