WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200113076,urn:lsid:ipni.org:names:77361217-1,Arabis thaliana var. dentata,Hartm.,Handb. Skand. Fl. 256. 1820 ,,,
wfo-1200113077,urn:lsid:ipni.org:names:77361218-1,Arabis thaliana var. vulgaris,Hartm.,Handb. Skand. Fl. 256. 1820 ,,,
wfo-1200113137,urn:lsid:ipni.org:names:77361219-1,Conringia thaliana,(L.) Rchb.,Fl. Germ. Excurs. 2(2): 686. 1832 ; et in con. Fl. Germ. Helv. (H.G.L. Reichenbach) 2: t. 60. fig. 4380 (1838),,Brassicaceae Arabis thaliana L.,(L.)
wfo-0000396901,urn:lsid:ipni.org:names:77361223-1,Pilosella thaliana,(L.) Kostel. ex Rydb.,Torreya 7: 158. 1907 [Aug 1907] ,,Brassicaceae Arabis thaliana L.,(L.)
wfo-1200113087,urn:lsid:ipni.org:names:77361361-1,Erysimum sylvestre subsp. rhaeticum,(Schleich.) Á.Löve & D.Löve,Bot. Not. 114(1): 52. 1961 [30 Mar 1961] ,,Brassicaceae Cheiranthus rhaeticus Schleich.,(Schleich.)
wfo-1200113088,urn:lsid:ipni.org:names:77361392-1,Erysimum sylvestre subsp. helveticum,(Jacq.) Á.Löve & D.Löve,Bot. Not. 114(1): 52. 1961 ,,Brassicaceae Cheiranthus helveticus Jacq.,(Jacq.)
wfo-1200113092,urn:lsid:ipni.org:names:77361402-1,Aethionema carneum var. typicum,Popov,Byull. Sredne-Aziatsk. Gosud. Univ. 9: 19. 1925 ,,,
wfo-1200113093,urn:lsid:ipni.org:names:77361403-1,Sisymbrium subspinescens var. kokanicum,Popov,Byull. Sredne-Aziatsk. Gosud. Univ. 9: 20. 1925 ,,,
wfo-1200113095,urn:lsid:ipni.org:names:77361649-1,Erysimum cheiranthoides var. nodosum,Fr.,Novit. Fl. Suec. Alt. 209. 1828 ,,,
wfo-1200113096,urn:lsid:ipni.org:names:77361650-1,Cochlearia groenlandica subsp. scotica,(Druce) Á.Löve & D.Löve,Bot. Not. 114(1): 52. 1961 ,,Brassicaceae Cochlearia scotica Druce,(Druce)
wfo-1200113154,urn:lsid:ipni.org:names:77361671-1,Erysimum cheiranthoides subsp. nodosum,(Fr.) Á.Löve & D.Löve,Bot. Not. 114(1): 52. 1961 ,,Brassicaceae Erysimum cheiranthoides L. var. nodosum Fr.,(Fr.)
wfo-1000081500,urn:lsid:ipni.org:names:77361683-1,Mancoa chontaensis,"Al-Shehbaz, A.Cano, Machahua, J.Roque & Mazzei",Phytotaxa 701(1): 121. 2025 [13 May 2025] [epublished],,,
wfo-1000081546,urn:lsid:ipni.org:names:77362019-1,Cardamine mangshanensis,"X.L.Yu, A.Liu & Xiong Li",PhytoKeys 256: 132. 2025 [21 May 2025] [epublished],,,
wfo-1200113213,urn:lsid:ipni.org:names:12325-1,Arabidopsis,(DC.) Schur,Enum. Pl. Transsilv. 55. 1866 [Apr-Jun 1866] ,nom. illeg. later homonym    non Arabidopsis Heynh. (1842),Brassicaceae Sisymbrium sect. Arabidopsis DC.,(DC.)
wfo-1200113214,urn:lsid:ipni.org:names:277969-1,Arabidopsis thaliana,(L.) Schur,Enum. Pl. Transsilv. 55. 1866 [Apr-Jun 1866] ,isonym,Brassicaceae Arabis thaliana L.,(L.)
wfo-4100004731,urn:lsid:ipni.org:names:30074579-2,Pilosella,Kostel. ex Rydb.,Torreya 7: 158. 1907 [Aug 1907] ,nom. illeg. later homonym    non J. Hill (1756).,,
