WFOID,IPNID,scientificName,authors_t,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000077867,urn:lsid:ipni.org:names:77355074-1,Rorippa pygmaea,(Dusén) Al-Shehbaz & Marhold,Harvard Pap. Bot. 29(2): 199. 2024 [31 Dec 2024] [epublished],,Brassicaceae Cardamine pygmaea Dusén,(Dusén)
wfo-1000077905,urn:lsid:ipni.org:names:77355241-1,Cardamine hintonii,Marhold & Al-Shehbaz,Harvard Pap. Bot. 29(2): 202. 2024 [31 Dec 2024] [epublished],,,
wfo-0001216823,urn:lsid:ipni.org:names:77355275-1,Thelypodiopsis vaseyi,(S.Watson ex B.L.Rob.) Rollins,Contr. Gray Herb. 206: 12. 1976 ,,Brassicaceae Sisymbrium vaseyi S.Watson ex B.L.Rob.,(S.Watson ex B.L.Rob.)
wfo-1000077971,urn:lsid:ipni.org:names:77355620-1,Arabis shastensis,A.Murray bis & al.,"Bot. Exped. Oregon 8: 1, no. 639. 1853 ",,,
wfo-1200110417,urn:lsid:ipni.org:names:77355621-1,Jeffreya,A.Murray bis & al.,"Bot. Exped. Oregon 8: 1, no. 639. 1853 ","nom. inval.    Protologue: 'The [Oregon] Committee propose to call it Arabis Shastensis, or if it turn out to be a new genus, to dedicate it to Jeffrey, and call it Jeffreya Shastensis ...'",,
wfo-1000077972,urn:lsid:ipni.org:names:77355622-1,Jeffreya shastensis,A.Murray bis & al.,"Bot. Exped. Oregon 8: 1, no. 639. 1853 ",nom. inval.    Genus name invalid,,
