WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200111835,urn:lsid:ipni.org:names:77357900-1,Dentaria quinquefolia f. pallidiflora,Melamud,Bot. Vestn. Severn. Kavkaza 2024(2): 43. ,,,
wfo-1200111889,urn:lsid:ipni.org:names:77358036-1,Nasturtium officinale var. microphyllum,Boenn.,Prodr. Fl. Monast. Westphal. 195. 1824 [14 Mar-20 May 1824] ,,,
wfo-4100004722,urn:lsid:ipni.org:names:77358047-1,trib. Hesperideae,Prantl,Nat. Pflanzenfam. [Engler & Prantl] 3(2): 154. 1891 [Mar 1891] ,,,
wfo-1000079346,urn:lsid:ipni.org:names:77358194-1,Rorippa daguanensis,Wei Zhang bis & Kai Zhao,PhytoKeys 253: 193. 2025 [11 Mar 2025] [epublished],,,
wfo-1000079352,urn:lsid:ipni.org:names:77358200-1,Cheiranthus × hybridus,Jekyll & E.T.Cook,"Garden (London, 1871-1927) 59: 178. 1901 ",,,
wfo-4100005096,urn:lsid:ipni.org:names:77359501-1,Helicodraba,(O.E.Schulz) D.A.German & M.Koch,Turczaninowia 28(1): 203. 2025 [31 Mar 2025] [epublished],,Brassicaceae Draba sect. Helicodraba O.E.Schulz,(O.E.Schulz)
wfo-1200111874,urn:lsid:ipni.org:names:77359609-1,Draba palanderiana subsp. wrangelliana,V.V.Petrovsky & A.V.Razum.,Novosti Sist. Vyssh. Rast. 55: 32. 2024 [31 Dec 2024] [epublished],,,
wfo-1000079805,urn:lsid:ipni.org:names:77359610-1,Draba paraglabella,V.V.Petrovsky & A.V.Razum.,Novosti Sist. Vyssh. Rast. 55: 34. 2024 [31 Dec 2024] [epublished],,,
wfo-1000079810,urn:lsid:ipni.org:names:77359617-1,Draba sect. Helicodraba,O.E.Schulz,"Pflanzenr. (Engler) IV, 105(Heft 89): 145. 1927 [25 Feb 1927] ",,,
wfo-1000079811,urn:lsid:ipni.org:names:77359618-1,Helicodraba hederifolia,(Coss.) D.A.German & M.Koch,Turczaninowia 28(1): 203. 2025 [31 Mar 2025] [epublished],,Brassicaceae Draba hederifolia Coss.,(Coss.)
