WFOID,IPNID,scientificName,authors_t,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000078074,urn:lsid:ipni.org:names:77355244-1,Cyperus niveoides,C.B.Clarke,Consp. Fl. Afr. [T.A. Durand & H. Schinz] 5: 570. 1894 [Dec 1894] ,nom. inval. nom. nud.,,
wfo-1000078022,urn:lsid:ipni.org:names:77355916-1,Carex yangchunensis,"X.F.Jin, Y.F.Lu & D.C.Meng",PhytoKeys 251: 263. 2025 [29 Jan 2025] [epublished],,,
wfo-1000078039,urn:lsid:ipni.org:names:77355966-1,Eleocharis serrae-novae,Atuesta & R.Trevis.,Phytotaxa 683(2): 172. 2025 [30 Jan 2025] [epublished],,,
