WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000080838,urn:lsid:ipni.org:names:77360042-1,Abildgaardia subgen. Androtrichum,Brongn.,"Voy. Monde, Phan. 176. [1829 publ. Apr 1833] ",,,
wfo-1200112533,urn:lsid:ipni.org:names:77360294-1,Carex subebracteata var. leiosperma,(Ohwi) Y.H.Cho & J.H.Kim,Grasses Sedges S. Korea 470. 2016 [5 Apr 2016] ,,Cyperaceae Carex sabynensis Less. ex Kunth var. leiosperma Ohwi,(Ohwi)
wfo-1200112577,urn:lsid:ipni.org:names:77360335-1,Carex distachya subsp. phyllostachioidea,"(Ö.Nilsson) Jac.Koopman, Więcław, Bogdanović & T.Denchev",Acta Bot. Croat. 84(1): 103. 2025 [31 Mar 2025] [epublished],,Cyperaceae Carex distachya Desf. var. phyllostachioidea Ö.Nilsson,(Ö.Nilsson)
wfo-1000080916,urn:lsid:ipni.org:names:77360357-1,Cyperus microspermus,W.Matzen. & M.Alves,Nordic J. Bot. 2025(x)-e04730: 2. [17 Apr 2025] [epublished],,,
wfo-1000080940,urn:lsid:ipni.org:names:77360607-1,Gahnia media,(R.Br.) K.L.Wilson,Regnum Veg. 160: 211. 2022 ,,Cyperaceae Cladium medium R.Br.,(R.Br.)
wfo-1000078589,urn:lsid:ipni.org:names:77357366-1,Carex via-montana,A.Mor.Alonso & Jim.Mejías,Bot. J. Linn. Soc. 207(4): 358. 2024 [3 Aug 2024] [epublished],nom. inval.    Contrary to Art. 40.1. ICN (2018). Two types cited.,,
wfo-1000078590,urn:lsid:ipni.org:names:77357367-1,Carex melliza,"A.Mor.Alonso, Donadío & Jim.Mejías",Bot. J. Linn. Soc. 207(4): 356. 2024 [3 Aug 2024] [epublished],,,
wfo-1000081027,urn:lsid:ipni.org:names:77357436-1,Carex manuelbarrosii,"Jim.Mejías, Donadío, Muñoz-Schüler & A.Mor.Alonso","Bot. J. Linn. Soc. 207(4): 351. 2024 [3 Aug 2024] , as 'manuelbarrosiii' [epublished]",,,
wfo-1000081026,urn:lsid:ipni.org:names:77357437-1,Carex herba-alpacae,Jim.Mejías & A.Mor.Alonso,Bot. J. Linn. Soc. 207(4): 346. 2024 [3 Aug 2024] [epublished],,,
wfo-1200112644,urn:lsid:ipni.org:names:77357438-1,Carex vallis-pulchrae subsp. barrosiana,(G.A.Wheeler) Jim.Mejías & A.Mor.Alonso,Bot. J. Linn. Soc. 207(4): 349. 2024 [3 Aug 2024] [epublished],,Cyperaceae Carex vallis-pulchrae  var. barrosiana G.A.Wheeler,(G.A.Wheeler)
