WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200111847,urn:lsid:ipni.org:names:77358336-1,Convolvulus americanus subsp. angulatus,(Brummitt) A.Haines,Bot. Notes 19: 6. 2025 [31 Jan 2025] [epublished],,Convolvulaceae Calystegia sepium (L.) R.Br. subsp. angulata Brummitt,(Brummitt)
wfo-1200111848,urn:lsid:ipni.org:names:77358337-1,Convolvulus americanus subsp. appalachianus,(Brummitt) A.Haines,Bot. Notes 19: 7. 2025 [31 Jan 2025] [epublished],,Convolvulaceae Calystegia sepium R.Br. subsp. appalachiana Brummitt,(Brummitt)
wfo-1200111849,urn:lsid:ipni.org:names:77358339-1,Convolvulus americanus subsp. erraticus,(Brummitt) A.Haines,Bot. Notes 19: 7. 2025 [31 Jan 2025] [epublished],,Convolvulaceae Calystegia sepium (L.) R.Br. subsp. erratica Brummitt,(Brummitt)
wfo-1200111850,urn:lsid:ipni.org:names:77358340-1,Convolvulus americanus subsp. limnophilus,(Greene) A.Haines,Bot. Notes 19: 8. 2025 [31 Jan 2025] [epublished],,Convolvulaceae Convolvulus limnophilus Greene,(Greene)
wfo-1000079662,urn:lsid:ipni.org:names:77358953-1,Argyreia manjolaiensis,"Karupp., Bharath & P.S.S.Rich.",Rheedea 34(5): 484. 2024 [31 Dec 2024] [epublished],,,
wfo-1000079663,urn:lsid:ipni.org:names:77358954-1,Ipomoea simoesiana,"Shimpale, Kattee & Sujit Patil",Rheedea 34(5): 477. 2024 [31 Dec 2024] [epublished],,,
