WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000084825,urn:lsid:ipni.org:names:77369336-1,Argyreia karuppusamyi,Bharath & Sonali,Nordic J. Bot. 2025(9)-e04723: 2. [05 May 2025] [epublished],,,
wfo-1000084862,urn:lsid:ipni.org:names:77369337-1,Argyreia munnarensis,Bharath,Nordic J. Bot. 2025(9)-e04723: 3. [05 May 2025] [epublished],,,
wfo-1000084906,urn:lsid:ipni.org:names:77369633-1,Ipomoea ferrandiana,E.Bouché,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19. 1854 ",,,
wfo-1000084926,urn:lsid:ipni.org:names:77369649-1,Ipomoea cryptocarpa,Belo & Buril,Acta Bot. Brasil. 39-e20240075: 6. 2025 [22 Sep 2025] [epublished],,,
