WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-0001218322,urn:lsid:ipni.org:names:77378282-1,Rorippa austriaca,(Crantz) Besser,Enum. Pl. [Besser] 103. 1822 ,,Brassicaceae Nasturtium austriacum Crantz,(Crantz)
wfo-0001038267,urn:lsid:ipni.org:names:77378283-1,Nasturtium lippizense var. thracicum,,Spic. Fl. Rumel. 1: 258. 1843 ,,,
wfo-1000089946,urn:lsid:ipni.org:names:77378284-1,Nasturtium thracicum,(Griseb.) Griseb. ex Boiss.,Fl. Orient. [Boissier] 1: 181. 1867 ,,Brassicaceae Nasturtium lippizense DC. var. thracicum,(Griseb.)
wfo-1000089377,urn:lsid:ipni.org:names:77378391-1,Boechera sierraensis,Windham & Colwell,"Pl. Syst. Evol. 312(11): 12, figs. 1-8. 2026 [13 Feb 2026] (epublished)",,,
wfo-4100006524,urn:lsid:ipni.org:names:77378456-1,Hafezia,Khosravi & Eslami-Farouji,Molec. Biol. Res. Commun. 15(2): 128. 2026 [Apr 2026] ,,,
wfo-1000089445,urn:lsid:ipni.org:names:77378623-1,Hafezia aucheri,(Boiss.) Khosravi & Eslami-Farouji,Molec. Biol. Res. Commun. 15(2): 128. 2026 [Apr 2026] ,,Brassicaceae Arabis aucheri Boiss.,(Boiss.)
wfo-1000089446,urn:lsid:ipni.org:names:77378624-1,Hafezia parvula,(Dufour ex DC.) Khosravi & Eslami-Farouji,Molec. Biol. Res. Commun. 15(2): 128. 2026 [Apr 2026] ,,Brassicaceae Arabis parvula Dufour ex DC.,(Dufour ex DC.)
wfo-1000089448,urn:lsid:ipni.org:names:77378626-1,Solms-laubachia garzeensis,"J.Fu bis, Y.Ma & H.X.Yin",PhytoKeys 273: 101. 2026 [15 Apr 2026] ,,,
wfo-1200118288,urn:lsid:ipni.org:names:77378661-1,Biscutella coronopifolia subsp. bilbilitana,(Mateo & M.B.Crespo) Mateo,Fl. Montiber. 92: 5. 2025 [Aug 2025] ,,Brassicaceae Biscutella bilbilitana Mateo & M.B.Crespo,(Mateo & M.B.Crespo)
wfo-1200118309,urn:lsid:ipni.org:names:77378755-1,Brassica rapa var. oblonga,Bryant,Fl. Diaetet. 19. 1783 [Oct 1783] ,"nom. inval. nom. nud.    Contrary to Art. 38.2. ICN (2025): common names are not intended as a validating description, see *Ex. 3.",,
wfo-1200118310,urn:lsid:ipni.org:names:77378759-1,Brassica rapa var. oleifera,(DC.) Lej. & Courtois,Comp. Fl. Belg. 2: 295. 1831 ,,Brassicaceae Brassica rapa L. [infrasp.unranked] oleifera DC.,(DC.)
wfo-1200118311,urn:lsid:ipni.org:names:77378760-1,Brassica rapa [infrasp.unranked] campestris,(L.) Peterm.,Fl. Lips. Excurs. 491. 1838 ,,Brassicaceae Brassica campestris L.,(L.)
wfo-1200118312,urn:lsid:ipni.org:names:77378761-1,Brassica rapa var. campestris,(L.) W.D.J.Koch,"Syn. Fl. Germ. Helv., ed. 2 1: 59. 1843 [19-21 Jun 1843] ",,Brassicaceae Brassica campestris L.,(L.)
wfo-1200118292,urn:lsid:ipni.org:names:77378907-1,Brassica rapa var. biennis,Metzg.,Syst. Beschr. Kohlart. 50. 1833 ,nom. illeg. nom. superfl.,,
wfo-0001415509,urn:lsid:ipni.org:names:77378962-1,Brassica chinensis var. communis,Tsen & S.H.Lee,Hort. Sin. 2: 6. 1942 ,,,
wfo-0000570967,urn:lsid:ipni.org:names:77378984-1,Brassica campestris var. nippo-oleifera,Makino,J. Jap. Bot. 8(1): 10. 1932 [25 Jan 1932] ,,,
wfo-1200108847,urn:lsid:ipni.org:names:77379335-1,Cardamine dubia,Nicotra,Prodr. Fl. Messan. 2: 95. 1883 ,,,
wfo-1200118326,urn:lsid:ipni.org:names:77379372-1,Draba verna var. spathulata,(Láng) Wirtg.,Prodr. Fl. Preuss. Rheinl. 22. 1842 ,,Brassicaceae Erophila spathulata Láng,(Láng)
