WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-0001077370,urn:lsid:ipni.org:names:77361016-1,Hibiscus diversifolius var. partitus,Hochr.,Annuaire Conserv. Jard. Bot. Genève 4: 120. 1900 ,,,
wfo-0001316131,urn:lsid:ipni.org:names:77361080-1,Hibiscus rostellatus var. goossensii,Hauman,Bull. Jard. Bot. État Bruxelles 31: 88. 1961 ,,,
wfo-1200113127,urn:lsid:ipni.org:names:77361086-1,Hibiscus brackenridgei var. mokuleianus,M.J.Roe,Pacific Sci. 15: 12. 1961 ,,,
wfo-1200113078,urn:lsid:ipni.org:names:77361221-1,Hibiscus mutabilis var. florepleno,Andrews,Bot. Repos. 4: t. 228. 1802 (as 'flore pleno'),"nom. inval.    The published epithet 'flore pleno' (= 'full flower' or 'double-flowered'), is an adjective in the ablative case (contrary to the Shenzhen Code Art. 23.6)",,
wfo-0001078144,urn:lsid:ipni.org:names:77361222-1,Hibiscus mutabilis f. plenus,S.Y.Hu,Fl. Reipubl. Popularis Sin. [Fl. China Ed. Committee] 153: 50. 1955 ,,,
wfo-1200113186,urn:lsid:ipni.org:names:77362343-1,Hibiscus cooperi,J.Veitch f.,Cat. New Beautiful Pl. [Veitch] 1863: 10. ,,,
wfo-0001257538,urn:lsid:ipni.org:names:77362497-1,Hibiscus lavateroides,Moric.,Bull. Bot. (Geneva) 6(no. 6): 174. 1830 [Jun ? 1830] ,,,
wfo-0000722861,urn:lsid:ipni.org:names:77362498-1,Hibiscus oxalidiflorus,Bojer ex Baker,"J. Linn. Soc., Bot. 20: 99. 1883 (as 'oxaliflorus')",,,
