WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000089072,urn:lsid:ipni.org:names:77377794-1,Burseraceae,Protium rostratum,Daly & S.H.N.Monteiro,Brittonia [early view]: [2 of 6]. 2026 [16 Mar 2026] ,Protium,,,
wfo-1000089074,urn:lsid:ipni.org:names:77377797-1,Lecythidaceae,Scottmoria santafeensis,J.E.Bat.,Phytotaxa 747(2): 168. 2026 [17 Mar 2026] ,Scottmoria,,,
wfo-1000089075,urn:lsid:ipni.org:names:77377798-1,Lecythidaceae,Scottmoria ilianacisneroae,J.E.Bat.,"Phytotaxa 747(2): 171. 2026 [17 Mar 2026] , as 'ilianacisneroi'. Termination of specific epithet amended as per Art. 60.8. ICN (2025).",Scottmoria,,,
wfo-1000089077,urn:lsid:ipni.org:names:77377800-1,Lecythidaceae,Scottmoria gracie,J.E.Bat. & Prance,Phytotaxa 747(2): 175. 2026 [17 Mar 2026] ,Scottmoria,,,
wfo-1000089078,urn:lsid:ipni.org:names:77377801-1,Convallariaceae,Peliosanthes lihengiae,H.Z.Feng & Q.B.Gong,Phytotaxa 747(2): 184. 2026 [17 Mar 2026] ,Peliosanthes,,,
wfo-1000089081,urn:lsid:ipni.org:names:77377804-1,Gentianaceae,Gentiana daofuensis,Y.M.Yuan & P.C.Fu,PhytoKeys 272: 3. 2026 [18 Mar 2026] ,Gentiana,,,
wfo-1000089092,urn:lsid:ipni.org:names:77377821-1,Magnoliaceae,Magnolia alfredo-mironii,"Archila, Tribouill. & A.Vázquez",Revista Ecuat. Med. Ci. Biol. 44(2): 50. 2023 [27 Nov 2023] ,Magnolia,,,
wfo-1000089093,urn:lsid:ipni.org:names:77377824-1,Araceae,Philodendron baumgratzii,J.Mattos & Nadruz,Taxonomy 6(1)-11: 2. 2026 [15 Jan 2026] ,Philodendron,,,
wfo-1000089094,urn:lsid:ipni.org:names:77377825-1,Crassulaceae,Echeveria zoquitlanensis,Aragón-Par. & P.Carrillo,Bot. Sci. 104(2): 2. 2026 [13 Mar 2026] ,Echeveria,,,
wfo-1000089095,urn:lsid:ipni.org:names:77377826-1,Bromeliaceae,Hechtia mixtecana,"Hern.-Cárdenas, Espejo & López-Ferr.",Nordic J. Bot. 2026(x)-e05137: 2. [2 Feb 2026] ,Hechtia,,,
wfo-1000089096,urn:lsid:ipni.org:names:77377827-1,Anacardiaceae,Searsia eliseae,Moffett,"S. African J. Bot. 191: 78. 2026 [11 Feb 2026] , as 'elisae'",Searsia,,,
wfo-1000089098,urn:lsid:ipni.org:names:77377830-1,Convallariaceae,Peliosanthes dawulingensis,"H.Z.Feng, Xin Ding, Y.J.Sun & Q.Fan",Phytotaxa 747(3): 290. 2026 [18 Mar 2026] ,Peliosanthes,,,
wfo-1000089102,urn:lsid:ipni.org:names:77377834-1,Magnoliaceae,Magnolia izabalensis,"Archila, Tribouill. & A.Vázquez",Revista Ecuat. Med. Ci. Biol. 44(2): 51. 2023 [27 Nov 2023] ,Magnolia,,,
wfo-1000089104,urn:lsid:ipni.org:names:77377836-1,Magnoliaceae,Magnolia stefaniana,"Archila, Á.J.Pérez & A.Vázquez",Revista Ecuat. Med. Ci. Biol. 44(2): 52. 2023 [27 Nov 2023] ,Magnolia,,,
wfo-1000089105,urn:lsid:ipni.org:names:77377837-1,Bromeliaceae,Tillandsia potosina,L.Hrom. & W.Till,Bromelie 2025(1/2): 6. 2026 [11 Mar 2026] ,Tillandsia,,,
wfo-1000089106,urn:lsid:ipni.org:names:77377838-1,Bromeliaceae,Dyckia dichroma,"P.J.Braun, Larocca, Z.J.G.Miranda & Seringer",Bromelie 2025(1/2): 22. 2026 [11 Mar 2026] ,Dyckia,,,
wfo-1000089107,urn:lsid:ipni.org:names:77377839-1,Bromeliaceae,Dyckia emdeana,P.J.Braun,Bromelie 2025(1/2): 32. 2026 [11 Mar 2026] ,Dyckia,,,
wfo-0000735246,urn:lsid:ipni.org:names:77377840-1,Ranunculaceae,Ranunculus lanuginosus var. constantinopolitanus,DC.,Syst. Nat. 1: 281. 1817 ,Ranunculus,,,
wfo-1000089108,urn:lsid:ipni.org:names:77377841-1,Alliaceae,Allium littoricola,"Z.H.Chen, Yue L.Xu & P.Li",Taiwania 71(1): 6. 2026 [1 Jan 2026] ,Allium,,,
wfo-1000089111,urn:lsid:ipni.org:names:77377844-1,Icacinaceae,Ryticaryum kaorahai,Utteridge & Arifiani,Taiwania 71(1): 50. 2026 [7 Jan 2026] ,Ryticaryum,,,
wfo-1000089114,urn:lsid:ipni.org:names:77377847-1,Euphorbiaceae,Euphorbia ellipticaulis,Sarojin. & Raja Kullayisw.,Taiwania 71(1): 68. 2026 [10 Jan 2026] ,Euphorbia,,,
wfo-1000089115,urn:lsid:ipni.org:names:77377851-1,Loranthaceae,Bakerella parvibracteata,(Lecomte) Jongkind,J. Pl. Taxon. & Geogr. (Webbia) 80: 173. 2025 [17 Nov 2025] ,Bakerella,,Loranthaceae Loranthus parvibracteatus Lecomte,(Lecomte)
wfo-1000089116,urn:lsid:ipni.org:names:77377854-1,Loranthaceae,Bakerella alata,(Balle) Jongkind,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 170. 2025 [17 Nov 2025] ",Bakerella,,Loranthaceae Bakerella poissonii (Lecomte) Balle var. alata Balle,(Balle)
wfo-0000740789,urn:lsid:ipni.org:names:77377855-1,Loranthaceae,Bakerella poissonii var. alata,Balle,"Adansonia n.s., 4: 116. 1964 ",Bakerella,,,
wfo-1000089117,urn:lsid:ipni.org:names:77377856-1,Loranthaceae,Bakerella amplifolia,(Danser) Jongkind,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 171. 2025 [17 Nov 2025] ",Bakerella,,Loranthaceae Taxillus amplifolius Danser,(Danser)
wfo-0000740790,urn:lsid:ipni.org:names:77377857-1,Loranthaceae,Bakerella viguieri var. marojejensis,Balle,"Adansonia n.s., 4: 117. 1964 ",Bakerella,,,
wfo-1000089118,urn:lsid:ipni.org:names:77377858-1,Loranthaceae,Bakerella marojejensis,(Balle) Jongkind,J. Pl. Taxon. & Geogr. (Webbia) 80: 172. 2025 [17 Nov 2025] ,Bakerella,,Loranthaceae Bakerella viguieri (Lecomte) Balle var. marojejensis Balle,(Balle)
wfo-1200117786,urn:lsid:ipni.org:names:77377859-1,Ranunculaceae,Ranunculus africanus,Feburier,Bon Jard. 1817: 391. ,Ranunculus,,,
wfo-1000089124,urn:lsid:ipni.org:names:77377866-1,Myrsinaceae,Ardisia subgen. Kamardisia,Cheek,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 142. 2025 [17 Nov 2025] ",Ardisia,,,
wfo-1000089125,urn:lsid:ipni.org:names:77377867-1,Myrsinaceae,Ardisia chaillu,P.Peng & Cheek,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 144. 2025 [17 Nov 2025] ",Ardisia,,,
wfo-1200117788,urn:lsid:ipni.org:names:77377872-1,Paeoniaceae,Paeonia villosa,"Desf. ex Feburier, Vilm. & Nois.",Bon Jard. 1818: 589. ,Paeonia,,,
wfo-1000089131,urn:lsid:ipni.org:names:77377874-1,Rutaceae,Diosma fumosa,"hort. ex Feburier, Vilm. & Nois.",Bon Jard. 1818: 719. ,Diosma,,,
wfo-1200117789,urn:lsid:ipni.org:names:77377876-1,Oleaceae,Jasminum triumphans,"Feburier, Vilm. & Nois.",Bon Jard. 1818: 757. ,Jasminum,,,
wfo-1000089133,urn:lsid:ipni.org:names:77377879-1,Bromeliaceae,Puya orlandoi,"Moura Carvalho, Martinelli & Forzza",Brittonia 77(4): 428. 2025 [17 Nov 2025] ,Puya,,,
wfo-1200117792,urn:lsid:ipni.org:names:77377880-1,Taxodiaceae,Cunninghamia sinensis,"Loisel., Vilm., Nois. & Deville",Bon Jard. 1819: 664. ,Cunninghamia,nom. illeg. nom. superfl.,,
wfo-1000089136,urn:lsid:ipni.org:names:77377885-1,Myrsinaceae,Ardisia hansii,P.Peng & Cheek,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 147. 2025 [17 Nov 2025] ",Ardisia,,,
wfo-1000089139,urn:lsid:ipni.org:names:77377888-1,Araliaceae,Sciodaphyllum antisanense,"Rodrigues-Vaz, Lowry & G.M.Plunkett",Brittonia 77(4): 470. 2025 [8 Sep 2025] ,Sciodaphyllum,,,
wfo-1000089140,urn:lsid:ipni.org:names:77377889-1,Araliaceae,Sciodaphyllum bassianum,"Rodrigues-Vaz, Lowry & G.M.Plunkett",Brittonia 77(4): 473. 2025 [8 Sep 2025] ,Sciodaphyllum,,,
wfo-1000089141,urn:lsid:ipni.org:names:77377890-1,Araliaceae,Sciodaphyllum fimbriocalyx,"Rodrigues-Vaz, Lowry & G.M.Plunkett",Brittonia 77(4): 476. 2025 [8 Sep 2025] ,Sciodaphyllum,,,
wfo-1000089142,urn:lsid:ipni.org:names:77377891-1,Araliaceae,Sciodaphyllum guacamayosense,"Rodrigues-Vaz, Lowry & G.M.Plunkett",Brittonia 77(4): 479. 2025 [8 Sep 2025] ,Sciodaphyllum,,,
wfo-1000089145,urn:lsid:ipni.org:names:77377894-1,Asclepiadaceae,Ceropegia semifusca,P.R.Luo & J.D.Ya,Taiwania 71(1): 137. 2026 [27 Jan 2026] ,Ceropegia,,,
wfo-1000089146,urn:lsid:ipni.org:names:77377895-1,Asclepiadaceae,Ceropegia polytricha,X.D.Ma & J.Y.Shen,Taiwania 71(1): 154. 2026 [30 Jan 2026] ,Ceropegia,,,
wfo-1200117795,urn:lsid:ipni.org:names:77377896-1,Apiaceae,Scaligeria tripartita,(Kalen.) Woronow,"Index Seminum (TBI, Tiflisiensis) 12. 1929 ",Scaligeria,,Apiaceae Pimpinella tripartita Kalen.,(Kalen.)
wfo-0000314127,urn:lsid:ipni.org:names:77377897-1,Lamiaceae,Stachys inflata var. caucasica,Stschegl.,Bull. Soc. Imp. Naturalistes Moscou 24(II): 474. 1851 ,Stachys,,,
wfo-0001069962,urn:lsid:ipni.org:names:77377898-1,Lamiaceae,Stachys stschegleewii,Sosn.,"Index Seminum (TBI, Tiflisiensis) 8. 1929 , as 'Stschegleewiii'",Stachys,,,
wfo-1000089147,urn:lsid:ipni.org:names:77377899-1,Araceae,Anthurium guaratinguense,Theófilo & Magno,Phytotaxa 728(2): 222. 2026 [20 Mar 2026] ,Anthurium,,,
wfo-1000089157,urn:lsid:ipni.org:names:77377913-1,Sterculiaceae,Melochia cristobaliae,F.C.P.Costa,Phytotaxa 748(1): 35. 2026 [19 Mar 2026] ,Melochia,,,
wfo-1000089159,urn:lsid:ipni.org:names:77377916-1,Thymelaeaceae,Daphnopsis flavicarpa,Goulart,Phytotaxa 748(1): 116. 2026 [19 Mar 2026] ,Daphnopsis,,,
wfo-1000089162,urn:lsid:ipni.org:names:77377920-1,Capparaceae,Podandrogyne filipes,Cochrane,Brittonia [early view]: [2 of 12]. 2026 [19 Mar 2026] ,Podandrogyne,,,
wfo-0000562805,urn:lsid:ipni.org:names:77377921-1,Berberidaceae,Berberis asiatica var. clarkeana,C.K.Schneid.,"Bull. Herb. Boissier sér. 2, 5: 457. 1905 ",Berberis,,,
wfo-1000089165,urn:lsid:ipni.org:names:77377928-1,Lamiaceae,Hyptis subsect. Latibracteatae,Benth.,Labiat. Gen. Spec. 101. 1833 ,Hyptis,,,
wfo-1000089166,urn:lsid:ipni.org:names:77377931-1,Iridaceae,Trichonema requienii,(Parl.) Marsilly,Cat. Pl. Vasc. Corse 144. 1872 ,Trichonema,,Iridaceae Romulea requienii Parl.,(Parl.)
wfo-1000089167,urn:lsid:ipni.org:names:77377932-1,Euphorbiaceae,Croton awaensis,Riina & Suntaxi,Pl. Syst. Evol. 312(2)-13: 9. 2026 8 Mar 2026] ,Croton,,,
wfo-1000089168,urn:lsid:ipni.org:names:77377933-1,Euphorbiaceae,Breynia phuongiana,"N.K.T.Tram, Vuong, Aver. & V.C.Nguyen",Nordic J. Bot. [early view]: e05025 [3 of 7]. 2026 [21 Mar 2026] ,Breynia,,,
wfo-1000089180,urn:lsid:ipni.org:names:77378056-1,Lamiaceae,Hyptis taxcoana,"Mart.Gord., J.G.González & Fragoso",Acta Bot. Mex. 133-e2571: 3. 2026 [23 Mar 2026] ,Hyptis,,,
wfo-1000089181,urn:lsid:ipni.org:names:77378058-1,Capparaceae,Podandrogyne virella,Cochrane,Brittonia [early view]: [5 of 12]. 2026 [19 Mar 2026] ,Podandrogyne,,,
wfo-1000089182,urn:lsid:ipni.org:names:77378059-1,Sterculiaceae,Firmiana laotica,"Sengthong, Soulad. & Tagane",Acta Phytotax. Geobot. 77(1): 28. 2026 [21 Mar 2026] ,Firmiana,,,
wfo-1000089183,urn:lsid:ipni.org:names:77378060-1,Lecythidaceae,Gustavia stenoloba,Mora-López & Jara,Brittonia [early view]: [2 of 8]. 2026 [23 Mar 2026] ,Gustavia,,,
wfo-1000089184,urn:lsid:ipni.org:names:77378061-1,Liliaceae,Triantha × novacaesariensis,Eisenman,Phytotaxa 748(3): 244. 2026 [24 Mar 2026] ,Triantha,,,
wfo-0000725126,urn:lsid:ipni.org:names:77378074-1,Asclepiadaceae,Hoya albiflora,(Blume) Zipp. ex K.Schum.,Nat. Pflanzenfam. [Engler & Prantl] 4(2): 290. 1895 ,Hoya,,Asclepiadaceae Pterostelma albiflora Blume,(Blume)
wfo-1000089192,urn:lsid:ipni.org:names:77378080-1,Araceae,Anthurium comuneros,"López-Flor., Zuluaga & D.Sanín",Phytotaxa 749(1): 88. 2026 [25 Mar 2026] ,Anthurium,,,
wfo-1000089193,urn:lsid:ipni.org:names:77378081-1,Crassulaceae,Thompsonella reyesiana,"Etter, Kristen, A.Vázquez & Rosales",Cact. Succ. J. (Los Angeles) 98(1): 58. 2026 ,Thompsonella,,,
wfo-1000089194,urn:lsid:ipni.org:names:77378082-1,Crassulaceae,Thompsonella pacifica,"Etter, Kristen & Rosales",Cact. Succ. J. (Los Angeles) 98(1): 61. 2026 ,Thompsonella,,,
wfo-1000089196,urn:lsid:ipni.org:names:77378087-1,Ranunculaceae,Coptis wawushanensis,"Y.T.Ma, Tao Zhou & Yang Xiao",PhytoKeys 272: 111. 2026 [27 Mar 2026] ,Coptis,,,
wfo-1000089198,urn:lsid:ipni.org:names:77378090-1,Myrsinaceae,Ardisia massaha,P.Peng & Cheek,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 150. 2025 [17 Nov 2025] ",Ardisia,,,
wfo-1000089199,urn:lsid:ipni.org:names:77378091-1,Myrsinaceae,Ardisia minuta,P.Peng & Cheek,"J. Pl. Taxon. & Geogr. (Webbia) 80(2, Suppl.): 152. 2025 [17 Nov 2025] ",Ardisia,,,
wfo-1000089201,urn:lsid:ipni.org:names:77378098-1,Araceae,Homalomena pachyderma,A.S.D.Irsyam & M.R.Hariri,Telopea 30: 36. 2026 [27 Mar 2026] ,Homalomena,,,
wfo-1000089202,urn:lsid:ipni.org:names:77378099-1,Araceae,Homalomena pulopadangensis,A.S.D.Irsyam & M.R.Hariri,Telopea 30: 38. 2026 [27 Mar 2026] ,Homalomena,,,
wfo-1000089203,urn:lsid:ipni.org:names:77378100-1,Araceae,Homalomena uncinata,A.S.D.Irsyam & M.R.Hariri,Telopea 30: 40. 2025 [27 Mar 2025] ,Homalomena,,,
wfo-1000089205,urn:lsid:ipni.org:names:77378112-1,Asclepiadaceae,Hoya bukitrayaensis,"R.P.P.Ahmad, Yudistira & Mustaqim",Telopea 30: 82. 2026 [27 Mar 2026] ,Hoya,,,
wfo-1200117758,urn:lsid:ipni.org:names:77378219-1,Iridaceae,Ixia bulbocodium var. caulescens,Lapeyr.,Hist. Pl. Pyrenées Suppl.: 9. 1818 ,Ixia,,,
wfo-1000089210,urn:lsid:ipni.org:names:77378229-1,Euphorbiaceae,Euphorbia paschimia,"Malpure, P.S.Raut, Sardesai & B.De Jong",Phytotaxa 749(3): 257. 2026 [27 Mar 2026] ,Euphorbia,isonym,,
wfo-1000089211,urn:lsid:ipni.org:names:77378230-1,Euphorbiaceae,Euphorbia yadavii,"Malpure, P.S.Raut, Sardesai & B.De Jong",Phytotaxa 749(3): 259. 2026 [27 Mar 2026] ,Euphorbia,isonym,,
wfo-1200026774,urn:lsid:ipni.org:names:77378244-1,Lauraceae,Lindera umbellata var. membranacea,(Maxim.) Momiy.,Sci. Res. Ozegahara Moor 440. 1954 ,Lindera,,Lauraceae Lindera membranacea Maxim.,(Maxim.)
wfo-1000089221,urn:lsid:ipni.org:names:77378251-1,Araceae,Amorphophallus khanhhoaensis,"V.D.Nguyen, Đinh & Hett.",Phytotaxa 750(1): 52. 2026 [31 Mar 2026] ,Amorphophallus,,,
wfo-1000089244,urn:lsid:ipni.org:names:77368916-1,Asclepiadaceae,Ditassa scholaris,Rapini & Giul.,Kew Bull. 81(1): [3 of 13]. 2026 [5 Feb 2026] ,Ditassa,,,
wfo-1000089245,urn:lsid:ipni.org:names:77369846-1,Colchicaceae,Colchicum talassicum,Lazkov & Zubov,Kew Bull. 80(4): 923. 2026 [7 Jan 2026] [epublished],Colchicum,,,
wfo-1000089252,urn:lsid:ipni.org:names:77371969-1,Euphorbiaceae,Jatropha benghalensis,"(C.H.Rahaman & Swarn.Mondal) Seema, Umapathy & V.Bhatia",Nordic J. Bot. 2026(3)-e05048: 4. [14 Jan 2026] ,Jatropha,,Euphorbiaceae Jatropha nana Dalzell & A.Gibson var. bengalensis C.H.Rahaman & Swarn.Mondal,(C.H.Rahaman & Swarn.Mondal)
wfo-1000089257,urn:lsid:ipni.org:names:77375140-1,Araceae,Philodendron waenglerae,J.Mattos & Nadruz,Taxonomy 6(1)-11: 4. 2026 [15 Jan 2026] ,Philodendron,,,
wfo-1000089258,urn:lsid:ipni.org:names:77375571-1,Lamiaceae,Callicarpa gonzalezgomezii,I.E.Méndez & Baró,Anales Jard. Bot. Madrid 82(2)-e164: 3. 2026 [22 Jan 2026] ,Callicarpa,,,
wfo-1000089259,urn:lsid:ipni.org:names:77375572-1,Lamiaceae,Salvia resupinata,Fern.Alonso & J.R.I.Wood,Anales Jard. Bot. Madrid 82(2)-e166: 2. 2026 [22 Jan 2026] ,Salvia,,,
wfo-1000089261,urn:lsid:ipni.org:names:77376161-1,Celastraceae,Euonymus maotaiensis,M.T.An & Xu Wu,PhytoKeys 270: 145. 2026 [2 Feb 2026] [epublished],Euonymus,,,
wfo-1000089262,urn:lsid:ipni.org:names:77376163-1,Primulaceae,Lysimachia yulongensis,Z.K.Wu & Ming Y.Sheng,PhytoKeys 270: 156. 2026 [2 Feb 2026] [epublished],Lysimachia,,,
wfo-1200118006,urn:lsid:ipni.org:names:77376241-1,Paeoniaceae,Paeonia daurica nothosubsp. dmitrievae,(Timukhin & K.U.Aliev) Z.H.Feng,Plant 14(1): 20. 2026 [27 Jan 2026] ,Paeonia,,Paeoniaceae Paeonia × dmitrievae Timukhin & K.U.Aliev,(Timukhin & K.U.Aliev)
wfo-1200118007,urn:lsid:ipni.org:names:77376242-1,Paeoniaceae,Paeonia daurica nothosubsp. litvinskajae,"(Mordak, Punina & Timukhin) Z.H.Feng",Plant 14(1): 20. 2026 [27 Jan 2026] ,Paeonia,,"Paeoniaceae Paeonia × litvinskajae Mordak, Punina & Timukhin","(Mordak, Punina & Timukhin)"
wfo-1200118011,urn:lsid:ipni.org:names:77376246-1,Primulaceae,Cyclamen coum nothosubsp. atkinsii,(T.Moore) Z.H.Feng,Plant 14(1): 20. 2026 [27 Jan 2026] ,Cyclamen,,Primulaceae Cyclamen × atkinsii T.Moore,(T.Moore)
wfo-1200118012,urn:lsid:ipni.org:names:77376247-1,Primulaceae,Cyclamen purpurascens nothosubsp. marsii,(Halda) Z.H.Feng,Plant 14(1): 21. 2026 [27 Jan 2026] ,Cyclamen,,Primulaceae Cyclamen × marsii Halda,(Halda)
wfo-1200118013,urn:lsid:ipni.org:names:77376248-1,Primulaceae,Primula austriaca nothosubsp. gaisbergensis,(Pax) Z.H.Feng,Plant 14(1): 21. 2026 [27 Jan 2026] ,Primula,,Primulaceae Primula gaisbergensis Pax,(Pax)
wfo-1200118014,urn:lsid:ipni.org:names:77376249-1,Primulaceae,Primula austriaca nothosubsp. tristis,(Pax) Z.H.Feng,Plant 14(1): 21. 2026 [27 Jan 2026] ,Primula,,Primulaceae Primula tristis Pax,(Pax)
wfo-1200118015,urn:lsid:ipni.org:names:77376250-1,Primulaceae,Primula austriaca nothosubsp. uzungolensis,(Terzioğlu & Coşkunç.) Z.H.Feng,Plant 14(1): 21. 2026 [27 Jan 2026] ,Primula,,Primulaceae Primula × uzungolensis Terzioğlu & Coşkunç.,(Terzioğlu & Coşkunç.)
wfo-1200118016,urn:lsid:ipni.org:names:77376251-1,Saxifragaceae,Micranthes nelsoniana nothovar. tolmatchevii,(Zhmylev) Z.H.Feng,Plant 14(1): 21. 2026 [27 Jan 2026] ,Micranthes,,Saxifragaceae Saxifraga × tolmatchevii Zhmylev,(Zhmylev)
wfo-1000089265,urn:lsid:ipni.org:names:77376575-1,Lomandraceae,Lomandra crassa,Jian Wang ter,Kew Bull. 81(2): [1 of 6]. 2026 [6 Mar 2026] ,Lomandra,,,
wfo-1000089268,urn:lsid:ipni.org:names:77318365-1,Tiliaceae,Columbia ridleyi,Gerace,Phytotaxa 712(2): 172. 2025 [30 Jul 2025] [epublished],Columbia,nom. inval.    Contrary to Art. 36.1. ICN (2025). Not accepted by author.,,
wfo-1000089269,urn:lsid:ipni.org:names:77352536-1,Geraniaceae,Erodium sect. Botrys,Melnikov,Konspekt Fl. Vost. Evr. 2(1): 90. 2025 [30 Nov 2025] ,Erodium,,,
wfo-1000089273,urn:lsid:ipni.org:names:77369844-1,Apiaceae,Anisotaenia centrozagrica,"Shahz., Bagheri & Lyskov",Bot. Lett. 173(1): 109. 2025 [9 Oct 2025] [epublished],Anisotaenia,,,
wfo-1000089274,urn:lsid:ipni.org:names:77375552-1,Lauraceae,Licaria breedlovei,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 2. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089275,urn:lsid:ipni.org:names:77375553-1,Lauraceae,Licaria dolichopoda,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 3. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089276,urn:lsid:ipni.org:names:77375554-1,Lauraceae,Licaria eurypaniculata,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 6. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089277,urn:lsid:ipni.org:names:77375555-1,Lauraceae,Licaria gibbitepala,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 7. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089278,urn:lsid:ipni.org:names:77375556-1,Lauraceae,Licaria gracilis,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 9. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089279,urn:lsid:ipni.org:names:77375557-1,Lauraceae,Licaria minutiflora,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 10. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089280,urn:lsid:ipni.org:names:77375558-1,Lauraceae,Licaria ochracea,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 14. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089281,urn:lsid:ipni.org:names:77375559-1,Lauraceae,Licaria rufotricha,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 17. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089282,urn:lsid:ipni.org:names:77375560-1,Lauraceae,Licaria sarukhanii,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 18. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089283,urn:lsid:ipni.org:names:77375561-1,Lauraceae,Licaria tomentulosa,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 19. 2025 [3 Aug 2025] ,Licaria,,,
wfo-1000089284,urn:lsid:ipni.org:names:77375562-1,Lauraceae,Licaria vanderwerffii,Lorea-Hern.,Revista Mex. Biodivers. 96(2)-e965456: 21. 2025 [3 Aug 2025] ,Licaria,,,
