WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000089785,urn:lsid:ipni.org:names:77379128-1,Scrophulariaceae,Mazus unguiculatus,Bo Li,PhytoKeys 274: 53. 2026 [24 Apr 2026] ,Mazus,,,
wfo-1200118319,urn:lsid:ipni.org:names:77379130-1,Araceae,Anthurium trilobum,Linden ex Beer,Ber. Welt-Austell. Paris 5(X): 19. 1869 [1867 publ. 1869] ,Anthurium,,,
wfo-1200118320,urn:lsid:ipni.org:names:77379142-1,Araceae,Anthurium fissum,Regel,Gartenflora 16: 323. 1867 [Oct 1867] ,Anthurium,,,
wfo-0000609431,urn:lsid:ipni.org:names:77379154-1,Ranunculaceae,Clematis acuminata var. sikkimensis,Hook.f. & Thomson,Fl. Brit. India 1(1): 6. 1872 [Mai 1872] ,Clematis,,,
wfo-1200028073,urn:lsid:ipni.org:names:77379155-1,Ranunculaceae,Clematis acuminata var. wallichii,Hook.f. & Thomson,Fl. Brit. India 1(1): 6. 1872 [Mai 1872] ,Clematis,,,
wfo-0000742096,urn:lsid:ipni.org:names:77379156-1,Ranunculaceae,Clematis acuminata subsp. sikkimensis,(Hook.f. & Thomson) Brühl,Ann. Roy. Bot. Gard. (Calcutta) 5: 75. 1896 ,Clematis,,Ranunculaceae Clematis acuminata DC. var. sikkimensis Hook.f. & Thomson,(Hook.f. & Thomson)
wfo-1000089813,urn:lsid:ipni.org:names:77379163-1,Euphorbiaceae,Tragia catemacoensis,Urtecho,J. Bot. Res. Inst. Texas 20(1): 46. 2026 [15 Apr 2026] ,Tragia,,,
wfo-1000089842,urn:lsid:ipni.org:names:77379192-1,Asclepiadaceae,Cynanchum macleishii,Bruyns,Symb. Bot. Upsal. 42: 142. 2026 [Apr 2026] ,Cynanchum,,,
wfo-1200118300,urn:lsid:ipni.org:names:77379193-1,Asclepiadaceae,Ceropegia arabica var. barbigeroides,Bruyns,Symb. Bot. Upsal. 42: 163. 2026 [Apr 2026] ,Ceropegia,,,
wfo-1000089843,urn:lsid:ipni.org:names:77379194-1,Asclepiadaceae,Ceropegia neodeflersiana,Bruyns,Symb. Bot. Upsal. 42: 178. 2026 [Apr 2026] ,Ceropegia,,,
wfo-1000089844,urn:lsid:ipni.org:names:77379195-1,Asclepiadaceae,Ceropegia platytihamana,Bruyns,Symb. Bot. Upsal. 42: 188. 2026 [Apr 2026] ,Ceropegia,,,
wfo-1000089845,urn:lsid:ipni.org:names:77379196-1,Asclepiadaceae,Ceropegia sect. Sulcolluma,(Plowes) Bruyns,Symb. Bot. Upsal. 42: 212. 2026 [Apr 2026] ,Ceropegia,,Asclepiadaceae Sulcolluma Plowes,(Plowes)
wfo-1000089846,urn:lsid:ipni.org:names:77379197-1,Asclepiadaceae,Ceropegia sect. Pseudolithos,(P.R.O.Bally) Bruyns,Symb. Bot. Upsal. 42: 222. 2026 [Apr 2026] ,Ceropegia,,Asclepiadaceae Pseudolithos P.R.O.Bally,(P.R.O.Bally)
wfo-1200118301,urn:lsid:ipni.org:names:77379198-1,Asclepiadaceae,Ceropegia flava subsp. hajarica,Bruyns,Symb. Bot. Upsal. 42: 238. 2026 [Apr 2026] ,Ceropegia,,,
wfo-1200118302,urn:lsid:ipni.org:names:77379199-1,Asclepiadaceae,Ceropegia flava subsp. tardellii,(Mosti & Raffaelli) Bruyns,Symb. Bot. Upsal. 42: 239. 2026 [Apr 2026] ,Ceropegia,,Asclepiadaceae Desmidorchis tardellii Mosti & Raffaelli,(Mosti & Raffaelli)
wfo-1200118321,urn:lsid:ipni.org:names:77379200-1,Asclepiadaceae,Ceropegia collenetteae,(Plowes) Bruyns,Symb. Bot. Upsal. 42: 244. 2026 [Apr 2026] ,Ceropegia,nom. illeg. later homonym,Asclepiadaceae Crenulluma collenetteae Plowes,(Plowes)
wfo-1000089847,urn:lsid:ipni.org:names:77379201-1,Asclepiadaceae,Ceropegia subulata,(Forssk.) Bruyns,Symb. Bot. Upsal. 42: 252. 2026 [Apr 2026] ,Ceropegia,,Asclepiadaceae Stapelia subulata Forssk.,(Forssk.)
wfo-1000089848,urn:lsid:ipni.org:names:77379202-1,Asclepiadaceae,Ceropegia dhofarensis,(Bruyns) Bruyns,Symb. Bot. Upsal. 42: 288. 2026 [Apr 2026] ,Ceropegia,,Asclepiadaceae Echidnopsis scutellata A.Berger subsp. dhofarensis Bruyns,(Bruyns)
wfo-1000089849,urn:lsid:ipni.org:names:77379203-1,Asclepiadaceae,Stephanotis robusta,(Balf.f.) Bruyns,Symb. Bot. Upsal. 42: 340. 2026 [Apr 2026] ,Stephanotis,,Asclepiadaceae Marsdenia robusta Balf.f.,(Balf.f.)
wfo-1000089856,urn:lsid:ipni.org:names:77379217-1,Bromeliaceae,Hechtia atlantica,"Hern.-Cárdenas, Espejo & López-Ferr.","Adansonia sér. 3, 48(9): 63. 2026 [24 Apr 2026] ",Hechtia,,,
wfo-2800004681,urn:lsid:ipni.org:names:77379221-1,Iridaceae,Iris ser. Ventricosae,Rodion.,Rod Iris 189. 1961 ,Iris,,,
wfo-1000089858,urn:lsid:ipni.org:names:77379222-1,Iridaceae,Sclerosiphon cathayensis,"(Migo) M.B.Crespo, Mart.-Azorín & Mavrodiev",Taxonomy 6(2)-24: 17. 2026 [23 Apr 2026] ,Sclerosiphon,,Iridaceae Iris cathayensis Migo,(Migo)
wfo-1000089859,urn:lsid:ipni.org:names:77379223-1,Iridaceae,Sclerosiphon farreri,"(Dykes) M.B.Crespo, Mart.-Azorín & Mavrodiev",Taxonomy 6(2)-24: 17. 2026 [23 Apr 2026] ,Sclerosiphon,,Iridaceae Iris farreri Dykes,(Dykes)
wfo-1000089860,urn:lsid:ipni.org:names:77379224-1,Iridaceae,Sclerosiphon kobayashii,"(Kitag.) M.B.Crespo, Mart.-Azorín & Mavrodiev",Taxonomy 6(2)-24: 18. 2026 [23 Apr 2026] ,Sclerosiphon,,Iridaceae Iris kobayashii Kitag.,(Kitag.)
wfo-1000089861,urn:lsid:ipni.org:names:77379225-1,Iridaceae,Sclerosiphon qinghainicum,"(Y.T.Zhao) M.B.Crespo, Mart.-Azorín & Mavrodiev",Taxonomy 6(2)-24: 18. 2026 [23 Apr 2026] ,Sclerosiphon,,Iridaceae Iris qinghainica Y.T.Zhao,(Y.T.Zhao)
wfo-1000089862,urn:lsid:ipni.org:names:77379226-1,Iridaceae,Sclerosiphon ser. Ventricosa,"(Rodion.) M.B.Crespo, Mart.-Azorín & Mavrodiev",Taxonomy 6(2)-24: 16. 2026 [23 Apr 2026] ,Sclerosiphon,,Iridaceae Iris ser. Ventricosae Rodion.,(Rodion.)
wfo-1000089864,urn:lsid:ipni.org:names:77379331-1,Burmanniaceae,Thismia subsect. Odoardoa,(Schltr.) Jonker,Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 51: 43. 1938 [5 Dec 1938] ; =Monogr. Burmanniac.,Thismia,,Burmanniaceae Thismia sect. Odoardoa Schltr.,(Schltr.)
wfo-1000089865,urn:lsid:ipni.org:names:77379332-1,Primulaceae,Primula maershanensis,J.L.Gu & Z.K.Wu,PhytoKeys 274: 63. 2026 [28 Apr 2026] ,Primula,,,
wfo-1200118323,urn:lsid:ipni.org:names:77379334-1,Burmanniaceae,Thismia sect. Glaziocharis,"Kumar, S.W.Gale, Ji H.Li, Bouaman. & G.A.Fisch.",Phytotaxa 319(3): 233. 2017 [5 Sep 2017] ,Thismia,nom. illeg. later homonym,,
wfo-1200118304,urn:lsid:ipni.org:names:77379336-1,Capparaceae,Capparis spinosa subsp. formicosa,W.E.Cooper & Joyce,Austral. Syst. Bot. 39(1): 12. 2026 [18 Feb 2026] ,Capparis,,,
wfo-1200118305,urn:lsid:ipni.org:names:77379337-1,Capparaceae,Capparis spinosa subsp. insularis,W.E.Cooper & Joyce,Austral. Syst. Bot. 39(1): 14. 2026 [18 Feb 2026] ,Capparis,,,
wfo-1000089866,urn:lsid:ipni.org:names:77379339-1,Capparaceae,Capparis xylocarpa,W.E.Cooper,Austral. Syst. Bot. 39(1): 15. 2026 [18 Feb 2026] ,Capparis,,,
wfo-1000089867,urn:lsid:ipni.org:names:77379340-1,Capparaceae,Capparis megacarpa,W.E.Cooper,Austral. Syst. Bot. 39(1): 17. 2026 [18 Feb 2026] ,Capparis,,,
wfo-1000089868,urn:lsid:ipni.org:names:77379341-1,Capparaceae,Capparis loxophleba,W.E.Cooper & Joyce,Austral. Syst. Bot. 39(1): 20. 2026 [18 Feb 2026] ,Capparis,,,
wfo-1000089869,urn:lsid:ipni.org:names:77379342-1,Capparaceae,Capparis splendidissima,W.E.Cooper,Austral. Syst. Bot. 39(1): 22. 2026 [18 Feb 2026] ,Capparis,,,
wfo-1000089870,urn:lsid:ipni.org:names:77379343-1,Capparaceae,Capparis bancroftii,(C.T.White ex M.Jacobs) W.E.Cooper & Joyce,Austral. Syst. Bot. 39(1): 25. 2026 [18 Feb 2026] ,Capparis,,Capparaceae Capparis loranthifolia  var. bancroftii C.T.White ex M.Jacobs,(C.T.White ex M.Jacobs)
wfo-0000687964,urn:lsid:ipni.org:names:77379354-1,Moraceae,Ficus crassiramea var. clementis,(Merr.) Corner,Gard. Bull. Singapore 17(3): 385. 1960 [18 Mai 1960] ,Ficus,,Moraceae Ficus clementis Merr.,(Merr.)
wfo-1000089356,urn:lsid:ipni.org:names:77379359-1,Burmanniaceae,Glaziocharis abei,Akasawa,Awa-no-Shizen 1(2): 6. 1948 ,Glaziocharis,,,
wfo-0000687962,urn:lsid:ipni.org:names:77379369-1,Moraceae,Ficus crassiramea var. brevicupulata,Corner,Gard. Bull. Singapore 17(3): 385. 1960 [18 Mai 1960] ,Ficus,,,
wfo-0000687963,urn:lsid:ipni.org:names:77379370-1,Moraceae,Ficus crassiramea var. celebica,Corner,Gard. Bull. Singapore 17(3): 385. 1960 [18 Mai 1960] ,Ficus,,,
wfo-0000687965,urn:lsid:ipni.org:names:77379371-1,Moraceae,Ficus crassiramea var. patellifera,(Warb.) Corner,Gard. Bull. Singapore 17(3): 385. 1960 [18 Mai 1960] ,Ficus,,Moraceae Ficus patellifera Warb.,(Warb.)
wfo-1200118327,urn:lsid:ipni.org:names:77379380-1,Ranunculaceae,Clematis sect. Potaninianae,(W.T.Wang) J.M.Xiao & L.Xie,Pl. Diversity 48(1): 30. 2025 [20 Nov 2025] ,Clematis,", basionym as ' Clematis subsect. Potaninianae Johnson, Slaktet Klematis 410. 1997'. Incorrect basionym cited but valid under Art. 41.8c. ICN (2025).",Ranunculaceae Clematis subsect. Potaninianae W.T.Wang,(W.T.Wang)
wfo-1000089895,urn:lsid:ipni.org:names:77379381-1,Ranunculaceae,Clematis sect. Delavayanae,J.M.Xiao & L.Xie,Pl. Diversity 48(1): 32. 2025 [20 Nov 2025] ,Clematis,,,
wfo-1200118328,urn:lsid:ipni.org:names:77379382-1,Ranunculaceae,Clematis sect. Songoricae,(Serov) J.M.Xiao & L.Xie,Pl. Diversity 48(1): 34. 2025 [20 Nov 2025] ,Clematis,,Ranunculaceae Clematis ser. Songoricae Serov,(Serov)
wfo-1000089896,urn:lsid:ipni.org:names:77379383-1,Ranunculaceae,Clematis sect. Otophorae,J.M.Xiao & L.Xie,Pl. Diversity 48(1): 34. 2025 [20 Nov 2025] ,Clematis,,,
wfo-1000089897,urn:lsid:ipni.org:names:77379384-1,Bromeliaceae,Aechmea sect. Platyaechmea,Baker,J. Bot. 17: 130. 1879 [May 1879] ,Aechmea,,,
wfo-1200118329,urn:lsid:ipni.org:names:77379385-1,Ranunculaceae,Clematis sect. Insidiosae,(W.T.Wang) J.M.Xiao & L.Xie,Pl. Diversity 48(1): 36. 2025 [20 Nov 2025] ,Clematis,,Ranunculaceae Clematis ser. Insidiosae W.T.Wang,(W.T.Wang)
wfo-1200118330,urn:lsid:ipni.org:names:77379386-1,Ranunculaceae,Clematis sect. Acerifoliae,(W.T.Wang) J.M.Xiao & L.Xie,Pl. Diversity 48(1): 36. 2025 [20 Nov 2025] ,Clematis,,Ranunculaceae Clematis subsect. Acerifoliae W.T.Wang,(W.T.Wang)
wfo-1000089905,urn:lsid:ipni.org:names:77379400-1,Saxifragaceae,Saxifraga zhiminiae,"X.J.Zhang, Bo Xu & M.X.Zhao",PhytoKeys 274: 121. 2026 [30 Apr 2026] ,Saxifraga,,,
wfo-4100006537,urn:lsid:ipni.org:names:77379401-1,Loranthaceae,Crispusanthus,L.J.Singh & Ranjan,Feddes Repert. 137(2): [2 of 13]. 2026 [23 Apr 2026] ,Crispusanthus,,,
wfo-1000089906,urn:lsid:ipni.org:names:77379402-1,Loranthaceae,Crispusanthus indicus,L.J.Singh & Ranjan,Feddes Repert. 137(2): [8 of 13]. 2026 [23 Apr 2026] ,Crispusanthus,,,
wfo-1000089908,urn:lsid:ipni.org:names:77379405-1,Asclepiadaceae,Vincetoxicum andamanicum,"Sag.Kumari, L.J.Singh & A.K.Pandey",Feddes Repert. 137(1)-e70060: [3 of 9]. 2026 [23 Jan 2026] ,Vincetoxicum,,,
wfo-1000089910,urn:lsid:ipni.org:names:77379407-1,Araceae,Bau djinna,"S.Y.Wong, P.C.Boyce & A.Hay",Feddes Repert. 137(1)-e70063: [1 of 6]. 2026 [10 Mar 2026] ,Bau,,,
wfo-1000089912,urn:lsid:ipni.org:names:77379409-1,Asclepiadaceae,Ceropegia nilagiriensis,Deroliya & Ram.Kumar bis,Feddes Repert. 137(1)-e70041: [1 of 2]. 2026 [4 Feb 2026] ,Ceropegia,,,
wfo-1000089913,urn:lsid:ipni.org:names:77379410-1,Araceae,Ooia rhea,S.Y.Wong & P.C.Boyce,Feddes Repert. 137(1)-e70075: [1 of 5]. 2026 [19 Mar 2026] ,Ooia,,,
wfo-1000089914,urn:lsid:ipni.org:names:77379412-1,Araceae,Ooia stygis,S.Y.Wong & P.C.Boyce,Feddes Repert. 137(1)-e70075: [4 of 5]. 2026 [19 Mar 2026] doi:10.1002/fedr.70075 [english] Etymology:,Ooia,,,
wfo-1000089915,urn:lsid:ipni.org:names:77379413-1,Actinidiaceae,Actinidia indica,"R.Maity, U.L.Tiwari & S.S.Dash",Feddes Repert. 137(1)-e70078: [2 of 6]. 2026 [19 Mar 2026] ,Actinidia,,,
wfo-1200118332,urn:lsid:ipni.org:names:77379426-1,Euphorbiaceae,Phyllanthus obcordatus,Roxb.,Hort. Bengal. 69. 1814 ,Phyllanthus,nom. inval. nom. nud.,,
wfo-1000089940,urn:lsid:ipni.org:names:77379448-1,Lauraceae,Litsea meesapulimalaiana,Revathy V. & Robi,Ann. Bot. Fenn. 63(1): 10. 2026 [30 Jan 2026] ,Litsea,,,
wfo-1000089941,urn:lsid:ipni.org:names:77379449-1,Lauraceae,Litsea idukkiana,Robi & Revathy V.,Ann. Bot. Fenn. 63(1): 13. 2026 [30 Jan 2026] ,Litsea,,,
wfo-1000080285,urn:lsid:ipni.org:names:77379450-1,Campanulaceae,Jasione corymbosa,Poir. ex Schult.,"Syst. Veg., ed. 15[bis]. 5: 474. 1819 ",Jasione,,,
wfo-1000089942,urn:lsid:ipni.org:names:77379451-1,Illiciaceae,Illicium nymphaeiflorum,Q.Lin & Y.M.Shui,"Ann. Bot. Fenn. 63(1): 44. 2026 [13 Mar 2026] , as 'nymphiiflorum'.",Illicium,,,
wfo-1000089943,urn:lsid:ipni.org:names:77379452-1,Apiaceae,Pimpinella pygmaea,"Sajan, Shibu & Sujana",Ann. Bot. Fenn. 63(1): 64. 2026 [27 Mar 2026] ,Pimpinella,,,
wfo-1000089955,urn:lsid:ipni.org:names:77311238-1,Alliaceae,Allium sulaimanicum,"N.Khan, A.Sultan & N.Friesen",Frontiers Pl. Sci. (Lausanne) 13-1020440: 3. 2022 [14 Dec 2022] [epublished],Allium,,,
wfo-1000089956,urn:lsid:ipni.org:names:77369359-1,Polygalaceae,Polygala foveolata,A.Dwivedi & S.Subraman.,Feddes Repert. 137(1)-e70084: [7 of 11]. 2026 [17 Mar 2026] ,Polygala,,,
wfo-1000089957,urn:lsid:ipni.org:names:77371025-1,Ranunculaceae,Beesia yangii,Erst & K.L.Xiang,Frontiers Pl. Sci. (Lausanne) 16-1699952: 16. 2026 [5 Jan 2026] [epublished],Beesia,,,
wfo-1000089958,urn:lsid:ipni.org:names:77371301-1,Liliaceae,Gagea kotuchovii,Kubent. & Levichev,PLoS ONE 20(12): e0336223: 5. 2025 [5 Dec 2025] [epublished],Gagea,,,
wfo-1000089960,urn:lsid:ipni.org:names:77371880-1,Asclepiadaceae,Hoya nagaensis,"Koza, Pegu & G.Yam",Kew Bull. 81(1): 137. 2025 [8 Jan 2025] [epublished],Hoya,,,
wfo-1000089962,urn:lsid:ipni.org:names:77374101-1,Lauraceae,Cryptocarya costaricana,P.L.R.Moraes & N.Zamora,Kew Bull. 81(2): [3 of 10]. 2026 [31 Mar 2026] ,Cryptocarya,,,
