WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200116607,urn:lsid:ipni.org:names:77375518-1,Scrophulariaceae,Orobanche cernua var. grenieri,(F.W.Schultz) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Orobanche grenieri F.W.Schultz,(F.W.Schultz)
wfo-1200116608,urn:lsid:ipni.org:names:77375519-1,Scrophulariaceae,Orobanche elatior var. leptantha,(Pomel) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Orobanche leptantha Pomel,(Pomel)
wfo-1200116609,urn:lsid:ipni.org:names:77375520-1,Scrophulariaceae,Orobanche litorea var. iammonensis,(A.Pujadas & P.Fraga) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Orobanche iammonensis A.Pujadas & P.Fraga,(A.Pujadas & P.Fraga)
wfo-1200116610,urn:lsid:ipni.org:names:77375521-1,Scrophulariaceae,Orobanche minor var. canescens,(C.Presl) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Orobanche canescens C.Presl,(C.Presl)
wfo-1200116719,urn:lsid:ipni.org:names:77375522-1,Iridaceae,Crocus neapolitanus,Laun.,Bon Jard. 1811: 214. ,Crocus,,,
wfo-1200116720,urn:lsid:ipni.org:names:77375523-1,Scrophulariaceae,Orobanche reticulata var. agigensis,(Rätzel & Uhlich) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Orobanche reticulata Wallr. subsp. agigensis Rätzel & Uhlich,(Rätzel & Uhlich)
wfo-1200116721,urn:lsid:ipni.org:names:77375524-1,Rosaceae,Spiraea paniculata,Laun.,Bon Jard. 1811: 426. ,Spiraea,,,
wfo-1000087749,urn:lsid:ipni.org:names:77375525-1,Scrophulariaceae,Orobanche chionistrae,"(Rätzel, Hand, Christodoulou & Uhlich) Domina",Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,"Scrophulariaceae Phelipanche chionistrae Rätzel, Hand, Christodoulou & Uhlich","(Rätzel, Hand, Christodoulou & Uhlich)"
wfo-0001427195,urn:lsid:ipni.org:names:77375527-1,Scrophulariaceae,Orobanche gussoneana,(Lojac.) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Phelypaea gussoneana Lojac.,(Lojac.)
wfo-1000087750,urn:lsid:ipni.org:names:77375528-1,Scrophulariaceae,Orobanche hajastanica,"(Piwow., Ó.Sánchez & Moreno Mor.) Domina",Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,"Scrophulariaceae Phelipanche hajastanica Piwow., Ó.Sánchez & Moreno Mor.","(Piwow., Ó.Sánchez & Moreno Mor.)"
wfo-1200116611,urn:lsid:ipni.org:names:77375530-1,Scrophulariaceae,Orobanche inexspectata var. sinaica,(Beck) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Orobanche mutelii F.W.Schultz var. sinaica Beck,(Beck)
wfo-1200116612,urn:lsid:ipni.org:names:77375531-1,Scrophulariaceae,Orobanche lavandulacea var. carlonii,Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,,
wfo-1200116724,urn:lsid:ipni.org:names:77375532-1,Scrophulariaceae,Hemitomus urticifolius,(Curtis) Laun.,Bon Jard. 1811: 580. ,Hemitomus,,Scrophulariaceae Celsia urticifolia Curtis,(Curtis)
wfo-1200116613,urn:lsid:ipni.org:names:77375533-1,Scrophulariaceae,Orobanche lavandulacea var. trichocalyx,(Webb & Berthel.) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,Scrophulariaceae Phelypaea trichocalyx Webb & Berthel.,(Webb & Berthel.)
wfo-1000087751,urn:lsid:ipni.org:names:77375534-1,Hippocastanaceae,Pavia dulcis,Poit. ex Laun.,Bon Jard. 1811: 641. ,Pavia,,,
wfo-1200116725,urn:lsid:ipni.org:names:77375535-1,Scrophulariaceae,Orobanche pallens,(Bunge ex Ledeb.) Domina,Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,nom. illeg. later homonym,Scrophulariaceae Phelypaea pallens Bunge ex Ledeb.,(Bunge ex Ledeb.)
wfo-1000087752,urn:lsid:ipni.org:names:77375536-1,Scrophulariaceae,Orobanche sevanensis,"(Piwow., Ó.Sánchez & Moreno Mor.) Domina",Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,"Scrophulariaceae Phelipanche sevanensis Piwow., Ó.Sánchez & Moreno Mor.","(Piwow., Ó.Sánchez & Moreno Mor.)"
wfo-1000087753,urn:lsid:ipni.org:names:77375537-1,Scrophulariaceae,Orobanche zangezuri,"(Piwow., Ó.Sánchez & Moreno Mor.) Domina",Brittonia [early view]: [4 of 47]. 2025 [18 Dec 2025] [epublished],Orobanche,,"Scrophulariaceae Phelipanche zangezuri Piwow., Ó.Sánchez & Moreno Mor.","(Piwow., Ó.Sánchez & Moreno Mor.)"
wfo-1000087755,urn:lsid:ipni.org:names:77375540-1,Crassulaceae,Sedum peltatum,M.L.Chen & X.H.Cao,Bangladesh J. Bot. 46(3): 847. 2017 [Sep 2017] ,Sedum,,,
wfo-1000087758,urn:lsid:ipni.org:names:77375573-1,Scrophulariaceae,Schlegelia nelcyae,"M.A.Jaram., Edwin Trujillo & Aymard","J. Pl. Taxon. & Geogr. (Webbia) 80(2): 282. 2025 [18 Jul 2025] [epublished] , as 'nelcyiae'",Schlegelia,,,
wfo-1000087760,urn:lsid:ipni.org:names:77375575-1,Apiaceae,Psammogeton indicus,Bhellum & Magotra,Natl. Acad. Sci. Lett. [early view]: [2 of 9]. 2026 [21 Jan 2026] [epublished],Psammogeton,,,
wfo-1000087767,urn:lsid:ipni.org:names:77375586-1,Balsaminaceae,Impatiens longcanggouensis,Q.Luo,PhytoKeys 270: 3. 2026 [26 Jan 2026] [epublished],Impatiens,,,
wfo-1000087768,urn:lsid:ipni.org:names:77375587-1,Theaceae,Camellia shangshii,Shi Y.Wang & Q.Fan,PhytoKeys 270: 15. 2026 [26 Jan 2026] [epublished],Camellia,,,
wfo-1000087773,urn:lsid:ipni.org:names:77375598-1,Scrophulariaceae,Calceolaria chasmophila,D.A.Salas,"Gayana, Bot. 82(2): 137. 2026 [22 Jan 2026] ",Calceolaria,,,
wfo-1000087774,urn:lsid:ipni.org:names:77375701-1,Pandanaceae,Freycinetia siberutensis,"A.P.Keim, Witono, Efendy & Setiarto",Taiwania 71(1): 65. 2026 [9 Jan 2026] [epublished],Freycinetia,,,
wfo-1000087775,urn:lsid:ipni.org:names:77375703-1,Convallariaceae,Heteropolygonatum farreri,Floden,Edinburgh J. Bot. 82-2057: 3. 2025 [10 Sep 2025] [epublished],Heteropolygonatum,,,
wfo-1200116624,urn:lsid:ipni.org:names:77375705-1,Lamiaceae,Isodon ramosissimus var. rugosus,Meerts,"Fl. Afrique Centr., Labiat. Dec 2025: 50. [Dec 2025] ",Isodon,,,
wfo-1200116625,urn:lsid:ipni.org:names:77375706-1,Lamiaceae,Ocimum obovatum var. manikense,(Ayob.) Meerts,"Fl. Afrique Centr., Labiat. Dec 2025: 130. [Dec 2025] ",Ocimum,,Lamiaceae Becium obovatum N.E.Br. var. manikense Ayob.,(Ayob.)
wfo-1200116727,urn:lsid:ipni.org:names:77375709-1,Rutaceae,Zanthoxylum sect. Blackburnia,(J.R.Forst. & G.Forst.) Appelhans & J.Wen,Molec. Phylogen. Evol. 211-108398: 12. 2025 [24 Jun 2025] [epublished],Zanthoxylum,,Rutaceae Blackburnia J.R.Forst. & G.Forst.,(J.R.Forst. & G.Forst.)
wfo-1000087779,urn:lsid:ipni.org:names:77375710-1,Rutaceae,Zanthoxylum sect. Toddalia,(Juss.) Appelhans & J.Wen,Molec. Phylogen. Evol. 211-108398: 13. 2025 [24 Jun 2025] [epublished],Zanthoxylum,,Rutaceae Toddalia Juss.,(Juss.)
wfo-1000087780,urn:lsid:ipni.org:names:77375711-1,Lauraceae,Aniba anuliglandulosa,Soler-Umbarila,Acta Bot. Mex. 132-e2488: 7. 2025 [22 Oct 2025] [epublished],Aniba,,,
wfo-4000002454,urn:lsid:ipni.org:names:77375720-1,Ranunculaceae,Anthora,(DC.) Fourr.,"Ann. Soc. Linn. Lyon n.s., 16: 326. 1868 ",Anthora,,,(DC.)
wfo-0001281873,urn:lsid:ipni.org:names:77375721-1,Actinidiaceae,Actinidia flavofloris,H.Z.Jiang,J. Southw. Agric. Univ. 17(2): 94. 1995 ,Actinidia,,,
wfo-4000014059,urn:lsid:ipni.org:names:77375722-1,Euphorbiaceae,Esula,Morandi,"Hist. Bot. Pract., ed. 2. 72. 1761 ",Esula,,,
wfo-1000087791,urn:lsid:ipni.org:names:77375728-1,Crassulaceae,Aeonium igneum,(O.Arango) M.H.J.van der Meer,Cact. Phantast. 2025(5): 1. [12 May 2025] [epublished],Aeonium,,Crassulaceae Greenovia ignea O.Arango,(O.Arango)
wfo-1000087792,urn:lsid:ipni.org:names:77375729-1,Bignoniaceae,Catalpa lutea,"J.Hui Wang, W.J.Ma & Z.Yu Li",PhytoKeys 270: 29. 2026 [28 Jan 2026] [epublished],Catalpa,,,
wfo-1000087793,urn:lsid:ipni.org:names:77375730-1,Crassulaceae,Aeonium × pedrosalioi,(O.Arango) M.H.J.van der Meer,Cact. Phantast. 2025(5): 1. [12 May 2025] [epublished],Aeonium,,Crassulaceae × Greenonium pedrosalioi O.Arango,(O.Arango)
wfo-1000087796,urn:lsid:ipni.org:names:77375733-1,Crassulaceae,Aeonium × lajense,(O.Arango) M.H.J.van der Meer,Cact. Phantast. 2025(5): 1. [12 May 2025] [epublished],Aeonium,,Crassulaceae × Greenonium lajense O.Arango,(O.Arango)
wfo-1000087799,urn:lsid:ipni.org:names:77375736-1,Crassulaceae,Sedum leiocarpum,(H.Sharsm.) M.H.J.van der Meer,Cact. Phantast. 2025(5): 1. [12 May 2025] [epublished],Sedum,,Crassulaceae Sedella leiocarpa H.Sharsm.,(H.Sharsm.)
wfo-1000087800,urn:lsid:ipni.org:names:77375737-1,Amaryllidaceae,Haemanthus subgen. Serena,(Raf.) Snijman,Strelitzia 48: 43. 2025 ,Haemanthus,,Amaryllidaceae Serena Raf.,(Raf.)
wfo-1000087801,urn:lsid:ipni.org:names:77375738-1,Amaryllidaceae,Haemanthus arenicola,(Snijman) Snijman,Strelitzia 48: 130. 2025 ,Haemanthus,,Amaryllidaceae Haemanthus pubescens L.f. subsp. arenicola Snijman,(Snijman)
wfo-1000087802,urn:lsid:ipni.org:names:77375739-1,Amaryllidaceae,Haemanthus leipoldtii,(Snijman) Snijman,Strelitzia 48: 133. 2025 ,Haemanthus,,Amaryllidaceae Haemanthus pubescens L.f. subsp. leipoldtii Snijman,(Snijman)
wfo-1000087803,urn:lsid:ipni.org:names:77375740-1,Alliaceae,Miersia nahuelbutensis,Nic.García,PhytoKeys 270: 98. 2026 [29 Jan 2026] [epublished],Miersia,,,
wfo-1000087804,urn:lsid:ipni.org:names:77375741-1,Alliaceae,Miersia subandina,P.Zúñiga & Nic.García,PhytoKeys 270: 101. 2026 [29 Jan 2026] [epublished],Miersia,,,
wfo-1000087805,urn:lsid:ipni.org:names:77375742-1,Alliaceae,Gilliesia reflexa,Mat.A.González & Nic.García,PhytoKeys 270: 105. 2026 [29 Jan 2026] [epublished],Gilliesia,,,
wfo-1000087806,urn:lsid:ipni.org:names:77375743-1,Alliaceae,Gilliesia taguataguensis,M.M.Espinoza & Nic.García,PhytoKeys 270: 108. 2026 [29 Jan 2026] [epublished],Gilliesia,,,
wfo-1200116728,urn:lsid:ipni.org:names:77375744-1,Primulaceae,Umbraculum,Rumph. ex Kuntze,Revis. Gen. Pl. 2: 405. 1891 ,Umbraculum,,,
wfo-4000033755,urn:lsid:ipni.org:names:77375746-1,Moraceae,Saccus,Rumph. ex Kuntze,Revis. Gen. Pl. 2: 633. 1891 ,Saccus,nom. superfl.,,
wfo-1000087810,urn:lsid:ipni.org:names:77375754-1,Lamiaceae,Coleus pyramidatus,(Gürke) K.Balkwill,S. African J. Bot. 186: 611. 2025 [6 Oct 2025] [epublished],Coleus,,Lamiaceae Plectranthus pyramidatus Gürke,(Gürke)
wfo-0001236737,urn:lsid:ipni.org:names:77375760-1,Sterculiaceae,Sterculia chicomendesii,E.L.Taylor ex Colli-Silva,Phytotaxa 739(2): 237. 2026 [28 Jan 2026] [epublished],Sterculia,,,
wfo-0001141206,urn:lsid:ipni.org:names:77375762-1,Sterculiaceae,Sterculia killipiana,Standl. ex Colli-Silva,Phytotaxa 739(2): 238. 2026 [28 Jan 2026] [epublished],Sterculia,,,
wfo-0001269331,urn:lsid:ipni.org:names:77375764-1,Sterculiaceae,Sterculia lisae,E.L.Taylor ex Colli-Silva,Phytotaxa 739(2): 238. 2026 [28 Jan 2026] [epublished],Sterculia,,,
wfo-1000087818,urn:lsid:ipni.org:names:77375765-1,Rutaceae,Acmadenia kamdeboo,V.R.Clark & J.D.Vidal,S. African J. Bot. 188: 376. 2025 [19 Nov 2025] [epublished],Acmadenia,,,
wfo-1000087819,urn:lsid:ipni.org:names:77375766-1,Sterculiaceae,Sterculia tayloriae,Colli-Silva,"Phytotaxa 739(2): 239. 2026 [28 Jan 2026] , as 'taylorii' [epublished]",Sterculia,,,
wfo-1000087820,urn:lsid:ipni.org:names:77375768-1,Liliaceae,Tulipa kujukensis,J.de Groot & Zonn.,"Int. Rock Gard. 168: [6]. 2024 [Jan 2024] , as 'kujukense' [epublished]",Tulipa,,,
wfo-1000087821,urn:lsid:ipni.org:names:77375769-1,Liliaceae,Tulipa lazkovii,J.de Groot & Zonn.,Int. Rock Gard. 168: [9]. 2024 [Jan 2024] [epublished],Tulipa,,,
wfo-1000087823,urn:lsid:ipni.org:names:77375771-1,Liliaceae,Tulipa jansii,J.de Groot & Zonn.,Int. Rock Gard. 168: [13]. 2024 [Jan 2024] [epublished],Tulipa,,,
wfo-1000087824,urn:lsid:ipni.org:names:77375772-1,Euphorbiaceae,Euphorbia carminea,J.-P.Castillon,Euphorbia World 20(3): 9. 2025 [Dec 2025] ,Euphorbia,,,
wfo-1200116729,urn:lsid:ipni.org:names:77375773-1,Euphorbiaceae,Phyllanthus sect. Almadenses,(G.L.Webster) Marques-Torres & M.J.Silva,Bot. J. Linn. Soc. 210(1): 53. 2025 [31 May 2025] [epublished],Phyllanthus,,Euphorbiaceae Phyllanthus subsect. Almadenses G.L.Webster,(G.L.Webster)
wfo-1200116730,urn:lsid:ipni.org:names:77375774-1,Euphorbiaceae,Phyllanthus sect. Clausseniani,(G.L.Webster) Marques-Torres & M.J.Silva,Bot. J. Linn. Soc. 210(1): 59. 2025 [31 May 2025] [epublished],Phyllanthus,,Euphorbiaceae Phyllanthus subsect. Clausseniani G.L.Webster,(G.L.Webster)
wfo-1200116731,urn:lsid:ipni.org:names:77375775-1,Euphorbiaceae,Phyllanthus sect. Glaziovii,Marques-Torres & M.J.Silva,Bot. J. Linn. Soc. 210(1): 59. 2025 [31 May 2025] [epublished],Phyllanthus,,,
wfo-1000087825,urn:lsid:ipni.org:names:77375776-1,Euphorbiaceae,Phyllanthus sect. Subemarginatae,Marques-Torres & M.J.Silva,Bot. J. Linn. Soc. 210(1): 63. 2025 [31 May 2025] [epublished],Phyllanthus,,,
wfo-4100006393,urn:lsid:ipni.org:names:77375785-1,Melanthiaceae,× Pseudillium,Z.H.Feng,Plant 14(1): 2. 2026 [27 Jan 2026] [epublished],Pseudillium,,,
wfo-4100006395,urn:lsid:ipni.org:names:77375787-1,Ranunculaceae,× Rankwithia,Z.H.Feng,Plant 14(1): 2. 2026 [27 Jan 2026] [epublished],Rankwithia,,,
wfo-4100006396,urn:lsid:ipni.org:names:77375788-1,Saxifragaceae,× Mitarella,Z.H.Feng,Plant 14(1): 2. 2026 [27 Jan 2026] [epublished],Mitarella,,,
wfo-1200116742,urn:lsid:ipni.org:names:77375843-1,Ranunculaceae,Pulsatilla nothosubgen. Preotilla,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1000087867,urn:lsid:ipni.org:names:77375844-1,Ranunculaceae,Pulsatilla nothosect. Veranthus,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1000087868,urn:lsid:ipni.org:names:77375845-1,Ranunculaceae,Pulsatilla nothosect. Versatilla,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-3000003095,urn:lsid:ipni.org:names:77375847-1,Ranunculaceae,Pulsatilla subsect. Pratenses,Aichele & Schweg.,Feddes Repert. 60(1-3): 129. 1957 ,Pulsatilla,,,
wfo-1200116743,urn:lsid:ipni.org:names:77375848-1,Ranunculaceae,Pulsatilla nothosubsect. Patenses,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1200116744,urn:lsid:ipni.org:names:77375849-1,Ranunculaceae,Pulsatilla nothosubsect. Pratilla,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1200116745,urn:lsid:ipni.org:names:77375850-1,Ranunculaceae,Pulsatilla nothosubsect. Preotenses,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1200116746,urn:lsid:ipni.org:names:77375851-1,Ranunculaceae,Pulsatilla nothosubsect. Preotilla,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1200116747,urn:lsid:ipni.org:names:77375852-1,Ranunculaceae,Pulsatilla nothosubsect. Vernatilla,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1200116748,urn:lsid:ipni.org:names:77375853-1,Ranunculaceae,Pulsatilla nothosubsect. Vertenses,Z.H.Feng,Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Pulsatilla,,,
wfo-1000087871,urn:lsid:ipni.org:names:77375855-1,Amaryllidaceae,Narcissus × jalamensis,"(Patino, Urrutia & J.Valencia) Z.H.Feng",Plant 14(1): 4. 2026 [27 Jan 2026] [epublished],Narcissus,,"Amaryllidaceae Narcissus × brevitubulosus A.Fern. nothosubsp. jalamensis Patino, Urrutia & J.Valencia","(Patino, Urrutia & J.Valencia)"
wfo-1000087872,urn:lsid:ipni.org:names:77375856-1,Amaryllidaceae,Narcissus × saenzii,(Fern.Casas) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Narcissus,,Amaryllidaceae Narcissus × alejandrei Fern.Casas nothovar. saenzii Fern.Casas,(Fern.Casas)
wfo-1000087873,urn:lsid:ipni.org:names:77375857-1,Amaryllidaceae,Urceolina × stevensii,(W.Stevens ex N.E.Br.) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Urceolina,,Amaryllidaceae Eucharis × stevensii W.Stevens ex N.E.Br.,(W.Stevens ex N.E.Br.)
wfo-1000087874,urn:lsid:ipni.org:names:77375858-1,Asclepiadaceae,Araujia × intermedia,(T.Mey.) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Araujia,,Asclepiadaceae Morrenia intermedia T.Mey.,(T.Mey.)
wfo-1000087875,urn:lsid:ipni.org:names:77375859-1,Asclepiadaceae,× Brachypelia nolae-carriae,(P.V.Heath) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Brachypelia,,Asclepiadaceae × Brachystemon nolae-carriae P.V.Heath,(P.V.Heath)
wfo-1000087876,urn:lsid:ipni.org:names:77375860-1,Asclepiadaceae,× Huernivalia anemoniflora,(Deflers) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Huernivalia,,Asclepiadaceae Stapelia anemoniflora Deflers,(Deflers)
wfo-1000087878,urn:lsid:ipni.org:names:77375862-1,Asclepiadaceae,Stapelia × prostratiflora,(L.C.Leach) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Stapelia,,Asclepiadaceae Stapelia erectiflora N.E.Br. var. prostratiflora L.C.Leach,(L.C.Leach)
wfo-1000087888,urn:lsid:ipni.org:names:77375872-1,Berberidaceae,Berberis × emeiensis,(J.M.H.Shaw) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Berberis,,Berberidaceae Mahonia × emeiensis J.M.H.Shaw,(J.M.H.Shaw)
wfo-1000087889,urn:lsid:ipni.org:names:77375873-1,Berberidaceae,Berberis × lindsayi,(Yeo) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Berberis,,Berberidaceae Mahonia × lindsayi Yeo,(Yeo)
wfo-1000087890,urn:lsid:ipni.org:names:77375874-1,Berberidaceae,Berberis × savilliana,(J.M.H.Shaw) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Berberis,,Berberidaceae Mahonia × savilliana J.M.H.Shaw,(J.M.H.Shaw)
wfo-1200116749,urn:lsid:ipni.org:names:77375875-1,Berberidaceae,Berberis × wagneri,(Jouin) Z.H.Feng,Plant 14(1): 5. 2025 [27 Jan 2025] [epublished],Berberis,,Berberidaceae Mahonia pinnata Fedde var. wagneri Jouin,(Jouin)
wfo-1200116750,urn:lsid:ipni.org:names:77375880-1,Crassulaceae,Aeonium × extinctum,(P.V.Heath) Z.H.Feng,Plant 14(1): 5. 2026 [27 Jan 2026] [epublished],Aeonium,,Crassulaceae × Greenonium extinctum P.V.Heath,(P.V.Heath)
wfo-1200116752,urn:lsid:ipni.org:names:77375887-1,Crassulaceae,Aeonium × lajense,(O.Arango) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Aeonium,isonym,Crassulaceae × Greenonium lajense O.Arango,(O.Arango)
wfo-1000087912,urn:lsid:ipni.org:names:77375904-1,Iridaceae,Iris × catharinae,(D.Dubovik) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Iris,,Iridaceae Iridodictyum × catharinae D.Dubovik,(D.Dubovik)
wfo-1000087913,urn:lsid:ipni.org:names:77375905-1,Iridaceae,Iris × georgiae,(D.Dubovik) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Iris,,Iridaceae Iridodictyum × georgiae D.Dubovik,(D.Dubovik)
wfo-1000087914,urn:lsid:ipni.org:names:77375906-1,Iridaceae,Iris × grodnensis,(D.Dubovik) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Iris,,Iridaceae Juno × grodnensis D.Dubovik,(D.Dubovik)
wfo-1000087915,urn:lsid:ipni.org:names:77375907-1,Lamiaceae,Micromeria × tenerifolia,(R.H.Willemse) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Micromeria,,Lamiaceae Satureja × tenerifolia R.H.Willemse,(R.H.Willemse)
wfo-1000087916,urn:lsid:ipni.org:names:77375908-1,Lamiaceae,Micromeria × tenevaria,(R.H.Willemse) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Micromeria,,Lamiaceae Satureja × tenevaria R.H.Willemse,(R.H.Willemse)
wfo-1000087917,urn:lsid:ipni.org:names:77375909-1,Marantaceae,Calathea × helenae,(Carrière) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Calathea,,Marantaceae Maranta × helenae Carrière,(Carrière)
wfo-1000087918,urn:lsid:ipni.org:names:77375910-1,Melanthiaceae,× Pseudillium crockerianum,(Halda) Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],Pseudillium,,Trilliaceae Trillium × crockerianum Halda,(Halda)
wfo-1000087992,urn:lsid:ipni.org:names:77375999-1,Globulariaceae,Globularia × gomezcasaresii,"(Carlón, M.Laínz, Moreno Mor., Rodr.Berd. & Ó.Sánchez) Z.H.Feng",Plant 14(1): 9. 2026 [27 Jan 2026] [epublished],Globularia,,"Globulariaceae Globularia × montiberica G.López nothosubsp. gomezcasaresii Carlón, M.Laínz, Moreno Mor., Rodr.Berd. & Ó.Sánchez","(Carlón, M.Laínz, Moreno Mor., Rodr.Berd. & Ó.Sánchez)"
wfo-1000087997,urn:lsid:ipni.org:names:77376004-1,Primulaceae,Evotrochis × jenensis,(O.Schwarz) Z.H.Feng,Plant 14(1): 9. 2026 [27 Jan 2026] [epublished],Evotrochis,,Primulaceae Primula × jenensis O.Schwarz,(O.Schwarz)
wfo-1000087998,urn:lsid:ipni.org:names:77376005-1,Ranunculaceae,× Rankwithia aconitoides,(Rouy) Z.H.Feng,Plant 14(1): 9. 2026 [27 Jan 2026] [epublished],Rankwithia,,Ranunculaceae Ranunculus × aconitoides Rouy,(Rouy)
wfo-1000087999,urn:lsid:ipni.org:names:77376006-1,Ranunculaceae,× Rankwithia algidus,(Brügger) Z.H.Feng,Plant 14(1): 9. 2026 [27 Jan 2026] [epublished],Rankwithia,,Ranunculaceae Ranunculus × algidus Brügger,(Brügger)
wfo-1000088000,urn:lsid:ipni.org:names:77376007-1,Ranunculaceae,Ranunculus × udmurtiensis,Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Ranunculus,,,
wfo-1000088001,urn:lsid:ipni.org:names:77376008-1,Rosaceae,Aria × pseudoporrigentiformis,(T.C.G.Rich & L.Houston) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Aria,,Rosaceae Sorbus × pseudoporrigentiformis T.C.G.Rich & L.Houston,(T.C.G.Rich & L.Houston)
wfo-1000088002,urn:lsid:ipni.org:names:77376009-1,Rosaceae,× Tormaria kitaibeliana,(Baksay & Kárpáti) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Tormaria,,Rosaceae Sorbus × kitaibeliana Baksay & Kárpáti,(Baksay & Kárpáti)
wfo-1000088003,urn:lsid:ipni.org:names:77376010-1,Saxifragaceae,× Mitarella grayana,(Engl.) Z.H.Feng,Plant 14(1): 10. 2025 [27 Jan 2025] [epublished],Mitarella,,Saxifragaceae Mitella × grayana Engl.,(Engl.)
wfo-1000088004,urn:lsid:ipni.org:names:77376011-1,Saxifragaceae,× Mitarella tiarelloides,(Engl.) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Mitarella,,Saxifragaceae Mitella × tiarelloides Engl.,(Engl.)
wfo-1200116638,urn:lsid:ipni.org:names:77376014-1,Amaryllidaceae,Narcissus bulbocodium nothovar. abulensis,(Fern.Casas) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Narcissus,,Amaryllidaceae Narcissus × abulensis Fern.Casas,(Fern.Casas)
wfo-1200116639,urn:lsid:ipni.org:names:77376015-1,Amaryllidaceae,Narcissus × ernii nothovar. guadalupensis,(Fern.Casas) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Narcissus,,Amaryllidaceae Narcissus × guadalupensis Fern.Casas,(Fern.Casas)
