WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088179,urn:lsid:ipni.org:names:77376450-1,Noterophila oblita,D.Nunes,Brittonia [early view]: [3 of 8]. 2026 [20 Jan 2026] ,,,
wfo-1000088267,urn:lsid:ipni.org:names:77376835-1,Medinilla calanasan,Pelser & Barcelona,Phytotaxa 742(1): 100. 2026 [18 Feb 2026] ,,,
