WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088958,urn:lsid:ipni.org:names:77377384-1,Carex canoi,Jim.Mejías & M.Escudero,Bot. J. Linn. Soc. [early view]: [12 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088959,urn:lsid:ipni.org:names:77377385-1,Carex colombiana,"Jim.Mejías, Lois, Acedo & A.Cano",Bot. J. Linn. Soc. [early view]: [26 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088960,urn:lsid:ipni.org:names:77377386-1,Carex artoriasii,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [21 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088961,urn:lsid:ipni.org:names:77377387-1,Carex aureochiapensis,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [22 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088962,urn:lsid:ipni.org:names:77377388-1,Carex catrina,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [25 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088963,urn:lsid:ipni.org:names:77377389-1,Carex mesoamericana,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [31 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088964,urn:lsid:ipni.org:names:77377390-1,Carex caribea,"Jim.Mejías, Lois & Acedo",Bot. J. Linn. Soc. [early view]: [24 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088965,urn:lsid:ipni.org:names:77377391-1,Carex pachacutecii,"Jim.Mejías, Lois, García-Moro, Martín-Bravo & A.Cano",Bot. J. Linn. Soc. [early view]: [18 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088966,urn:lsid:ipni.org:names:77377392-1,Carex regina,"Jim.Mejías, Lois, Acedo & A.Cano",Bot. J. Linn. Soc. [early view]: [20 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088967,urn:lsid:ipni.org:names:77377393-1,Carex breedlovei,Reznicek & S.González,Bot. J. Linn. Soc. [early view]: [23 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088968,urn:lsid:ipni.org:names:77377394-1,Carex comolaflor,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [27 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088969,urn:lsid:ipni.org:names:77377395-1,Carex nahuatl,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [32 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088970,urn:lsid:ipni.org:names:77377396-1,Carex mikasae,"Lois, Reznicek, Jim.Mejías, S.González & Acedo",Bot. J. Linn. Soc. [early view]: [31 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088971,urn:lsid:ipni.org:names:77377397-1,Carex purepecha,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [33 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088972,urn:lsid:ipni.org:names:77377398-1,Carex tepuyana,"Jim.Mejías, Lois & Reznicek",Bot. J. Linn. Soc. [early view]: [34 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088973,urn:lsid:ipni.org:names:77377399-1,Carex tuxtleca,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [37 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088974,urn:lsid:ipni.org:names:77377400-1,Carex transmexicana,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [35 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000088975,urn:lsid:ipni.org:names:77377401-1,Carex xipetotecana,"Lois, Jim.Mejías, Acedo, S.González & Reznicek",Bot. J. Linn. Soc. [early view]: [37 of 39]. 2025 [31 Oct 2025] ,,,
wfo-1000089158,urn:lsid:ipni.org:names:77377915-1,Lagenocarpus vicentei,S.M.Costa,Phytotaxa 748(1): 108. 2026 [19 Mar 2026] ,,,
