WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-0000909571,urn:lsid:ipni.org:names:77374531-1,Kyllinga brevifolia f. pumila,(Valck.Sur.) Tang & F.T.Wang,Fl. Reipubl. Popularis Sin. [Fl. China Ed. Committee] 11: 188. 1961 ,,Cyperaceae Cyperus brevifolius (Rottb.) Endl. ex Hassk. f. pumilus Valck.Sur.,(Valck.Sur.)
wfo-1200116657,urn:lsid:ipni.org:names:77374646-1,Kyllinga brevifolia var. stellulata,(Valck.Sur.) Tang & F.T.Wang,Fl. Reipubl. Popularis Sin. [Fl. China Ed. Committee] 11: 189. 1961 ,isonym,Cyperaceae Cyperus brevifolius (Rottb.) Endl. ex Hassk. f. stellulatus Valck.Sur.,(Valck.Sur.)
wfo-1200034344,urn:lsid:ipni.org:names:77374647-1,Kyllinga brevifolia var. stellulata,(Valck.Sur.) Ohwi,Bot. Mag. (Tokyo) 56(665): 199. 1942 [20 May 1942] ,,Cyperaceae Cyperus brevifolius (Rottb.) Endl. ex Hassk. f. stellulatus Valck.Sur.,(Valck.Sur.)
wfo-1000087461,urn:lsid:ipni.org:names:77374732-1,Carex gator,"Lacroix-Car., Naczi, J.R.Starr & Lév.-Bourret",J. Syst. Evol. 64(x): [11 of 16]. 2026 [6 Jan 2026] [epublished],,,
wfo-1200116659,urn:lsid:ipni.org:names:77374752-1,Cyperus lecontei,Torr. ex Steud.,"Syn. Pl. Glumac. [Steudel] 2: 21. 1854 , as 'lecontii'",,,
wfo-1000087608,urn:lsid:ipni.org:names:77375065-1,Eleocharis paranapiacabensis,"D.C.Farias, R.Trevis. & M.Alves",Phytotaxa 737(3): 150. 2026 [14 Jan 2026] [epublished],,,
wfo-1000087611,urn:lsid:ipni.org:names:77375069-1,Eleocharis raquellyrae,D.C.Farias & M.Alves,Phytotaxa 737(3): 159. 2026 [14 Jan 2026] [epublished],,,
wfo-1000087660,urn:lsid:ipni.org:names:77375259-1,Carex sect. Triquetrellae,"Jim.Mejías, Naczi & Reznicek",Taxon 74(6): 1563. 2025 [7 Oct 2025] [epublished],,,
wfo-1000087698,urn:lsid:ipni.org:names:77375408-1,Carex subsect. Multifoliae,J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 506. 2025 [20 Dec 2025] ,,,
wfo-1000088008,urn:lsid:ipni.org:names:77375409-1,Carex ser. Multifoliae,J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 507. 2025 [20 Dec 2025] ,,,
wfo-1000087699,urn:lsid:ipni.org:names:77375410-1,Carex ser. Imbecilles,J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 507. 2025 [20 Dec 2025] ,,,
wfo-1000087700,urn:lsid:ipni.org:names:77375411-1,Carex ser. Dolichostachyae,J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 507. 2025 [20 Dec 2025] ,,,
wfo-1000087701,urn:lsid:ipni.org:names:77375412-1,Carex kuroshimensis,J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 508. 2025 [20 Dec 2025] ,,,
wfo-1200116593,urn:lsid:ipni.org:names:77375413-1,Carex toyoshimae var. augustini,"(Tuyama) J.Oda, Katsuy. & M.N.Tamura",J. Jap. Bot. 100(6): 509. 2025 [20 Dec 2025] ,,Cyperaceae Carex augustini Tuyama,(Tuyama)
wfo-1000087702,urn:lsid:ipni.org:names:77375414-1,Carex pallidisquama,(Ohwi) J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 509. 2025 [20 Dec 2025] ,,Cyperaceae Carex multifolia Ohwi var. pallidisquama Ohwi,(Ohwi)
wfo-1200116696,urn:lsid:ipni.org:names:77375416-1,Carex dolichostachya var. connatisquama,(T.Koyama) J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 509. 2025 [20 Dec 2025] ,,Cyperaceae Carex dolichostachya Hayata f. connatisquama T.Koyama,(T.Koyama)
wfo-1000087703,urn:lsid:ipni.org:names:77375417-1,Carex subsect. Daisenenses,J.Oda & M.N.Tamura,J. Jap. Bot. 100(6): 510. 2025 [20 Dec 2025] ,,,
wfo-1200116595,urn:lsid:ipni.org:names:77375424-1,Eleocharis equisetiformis f. setosa,(Ohwi) Y.Ueno,J. Jap. Bot. 100(6): 586. 2025 [20 Dec 2025] ,,Cyperaceae Eleocharis valleculosa Ohwi var. setosa Ohwi,(Ohwi)
wfo-1000087811,urn:lsid:ipni.org:names:77375755-1,Rhynchospora chiquicerradensis,Silva Filho & W.W.Thomas,Phytotaxa 739(2): 228. 2026 [28 Jan 2026] [epublished],,,
wfo-1000087814,urn:lsid:ipni.org:names:77375758-1,Rhynchospora nucistipitata,Silva Filho & W.W.Thomas,Phytotaxa 739(2): 230. 2026 [28 Jan 2026] [epublished],,,
wfo-1000087898,urn:lsid:ipni.org:names:77375889-1,Carex × flatbergii,Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],,,
wfo-1000087899,urn:lsid:ipni.org:names:77375890-1,Carex × tablelandica,Z.H.Feng,Plant 14(1): 6. 2026 [27 Jan 2026] [epublished],,,
