WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200112513,urn:lsid:ipni.org:names:77359727-1,Ginkgo biloba var. cylindrica,"T.B.Chao, Zhi X.Chen & J.T.Chen",Select. Pap. Zhao Tianbang 5. 2021 [1 Apr 2021] ,Ginkgoaceae,,,
wfo-1200112515,urn:lsid:ipni.org:names:77359729-1,Ginkgo biloba var. heterophylla,T.B.Chao & Zhi X.Chen,Select. Pap. Zhao Tianbang 4. 2021 [1 Apr 2021] ,Ginkgoaceae,,,
wfo-1200112516,urn:lsid:ipni.org:names:77359834-1,Ginkgo biloba var. magnicoma,"T.B.Chao, Zhi X.Chen & D.F.Zhao",Select. Pap. Zhao Tianbang 6. 2021 [1 Apr 2021] ,Ginkgoaceae,,,
wfo-1200112517,urn:lsid:ipni.org:names:77359835-1,Ginkgo biloba var. muscariformis,"T.B.Chao, Zhi X.Chen & D.F.Zhao","Select. Pap. Zhao Tianbang 5. 2021 [1 Apr 2021] , as 'muscarifoems'",Ginkgoaceae,,,
wfo-1200112518,urn:lsid:ipni.org:names:77359836-1,Ginkgo biloba var. parvispecies,"T.B.Chao, Zhi X.Chen & Y.M.Fan",Select. Pap. Zhao Tianbang 5. 2021 [1 Apr 2021] ,Ginkgoaceae,,,
wfo-1200112519,urn:lsid:ipni.org:names:77359837-1,Ginkgo biloba var. grossirama,T.B.Chao & Zhi X.Chen,Select. Pap. Zhao Tianbang 5. 2021 [1 Apr 2021] ,Ginkgoaceae,,,
wfo-1200112520,urn:lsid:ipni.org:names:77359839-1,Pinus armandi var. brevitifolia,T.B.Chao & Zhi X.Chen,Select. Pap. Zhao Tianbang 7. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112521,urn:lsid:ipni.org:names:77359840-1,Pinus bungeana var. pendulifolia,"T.B.Chao, Zhi X.Chen & X.K.Li",Select. Pap. Zhao Tianbang 6. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112522,urn:lsid:ipni.org:names:77359841-1,Pinus bungeana var. pyramidalis,"T.B.Chao, Zhi X.Chen & X.K.Li",Select. Pap. Zhao Tianbang 6. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112523,urn:lsid:ipni.org:names:77359842-1,Pinus bungeana var. albicortex,"T.B.Chao, Zhi X.Chen & X.K.Li",Select. Pap. Zhao Tianbang 6. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112524,urn:lsid:ipni.org:names:77359843-1,Pinus taiwanensis var. tortuosifolia,T.B.Chao & Pei C.Zhang,Select. Pap. Zhao Tianbang 8. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112525,urn:lsid:ipni.org:names:77359844-1,Pinus taiwanensis var. brevifolia,T.B.Chao & Zhi X.Chen,Select. Pap. Zhao Tianbang 8. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112526,urn:lsid:ipni.org:names:77359845-1,Pinus tabuliformis var. grossipellis,T.B.Chao & Zhi X.Chen,Select. Pap. Zhao Tianbang 7. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200112527,urn:lsid:ipni.org:names:77359846-1,Pinus tabuliformis var. parvicoma,T.B.Chao & Zhi X.Chen,Select. Pap. Zhao Tianbang 7. 2021 [1 Apr 2021] ,Pinaceae,,,
