WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000081428,urn:lsid:ipni.org:names:77361089-1,Callitris sect. Pachylepis,Benth. & Hook.f.,Gen. Pl. [Bentham & Hooker f.] 3: 424. 1880 ,Cupressaceae,,,
wfo-1000081429,urn:lsid:ipni.org:names:77361090-1,Callitris sect. Tetraclinis,Benth. & Hook.f.,Gen. Pl. [Bentham & Hooker f.] 3: 424. 1880 ,Cupressaceae,,,
wfo-1200113128,urn:lsid:ipni.org:names:77361091-1,Callitris subgen. Pachylepis,(Benth. & Hook.f.) J.S.Gardner,Monogr. Palaeontogr. Soc. 37(174): 19. 1883 [Oct 1883] ,Cupressaceae,,Cupressaceae Callitris sect. Pachylepis Benth. & Hook.f.,(Benth. & Hook.f.)
wfo-1200113129,urn:lsid:ipni.org:names:77361092-1,Callitris subgen. Hexaclinis,J.S.Gardner,Monogr. Palaeontogr. Soc. 37(174): 20. 1883 [Oct 1883] ,Cupressaceae,,,
wfo-1200113130,urn:lsid:ipni.org:names:77361093-1,Callitris subgen. Tetraclinis,(Benth. & Hook.f.) J.S.Gardner,Monogr. Palaeontogr. Soc. 37(174): 19. 1883 [Oct 1883] ,Cupressaceae,,Cupressaceae Callitris sect. Tetraclinis Benth. & Hook.f.,(Benth. & Hook.f.)
wfo-1200113132,urn:lsid:ipni.org:names:77361196-1,Callitris subgen. Octoclinis,(F.Muell.) J.S.Gardner,Monogr. Palaeontogr. Soc. 37(174): 20. 1883 [Oct 1883] ,Cupressaceae,,Cupressaceae Octoclinis F.Muell.,(F.Muell.)
wfo-1200113153,urn:lsid:ipni.org:names:77361658-1,Pinus pithyusa,Gordon,Gard. Chron. 1841(35): 564. [28 Aug 1841] ,Pinaceae,,,
wfo-1000081523,urn:lsid:ipni.org:names:77361713-1,Pinus × jigongshanensis,"T.B.Chao, Zhi X.Chen & H.T.Dai",Select. Pap. Zhao Tianbang 8. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200113101,urn:lsid:ipni.org:names:77361717-1,Picea meyeri var. ramosissima,"T.B.Chao, X.K.Li & Zhi X.Chen","Select. Pap. Zhao Tianbang 12. 2021 [1 Apr 2021] , as 'ramosissma'",Pinaceae,,,
wfo-1200113102,urn:lsid:ipni.org:names:77361718-1,Picea meyeri var. plana,"T.B.Chao, Zhi X.Chen & X.K.Li",Select. Pap. Zhao Tianbang 12. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200113103,urn:lsid:ipni.org:names:77361719-1,Picea meyeri var. fastigiata,"T.B.Chao, Zhi X.Chen & X.K.Li",Select. Pap. Zhao Tianbang 12. 2021 [1 Apr 2021] ,Pinaceae,,,
wfo-1200113104,urn:lsid:ipni.org:names:77361723-1,Picea wilsonii var. argenticinerea,"T.B.Chao, Zhi X.Chen & X.K.Li","Select. Pap. Zhao Tianbang 13. 2021 [1 Apr 2021] , as 'argenti-cinerea'",Pinaceae,,,
wfo-1200113105,urn:lsid:ipni.org:names:77361725-1,Picea wilsonii var. argentiramula,"T.B.Chao, Y.M.Fan & Zhi X.Chen","Select. Pap. Zhao Tianbang 13. 2021 [1 Apr 2021] , as 'argentei-ramula'",Pinaceae,,,
wfo-1200113106,urn:lsid:ipni.org:names:77361726-1,Picea wilsonii var. pubescens,"T.B.Chao, Zhi X.Chen & X.K.Li","Select. Pap. Zhao Tianbang 13. 2021 [1 Apr 2021] , as 'pubescen'",Pinaceae,,,
wfo-1200113188,urn:lsid:ipni.org:names:77362453-1,Pinus oocarpoides,Gordon,Gard. Chron. 1841(22): 340. [29 May 1841] ,Pinaceae,,,
wfo-1200113189,urn:lsid:ipni.org:names:77362454-1,Pinus californica,Gordon,Gard. Chron. 1841(22): 340. [29 May 1841] ,Pinaceae,,,
wfo-1200113190,urn:lsid:ipni.org:names:77362455-1,Pinus hispanica,Gordon,Gard. Chron. 1841(35): 564. [28 Aug 1841] ,Pinaceae,,,
wfo-1000081716,urn:lsid:ipni.org:names:77362456-1,Pinus romana,Gordon,Gard. Chron. 1841(35): 564. [28 Aug 1841] ,Pinaceae,,,
wfo-1000081717,urn:lsid:ipni.org:names:77362457-1,Pinus ascarena,Gordon,Gard. Chron. 1841(35): 564. [28 Aug 1841] ,Pinaceae,,,
wfo-1200113191,urn:lsid:ipni.org:names:77362458-1,Pinus taurica,(Loudon) Gordon,Gard. Chron. 1842(4): 52. [22 Jan 1842] ,Pinaceae,isonym,Pinaceae Pinus laricio Poir. var. taurica Loudon,(Loudon)
wfo-1200113192,urn:lsid:ipni.org:names:77362460-1,Abies khutrow,(Royle ex Turra) Gordon,Gard. Chron. 1842(4): 52. [22 Jan 1842] ,Pinaceae,,Pinaceae Pinus khutrow Royle ex Turra,(Royle ex Turra)
wfo-1200113193,urn:lsid:ipni.org:names:77362461-1,Abies morinda,Gordon,Gard. Chron. 1842(4): 52. [22 Jan 1842] ,Pinaceae,,,
wfo-1200113194,urn:lsid:ipni.org:names:77362462-1,Juniperus taurica,Gordon,Gard. Chron. 1842(40): 652. [1 Oct 1842] ,Cupressaceae,,,
wfo-1200113195,urn:lsid:ipni.org:names:77362463-1,Juniperus squamosa,Gordon,Gard. Chron. 1842(40): 652. [1 Oct 1842] ,Cupressaceae,,,
wfo-1200113120,urn:lsid:ipni.org:names:77362464-1,Pinus brutia var. pithyusa,(Gordon) Silba ex Kovalchuk,Ann. Bot. Fenn. 62(1): 146. 2025 [9 Apr 2025] [epublished],Pinaceae,,Pinaceae Pinus pithyusa Gordon,(Gordon)
wfo-1200113121,urn:lsid:ipni.org:names:77362466-1,Pinus halepensis var. pithyusa,(Gordon) Knight,Syn. Conif. Pl. 27. 1850 ,Pinaceae,,Pinaceae Pinus pithyusa Gordon,(Gordon)
wfo-0000481668,urn:lsid:ipni.org:names:77362469-1,Pinus taurica,(Loudon) Steud.,"Nomencl. Bot. [Steudel], ed. 2 2: 339. 1841 [Apr 1841] ",Pinaceae,,Pinaceae Pinus laricio Poir. var. taurica Loudon,(Loudon)
wfo-1200113215,urn:lsid:ipni.org:names:263340-1,Pinus strobus,Buch.-Ham.,Acc. Nepal 83. 1819 ,Pinaceae,nom. illeg. nom. nud.,,
