WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200114285,urn:lsid:ipni.org:names:77366890-1,Thuja asplenifolia,hort. ex K.Koch,Berliner Allg. Gartenzeitung 25: 306. 1857 [26 Sep 1857] ,Cupressaceae,,,
wfo-1200114286,urn:lsid:ipni.org:names:77366891-1,Thuja lobbii,Veitch ex K.Koch,Berliner Allg. Gartenzeitung 25: 307. 1857 [26 Sep 1857] ,Cupressaceae,,,
wfo-1200114287,urn:lsid:ipni.org:names:77366892-1,Thuja glauca,K.Koch,Berliner Allg. Gartenzeitung 25: 307. 1857 [26 Sep 1857] ,Pinaceae,,,
wfo-1200114322,urn:lsid:ipni.org:names:77367933-1,Thujopsis borealis,C.Turner & J.Spencer,"Florist Fruitist Gard. Misc. 8: 27. 1855 [Jan 1855] , as 'Thuiopsis'",Cupressaceae,,,
