WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000083558,urn:lsid:ipni.org:names:77366781-1,Senna rionegrensis,A.G.Lima & V.C.Souza,Brittonia 77: [12 of 36]. 2025 [7 Jul 2025] [epublished],Caesalpiniaceae,,,
wfo-1000083572,urn:lsid:ipni.org:names:77366805-1,Swartzia neglecta,"Torke, L.K.Ruíz, Idarraga & Mansano",Brittonia 77: [2 of 7]. 2025 [25 Jun 2025] [epublished],Fabaceae,,,
wfo-0000745113,urn:lsid:ipni.org:names:77366821-1,Piscipula erythrina,Loefl.,Iter Hispan. 275. 1758 [Dec 1758] ,Leguminosae,,,
wfo-1200114084,urn:lsid:ipni.org:names:77366887-1,Genista mayeri f. praestans,Domin,Věstn. Král. České Společn. Nauk. Tř. Mat.-Přír. 1937(8): 14. ,Leguminosae,,,
wfo-1200001024,urn:lsid:ipni.org:names:77366915-1,Indigofera bogdanii var. peteri,J.B.Gillett,"Kew Bull., Addit. Ser. 1: 104. 1958 ",Leguminosae,nom. inval.    The species name 'I. bogdanii' was not validly published in 1958,,
wfo-1000083947,urn:lsid:ipni.org:names:77366917-1,Indigofera bogdanii,J.B.Gillett,"Fl. Trop. E. Africa, Legum. (Part 3) 305. 1971 ",Leguminosae,,,
wfo-1200114371,urn:lsid:ipni.org:names:77366918-1,Indigofera bogdanii var. peteri,J.B.Gillett,"Fl. Trop. E. Africa, Legum. (Part 3) 306. 1971 ",Leguminosae,,,
wfo-1200114290,urn:lsid:ipni.org:names:77366921-1,Butea parviflora,Roxb. ex DC.,Prodr. [A. P. de Candolle] 2: 415. 1825 ,Fabaceae,,,
wfo-1200114291,urn:lsid:ipni.org:names:77367023-1,Genista virgata [infrasp.unranked] trichocarpa,Borbás,Budap. Körn. Növén. 166. 1879 ,Leguminosae,,,
wfo-1200114090,urn:lsid:ipni.org:names:77367024-1,Genista tinctoria f. praestans,(Domin) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,"nom. inval.    Contrary to Art. 41.5., ICN (2025), page number omitted from basionym ref.",Leguminosae Genista mayeri Janka f. praestans Domin,(Domin)
wfo-1200001766,urn:lsid:ipni.org:names:77367039-1,Cytisus serotinus var. seminudus,Borbás,Geogr. Enum. Pl. Comit. Castriferrei 316. 1887 ,Fabaceae,,,
wfo-1200114293,urn:lsid:ipni.org:names:77367040-1,Medicago lupulina f. canescens,(Menyh.) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Leguminosae Medicago canescens Menyh.,(Menyh.)
wfo-0001448080,urn:lsid:ipni.org:names:77367041-1,Orobus pannonicus subsp. velebiticus,Degen & Lengyel,Fl. Veleb. 336. 1937 ,Leguminosae,,,
wfo-0001448109,urn:lsid:ipni.org:names:77367042-1,Orobus vernus var. medius,Simonk.,Természetrajzi Füz. 9: 46. 1885 ,Leguminosae,,,
wfo-1000083630,urn:lsid:ipni.org:names:77367044-1,Lathyrus denticulatus,Kit. ex Jáv.,Ann. Hist.-Nat. Mus. Natl. Hung. 26: 203. 1929 ,Fabaceae,,,
wfo-1200114091,urn:lsid:ipni.org:names:77367045-1,Trifolium procumbens f. dubium,A.Kern. ex Menyh.,Kal. Vid. Növ. 66. 1877 ,Leguminosae,,,
wfo-1200114092,urn:lsid:ipni.org:names:77367046-1,Trifolium procumbens f. pascuarum,Menyh.,Kal. Vid. Növ. 66. 1877 ,Leguminosae,,,
wfo-1200114093,urn:lsid:ipni.org:names:77367047-1,Trifolium medium f. haynaldii,(Meynh.) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Leguminosae Trifolium haynaldii Meynh.,(Meynh.)
wfo-1200114094,urn:lsid:ipni.org:names:77367048-1,Trifolium medium var. speciosissimum,Schur,Verh. Naturf. Vereins Brünn 15(2): 177. 1877 ,Leguminosae,,,
wfo-1200114295,urn:lsid:ipni.org:names:77367049-1,Trifolium dubium subsp. microphyllum,(Ser.) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Leguminosae Trifolium minus Relhan var. microphyllum Ser.,(Ser.)
wfo-1200114095,urn:lsid:ipni.org:names:77367050-1,Astragalus austriacus lus. albiflorus,Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,nom. inval.    Contrary to Art. 40.1. ICN (2018). Type not indicated.,,
wfo-1200114105,urn:lsid:ipni.org:names:77367183-1,Genista tinctoria var. trichocarpa,(Borbás) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Leguminosae Genista virgata Lam. [infrasp.unranked] trichocarpa Borbás,(Borbás)
wfo-1200001767,urn:lsid:ipni.org:names:77367197-1,Cytisus hirsutus f. seminudus,(Borbás) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Fabaceae,,Fabaceae Cytisus serotinus Kit. ex DC. var. seminudus Borbás,(Borbás)
wfo-1200023086,urn:lsid:ipni.org:names:77367198-1,Lathyrus pannonicus subsp. velebiticus,(Degen & Lengyel) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Leguminosae Orobus pannonicus Jacq. subsp. velebiticus Degen & Lengyel,(Degen & Lengyel)
wfo-1200114115,urn:lsid:ipni.org:names:77367199-1,Lathyrus vernus f. medius,(Simonk.) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Leguminosae Orobus vernus L. var. medius Simonk.,(Simonk.)
wfo-1200114116,urn:lsid:ipni.org:names:77367200-1,Lathyrus latifolius f. denticulatus,(Kit. ex Jáv.) Soó,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,Leguminosae,,Fabaceae Lathyrus denticulatus Kit. ex Jáv.,(Kit. ex Jáv.)
