WFOID,IPNID,scientificName,authors_t,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000078323,urn:lsid:ipni.org:names:77356326-1,Odontadenia densiflora,(A.DC.) J.F.Morales & M.E.Endress,Taxon 73(6): 1431. 2024 [1 Nov 2024] [epublished],,Apocynaceae Secondatia densiflora A.DC.,(A.DC.)
wfo-1000078324,urn:lsid:ipni.org:names:77356327-1,Odontadenia floribunda,(A.DC.) J.F.Morales & M.E.Endress,Taxon 73(6): 1431. 2024 [1 Nov 2024] [epublished],,Apocynaceae Secondatia floribunda A.DC.,(A.DC.)
wfo-1000078325,urn:lsid:ipni.org:names:77356328-1,Odontadenia schlimiana,(Müll.Arg.) J.F.Morales & M.E.Endress,Taxon 73(6): 1432. 2024 [1 Nov 2024] [epublished],,Apocynaceae Secondatia schlimiana Müll.Arg.,(Müll.Arg.)
wfo-1200110603,urn:lsid:ipni.org:names:77356329-1,Odontadenia sect. Anomalae,Woodson ex J.F.Morales & M.E.Endress,Taxon 73(6): 1432. 2024 [1 Nov 2024] [epublished],,,
wfo-1000078326,urn:lsid:ipni.org:names:77356330-1,Pentalinon berteroi,(A.DC.) J.F.Morales & M.E.Endress,Taxon 73(6): 1433. 2024 [1 Nov 2024] [epublished],,Apocynaceae Echites berteroi A.DC.,(A.DC.)
wfo-1000078327,urn:lsid:ipni.org:names:77356331-1,Pentalinon lindenianum,(Müll.Arg.) J.F.Morales & M.E.Endress,Taxon 73(6): 1433. 2024 [1 Nov 2024] [epublished],,Apocynaceae Rhabdadenia lindeniana Müll.Arg.,(Müll.Arg.)
wfo-1000078328,urn:lsid:ipni.org:names:77356332-1,Odontadenia adolphii,(Azambuja) J.F.Morales & M.E.Endress,Taxon 73(6): 1431. 2024 [1 Nov 2024] [epublished],,Apocynaceae Secondatia adolphii Azumbuja,(Azambuja)
