WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-4100005075,urn:lsid:ipni.org:names:77358330-1,Mexicania,L.O.Alvarado & Lozada-Pérez,Acta Bot. Mex. 132-e2426: 4. 2025 [17 Feb 2025] [epublished],,,
wfo-1000079439,urn:lsid:ipni.org:names:77358331-1,Mexicania congesta,(Decne.) L.O.Alvarado & Lozada-Pérez,Acta Bot. Mex. 132-e2426: 5. 2025 [17 Feb 2025] [epublished],,Asclepiadaceae Gonolobus congestus Decne.,(Decne.)
wfo-1000079440,urn:lsid:ipni.org:names:77358332-1,Mexicania guerrerensis,L.O.Alvarado & Lozada-Pérez,Acta Bot. Mex. 132-e2426: 8. 2025 [17 Feb 2025] [epublished],,,
