WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000088147,urn:lsid:ipni.org:names:77376270-1,Paphiopedilum buchanianum,(Gower) Rolfe & Hurst,Orchid Stud-Book 140. 1909 ,,Orchidaceae Cypripedium × buchanianum Gower,(Gower)
wfo-1000088441,urn:lsid:ipni.org:names:77376271-1,Paphiopedilum × greyanum,(J.R.Pitcher & Manda) Rolfe & Hurst,Orchid Stud-Book 163. 1909 ,,Orchidaceae Cypripedium × greyanum J.R.Pitcher & Manda,(J.R.Pitcher & Manda)
wfo-1000088442,urn:lsid:ipni.org:names:77376272-1,Paphiopedilum × harrisianum,(Rchb.f.) Rolfe & Hurst,Orchid Stud-Book 164. 1909 ,,Orchidaceae Cypripedium × harrisianum Rchb.f.,(Rchb.f.)
wfo-1000088443,urn:lsid:ipni.org:names:77376274-1,Paphiopedilum × pallas,(N.E.Br.) Rolfe & Hurst,Orchid Stud-Book 192. 1909 ,,Orchidaceae Cypripedium × pallas N.E.Br.,(N.E.Br.)
wfo-1000088444,urn:lsid:ipni.org:names:77376275-1,Paphiopedilum × pallens,(J.R.Pitcher & Manda) Rolfe & Hurst,Orchid Stud-Book 192. 1909 ,,Orchidaceae Cypripedium × pallens J.R.Pitcher & Manda,(J.R.Pitcher & Manda)
wfo-1000088445,urn:lsid:ipni.org:names:77376276-1,Paphiopedilum × selligerum,(Veitch) Rolfe & Hurst,Orchid Stud-Book 205. 1909 ,,Orchidaceae Cypripedium × selligerum Veitch,(Veitch)
wfo-1000088446,urn:lsid:ipni.org:names:77376277-1,Paphiopedilum × pavoninum,(Rchb.f.) Rolfe & Hurst,Orchid Stud-Book 192. 1909 ,,Orchidaceae Cypripedium × pavoninum Rchb.f.,(Rchb.f.)
wfo-1000088447,urn:lsid:ipni.org:names:77376278-1,Paphiopedilum × pleistochlorum,(Rchb.f.) Rolfe & Hurst,Orchid Stud-Book 193. 1909 ,,Orchidaceae Cypripedium × pleistochlorum Rchb.f.,(Rchb.f.)
wfo-1000088448,urn:lsid:ipni.org:names:77376279-1,Paphiopedilum × rolfei,(Jekyll & E.T.Cook) Rolfe & Hurst,Orchid Stud-Book 200. 1909 ,,Orchidaceae Cypripedium × rolfei Jekyll & E.T.Cook,(Jekyll & E.T.Cook)
wfo-1000088449,urn:lsid:ipni.org:names:77376280-1,Paphiopedilum × thayerianum,(Sander) Rolfe & Hurst,Orchid Stud-Book 210. 1909 ,,Orchidaceae Cypripedium × thayerianum Sander,(Sander)
wfo-1000088450,urn:lsid:ipni.org:names:77376281-1,Paphiopedilum × triumphans,(O'Brien) Rolfe & Hurst,Orchid Stud-Book 212. 1909 ,,Orchidaceae Cypripedium × triumphans O'Brien,(O'Brien)
wfo-1000088451,urn:lsid:ipni.org:names:77376282-1,Paphiopedilum × vernixium,(Rchb.f.) Rolfe & Hurst,Orchid Stud-Book 215. 1909 ,,Orchidaceae Cypripedium × vernixium Rchb.f.,(Rchb.f.)
wfo-1000088155,urn:lsid:ipni.org:names:77376403-1,Ophrys × montis-sacri,"Bisceglia, Perilli, Soca & Benigni",GIROS Orch. Spont. Eur. 68(2): 275. 2025 [Nov 2025] [epublished],,,
wfo-1000088156,urn:lsid:ipni.org:names:77376404-1,Ophrys × montis-saraceni,Bisceglia & Benigni,GIROS Orch. Spont. Eur. 68(2): 256. 2025 [Nov 2025] ,,,
wfo-1000088157,urn:lsid:ipni.org:names:77376405-1,Ophrys × napolii,Licheri,GIROS Orch. Spont. Eur. 68(2): 326. 2025 [Nov 2025] ,,,
