WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200099485,urn:lsid:ipni.org:names:77375136-1,Hieracium lepidum [infrasp.unranked] lineatum,Arv.-Touv.,Hieracium Alp. Franç. 80. 1888 ,Hieracium,,,
wfo-0000063971,urn:lsid:ipni.org:names:77375137-1,Hieracium lineatum,(Arv.-Touv.) Arv.-Touv.,Sched. Impr. Soc. Dauphin. no.  5638. 1889 ,Hieracium,,Asteraceae Hieracium lepidum Arv.-Touv. [infrasp.unranked] lineatum Arv.-Touv.,(Arv.-Touv.)
wfo-0000084202,urn:lsid:ipni.org:names:77375364-1,Hieracium kalsianum,Huter ex Arv.-Touv.,Spicil. Rar. Hierac. 32. 1881 ,Hieracium,,,
wfo-1200069121,urn:lsid:ipni.org:names:77375388-1,Picris damascena var. homocarpa,Eig,"Palestine J. Bot., Jerusalem Ser. 1: 73. 1938 ",Picris,,,
wfo-1200116591,urn:lsid:ipni.org:names:77375391-1,Picris longirostris var. homocarpa,(Eig) Zareh & M.Hassan,Feddes Repert. 136(3): 229. 2025 [3 Jun 2025] [epublished],Picris,,Asteraceae Picris damascena Boiss. & Gaill. ex Boiss. var. homocarpa Eig,(Eig)
wfo-1200116602,urn:lsid:ipni.org:names:77375442-1,Nabalus albus var. stramineus,Sorrie & LeBlond,J. Bot. Res. Inst. Texas 19(3): 178. 2025 [23 Sep 2025] [epublished],Nabalus,,,
wfo-1000087885,urn:lsid:ipni.org:names:77375869-1,Pilosella × astrotricha,(Nägeli & Peter) Z.H.Feng,Plant 14(1): 5. 2026 [26 Jan 2026] [epublished],Pilosella,,Asteraceae Hieracium pilosella L. subsp. astrotrichum Nägeli & Peter,(Nägeli & Peter)
