WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000081443,urn:lsid:ipni.org:names:77361335-1,Monoon ascendens,Ezedin,Telopea 29: 92. 2025 [5 May 2025] [epublished],,,
wfo-1000081444,urn:lsid:ipni.org:names:77361336-1,Monoon excelsum,Ezedin,Telopea 29: 103. 2025 [5 May 2025] [epublished],,,
wfo-1000081445,urn:lsid:ipni.org:names:77361337-1,Monoon gisorum,Ezedin,Telopea 29: 108. 2025 [5 May 2025] [epublished],,,
wfo-1000081446,urn:lsid:ipni.org:names:77361338-1,Monoon laxatum,Ezedin,Telopea 29: 111. 2025 [5 May 2025] [epublished],,,
wfo-1000081447,urn:lsid:ipni.org:names:77361339-1,Monoon prolixum,Ezedin,Telopea 29: 114. 2025 [5 May 2025] [epublished],,,
wfo-1000081741,urn:lsid:ipni.org:names:77362502-1,Dasymaschalon buengkanicum,"Uearee, Damth. & Chaowasku",Ann. Bot. Fenn. 62: 49. 2025 [20 Frb 2025] [epublished],,,
wfo-1200027889,urn:lsid:ipni.org:names:73298-1,Guatteria acutifolia,Dunal,Monogr. Anonac. 134. 1817 [Aug-Nov 1817] ,,,
