WFOID,IPNID,scientificName,authors_t,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000078305,urn:lsid:ipni.org:names:77356297-1,Drepananthus khaosoi,Damth. & Chaowasku,Anales Jard. Bot. Madrid 81(1)e144: 4. 2024 [22 Oct 2024] [epublished],,,
wfo-1000078409,urn:lsid:ipni.org:names:77356679-1,Orophea phouphamarnensis,"Kongx., Soulad. & Tagane",Phytotaxa 687(1): 16. 2025 [13 Feb 2025] [epublished],,,
