WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000086780,urn:lsid:ipni.org:names:77373205-1,Oxyspora baviensis,"(Guillaumin) H.F.Wang, X.Y.Dong & K.P.Ma",Checkl. Vasc. Pl. E. Asia 2: 1274. 2025 [Aug 2025] ,,Melastomataceae Allomorphia baviensis Guillaumin,(Guillaumin)
wfo-1000086799,urn:lsid:ipni.org:names:77373254-1,Microlicia nakajimae,R.Romero & Ferreira-Alves,Phytotaxa 733(1): 89. 2025 [9 Dec 2025] [epublished],,,
wfo-1000086800,urn:lsid:ipni.org:names:77373255-1,Microlicia sanfranciscana,R.Romero & Ferreira-Alves,Phytotaxa 733(1): 94. 2025 [9 Dec 2025] [epublished],,,
