WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000077900,urn:lsid:ipni.org:names:77355236-1,Huberia campostriniae,Bochorny & R.Goldenb.,Pl. Ecol. Evol. 158(1): 24. 2025 [22 Jan 2025] [epublished],,,
wfo-1000077901,urn:lsid:ipni.org:names:77355237-1,Huberia ciliata,Bochorny & R.Goldenb.,Pl. Ecol. Evol. 158(1): 28. 2025 [22 Jan 2025] [epublished],,,
wfo-1000077902,urn:lsid:ipni.org:names:77355238-1,Huberia mayarae,Bochorny & R.Goldenb.,Pl. Ecol. Evol. 158(1): 31. 2025 [22 Jan 2025] [epublished],,,
wfo-1000077903,urn:lsid:ipni.org:names:77355239-1,Huberia revoluta,Bochorny & R.Goldenb.,Pl. Ecol. Evol. 158(1): 35. 2025 [22 Jan 2025] [epublished],,,
wfo-1000077904,urn:lsid:ipni.org:names:77355240-1,Huberia rubricalyx,Bochorny & R.Goldenb.,Pl. Ecol. Evol. 158(1): 38. 2025 [22 Jan 2025] [epublished],,,
wfo-1000078066,urn:lsid:ipni.org:names:77355243-1,Melastoma speciosum,Reider,"Allg. Deutsche Gart.-Zeitung 2(37): 296. 1824 [8 Sep 1824] , as 'speciosa'",,,
wfo-1200110331,urn:lsid:ipni.org:names:77355248-1,Astronia ferruginea var. ampla,Merr.,"Philipp. J. Sci., C 8(no. 5): 342. 1913 [5 Nov 1913] ",,,
wfo-1200110332,urn:lsid:ipni.org:names:77355249-1,Astronia rolfei var. furfuracea,Merr.,"Philipp. J. Sci., C 8(no. 5): 345. 1913 [5 Nov 1913] ",,,
wfo-1000077995,urn:lsid:ipni.org:names:77355655-1,Aschistanthera phucanhensis,"C.W.Lin, K.S.Nguyen & T.D.Binh",Phytotaxa 682(3): 285. 2025 [23 Jan 2025] [epublished],,,
wfo-1200110355,urn:lsid:ipni.org:names:77355919-1,Memecylon pauciflorum var. pisocarpum,Blume,Mus. Bot. 1(23): 356. 1851 [1851?] ,,,
wfo-1000078028,urn:lsid:ipni.org:names:77355950-1,Memecylon longipedunculatum,"Tagane, V.S.Dang & Nuraliev",Phytotaxa 683(1): 2. 2025 [29 Jan 2025] publication online,,,
