WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200114765,urn:lsid:ipni.org:names:77368611-1,Vaccinium viscifolium var. minus,King & Gamble,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74(2): 64. 1905 , as 'minor'",,,
wfo-1200114760,urn:lsid:ipni.org:names:77368612-1,Vaccinium eberhardtii var. pubescens,H.R.Fletcher,Kew Bull. 1936(1): 36. ,,,
wfo-1200114805,urn:lsid:ipni.org:names:77369116-1,Vaccinium malaccense var. celebense,J.J.Sm.,"Bull. Jard. Bot. Buitenzorg sér. 2, 8: 48. 1912 [Oct 1912] ",,,
wfo-1000083523,urn:lsid:ipni.org:names:77369307-1,Ceratostema limonensis,M.M.Jiménez & H.Garzón,PhytoKeys 263: 39. 2025 [17 Sep 2025] [epublished],,,
wfo-1000055052,urn:lsid:ipni.org:names:77369367-1,Erica acutiloba,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 240. 1842 ,,,
wfo-1000085126,urn:lsid:ipni.org:names:77369368-1,Erica × boucheana,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 245. 1842 ,,,
wfo-1000084854,urn:lsid:ipni.org:names:77369369-1,Erica reineckeana,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 247. 1842 ,,,
wfo-1000084857,urn:lsid:ipni.org:names:77369370-1,Erica lehmanniana,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 255. 1842 ,,,
wfo-1000084860,urn:lsid:ipni.org:names:77369371-1,Erica warszewiczii,Regel,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 277. 1842 , as 'Warszewitzii'",,,
wfo-1000055055,urn:lsid:ipni.org:names:77369372-1,Erica platysepala,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 281. 1842 ,,,
wfo-1000085074,urn:lsid:ipni.org:names:77369373-1,Erica × autumnalis,hort. ex Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 307. 1842 ,,,
wfo-1000055053,urn:lsid:ipni.org:names:77369374-1,Erica deckeri,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 315. 1842 ,,,
wfo-1000084865,urn:lsid:ipni.org:names:77369375-1,Erica inimica,Klotzsch ex Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 317. 1842 ,,,
wfo-1000084866,urn:lsid:ipni.org:names:77369376-1,Erica liebigii,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 319. 1842 ,,,
wfo-1000084867,urn:lsid:ipni.org:names:77369377-1,Erica codonantha,Klotzsch ex Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 320. 1842 ,,,
wfo-1000055054,urn:lsid:ipni.org:names:77369378-1,Erica persolutoides,Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 320. 1842 ,,,
wfo-1000055030,urn:lsid:ipni.org:names:77369379-1,Erica regeliana,Klotzsch ex Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 321. 1842 ,,,
wfo-1000055029,urn:lsid:ipni.org:names:77369380-1,Erica linauiana,Klotzsch ex Regel,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 16: 325. 1842 ,,,
