WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200105114,urn:lsid:ipni.org:names:77355022-1,Rhododendron vaseyi var. album,Bean,Trees & Shrubs Brit. Isles 2: 384. 1914 ,,,
wfo-1000077892,urn:lsid:ipni.org:names:77355206-1,Ceratostema guachizacae,Cornejo & Luteyn,J. Bot. Res. Inst. Texas 18(2): 322. 2024 [26 Nov 2024] [epublished],,,
wfo-1000077893,urn:lsid:ipni.org:names:77355207-1,Ceratostema portillae,Cornejo & Luteyn,J. Bot. Res. Inst. Texas 18(2): 324. 2024 [26 Nov 2024] [epublished],,,
wfo-1000077894,urn:lsid:ipni.org:names:77355208-1,Ceratostema glandipedicellata,Cornejo & Luteyn,J. Bot. Res. Inst. Texas 18(2): 328. 2024 [26 Nov 2024] [epublished],,,
wfo-1200110330,urn:lsid:ipni.org:names:77355247-1,Ceratostema portillae var. lucida,Cornejo & Luteyn,J. Bot. Res. Inst. Texas 18(2): 326. 2024 [26 Nov 2024] [epublished],,,
wfo-1000077920,urn:lsid:ipni.org:names:77355280-1,Arctostaphylos nipumu,"Abbo, Stickrod, A.Krohn, V.T.Parker, M.C.Vasey, W.Waycott & Litt",PhytoKeys 251: 130. 2025 [16 Jan 2025] [epublished],,,
wfo-1000077953,urn:lsid:ipni.org:names:77355470-1,Agapetes hongheensis,Y.H.Tong & C.Y.Zou,PhytoKeys 251: 168. 2025 [20 Jan 2025] [epublished],,,
wfo-1000077964,urn:lsid:ipni.org:names:77355607-1,Rhododendron yuanbaoshanense,Y.H.Deng & T.Ding,Phytotaxa 682(2): 179. 2025 [21 Jan 2025] [epublished],,,
wfo-0000672077,urn:lsid:ipni.org:names:77355618-1,Erica florida var. parviflora,Klotzsch ex Baker,Prodr. [A. P. de Candolle] 7: 662. 1839 [late Dec 1839] ,,,
wfo-1200110350,urn:lsid:ipni.org:names:77355649-1,Agarista hispidula var. tomentosa,Dalastra & G.Heiden,Phytotaxa 682(3): 247. 2025 [23 Jan 2025] [epublished],,,
wfo-3400004940,urn:lsid:ipni.org:names:77355954-1,Rhododendron sect. Pontica,G.Don,Gen. Hist. 3: 843. 1834 [8-15 Nov 1834] ,,,
wfo-1200001474,urn:lsid:ipni.org:names:77355956-1,Rhododendron sect. Rhodora,G.Don,Gen. Hist. 3: 848. 1834 [8-15 Nov 1834] ,,,
