WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000083573,urn:lsid:ipni.org:names:77366806-1,Ceratostema revolutum,"M.M.Jiménez, H.Garzón & Iturralde","PhytoKeys 261: 78. 2025 [7 Aug 2025] , as 'revoluta' [epublished]",,,
wfo-1200114119,urn:lsid:ipni.org:names:77367215-1,Gaultheria hispidula var. japonica,(A.Gray) Airy Shaw,Bull. Misc. Inform. Kew 1940: 327. 1941 ,,Ericaceae Chiogenes japonica A.Gray,(A.Gray)
wfo-1200114304,urn:lsid:ipni.org:names:77367216-1,Chiogenes hispidula var. japonica,(A.Gray) Makino,Bot. Mag. (Tokyo) 18: 19. 1904 ,,Ericaceae Chiogenes japonica A.Gray,(A.Gray)
wfo-4100006036,urn:lsid:ipni.org:names:77367338-1,trib. Harrimanelleae,Z.H.Feng,Plant 13(3): 146. 2025 [13 Aug 2025] [epublished],,,
wfo-1000083710,urn:lsid:ipni.org:names:77367755-1,Ceratostema moronasantiagoensis,M.M.Jiménez & H.Garzón,Biodivers. Data J. 13(e158872): 9. 2025 [19 Aug 2025] [epublished],,,
wfo-1200114315,urn:lsid:ipni.org:names:77367882-1,Erica × burnettii,C.Turner & J.Spencer,Florist Fruitist Gard. Misc. 6: 73. 1853 [Apr 1853] ,,,
wfo-1000083858,urn:lsid:ipni.org:names:77367937-1,Erica × fairrieana,Rollisson ex C.Turner & J.Spencer,Florist Fruitist Gard. Misc. 12: 10. 1859 [Jan 1859] ,,,
wfo-1000083859,urn:lsid:ipni.org:names:77367938-1,Ceratostema gearyana,M.M.Jiménez & H.Garzón,Biodivers. Data J. 13(e158872): 4. 2025 [19 Aug 2025] [epublished],,,
wfo-1200114333,urn:lsid:ipni.org:names:77368077-1,Erica × spenceriana,C.Turner & J.Spencer,"Florist Fruitist Gard. Misc. 9: 289, t. 118. 1856 [Oct 1856] ","nom. inval.    No validating description in the text, and the illustration has no analysis.",,
wfo-0000383749,urn:lsid:ipni.org:names:77368081-1,Oxycoccus quadripetalus,Schinz & Thell.,"Bull. Herb. Boissier sér. 2, 7: 332. 1907 ",,,
wfo-1000083912,urn:lsid:ipni.org:names:77368342-1,Rhododendron × denisonii,R.Hogg & T.Moore,Florist & Pomol. 1863: 55. [early Apr 1863] ,,,
wfo-1000083913,urn:lsid:ipni.org:names:77368343-1,Rhododendron × mcnabii,R.Hogg & T.Moore,Florist & Pomol. 1863: 55. [early Apr 1863] ,,,
wfo-0001046881,urn:lsid:ipni.org:names:858566-1,Oxycoccus quadripetalus,Gilib.,Fl. Lit. Inch. 1: 5. 1782 ,nom. inval.    Contrary to Art. 34.1 ICN (2018) Name is in suppressed work (opera utique oppressa),,
