WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-4100006261,urn:lsid:ipni.org:names:27074-1,Hedycaria,L.f.,Suppl. Pl. 431. 1782 [dt. 1781; publ. Apr 1782] ,orth. var.    of Hedycarya J.R.Forst. & G.Forst. (1776),,
