WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000083037,urn:lsid:ipni.org:names:77364884-1,Pleopeltis × albornoziana,Arana & M.G.Romagnoli,"Darwiniana 13(1): 155. 2025 [26 Jun 2025] , as 'albornozeana' [epublished]",Polypodiaceae,,,
wfo-1200113899,urn:lsid:ipni.org:names:77364886-1,Acrostichum lanceolatum var. normale,Hook.,Sp. Fil. 5: 276. 1864 ,Pteridaceae,,,
wfo-1000068600,urn:lsid:ipni.org:names:77364899-1,Heteroneuron serratifolium,(Mert.) Fée,"Mém. Foug., 2. Hist. Acrostich. 94 (t. 55). 1845 , as 'Heteronevron serratifolium'",Lomariopsidaceae,,Pteridaceae Acrostichum serratifolium Mert.,(Mert.)
wfo-1200114000,urn:lsid:ipni.org:names:77365058-1,Lycopodium sect. Phlegmaria,Baker ex Pritz.,"Nat. Pflanzenfam. [Engler & Prantl] 1(Abt. 4, Lief. 206): 599. 1901 [Jan 1901] ",Lycopodiaceae,,,
wfo-1000083085,urn:lsid:ipni.org:names:77365182-1,Coryphopteris jiulianshanensis,G.L.Xu & Z.G.Zhou,Taiwania 70(3): 433. 2025 [25 Jun 2025] [epublished],Thelypteridaceae,,,
wfo-4100004704,urn:lsid:ipni.org:names:77365424-1,Pseudarachniodes,Z.Y.Zuo & Rouhan,Pl. Diversity 47(1): 49. 2024 [2025 publ. 30 Jul 2024] ,Dryopteridaceae,,,
wfo-1000075571,urn:lsid:ipni.org:names:77365425-1,Pseudarachniodes bella,(C.Chr.) Z.Y.Zuo & Rouhan,Pl. Diversity 47(1): 49. 2024 [2025 publ. 30 Jul 2024] ,Dryopteridaceae,,Dryopteridaceae Dryopteris bella C.Chr.in Bonap.,(C.Chr.)
wfo-1200114009,urn:lsid:ipni.org:names:77365426-1,subfam. Ctenitidoideae,Z.Y.Zuo & J.Mei Lu,Pl. Diversity 47(1): 49. 2024 [2025 publ. 30 Jul 2024] ,Dryopteridaceae,,,
wfo-4100004702,urn:lsid:ipni.org:names:77365428-1,subfam. Lastreopsidoideae,Z.Y.Zuo,Pl. Diversity 47(1): 50. 2024 [2025 publ. 30 Jul 2024] ,Dryopteridaceae,,,
wfo-4100004701,urn:lsid:ipni.org:names:77365429-1,subfam. Pleocnemioideae,Z.Y.Zuo,Pl. Diversity 47(1): 50. 2024 [2025 publ. 30 Jul 2024] ,Dryopteridaceae,,,
wfo-4100004700,urn:lsid:ipni.org:names:77365430-1,subfam. Polystichopsidoideae,Z.Y.Zuo,Pl. Diversity 47(1): 50. 2024 [2025 publ. 30 Jul 2024] ,Dryopteridaceae,,,
wfo-1000074588,urn:lsid:ipni.org:names:77365701-1,Cheilanthes lanosa,(Michx.) D.C.Eaton,"Rep. U.S. Mex. Bound., Bot. [Emory] 233. 1859 ",Adiantaceae,,Dryopteridaceae Nephrodium lanosum Michx.,(Michx.)
wfo-1200114021,urn:lsid:ipni.org:names:77366099-1,Dryopteris affinis f. azorica,(Fraser-Jenk.) Fraser-Jenk.,Fern Gaz. 22(5): 217. 2024 [24 Dec 2024] ,Dryopteridaceae,,Dryopteridaceae Dryopteris affinis (Lowe) Fraser-Jenk. var. azorica Fraser-Jenk.,(Fraser-Jenk.)
wfo-1200114022,urn:lsid:ipni.org:names:77366100-1,Dryopteris affinis f. cluthensis,(A.R.Church) Fraser-Jenk.,Fern Gaz. 22(5): 217. 2024 [24 Dec 2024] ,Dryopteridaceae,,Dryopteridaceae Dryopteris affinis (Lowe) Fraser-Jenk. subsp. cluthensis A.R.Church,(A.R.Church)
wfo-1200113958,urn:lsid:ipni.org:names:77366101-1,Aspidium filix-mas subvar. merinoi,Christ,Bull. Acad. Int. Géogr. Bot. 13: 80. 1904 ,Dryopteridaceae,,,
wfo-1200113959,urn:lsid:ipni.org:names:77366102-1,Dryopteris affinis f. merinoi,(Christ) Fraser-Jenk.,Fern Gaz. 22(5): 217. 2024 [24 Dec 2024] ,Dryopteridaceae,,Dryopteridaceae Aspidium filix-mas (L.) Sw. subvar. merinoi Christ,(Christ)
