WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000079487,urn:lsid:ipni.org:names:77358510-1,Aleuritopteris straminea,(Ching) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea straminea Ching,(Ching)
wfo-1000079488,urn:lsid:ipni.org:names:77358511-1,Aleuritopteris tinaei,(Tod.) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes tinaei Tod.,(Tod.)
wfo-1000079489,urn:lsid:ipni.org:names:77358512-1,Aleuritopteris trichophylla,(Baker) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes trichophylla Baker,(Baker)
wfo-1000079490,urn:lsid:ipni.org:names:77358513-1,Aleuritopteris × teneriffae,(Rasbach & Reichst.) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes × teneriffae Rasbach & Reichst.,(Rasbach & Reichst.)
wfo-1000079491,urn:lsid:ipni.org:names:77358514-1,Aleuritopteris tirajanae,(T.S.Velázquez) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes tirajanae T.S.Velázquez,(T.S.Velázquez)
wfo-1000079492,urn:lsid:ipni.org:names:77358515-1,Aleuritopteris yunnanensis,(Ching) Windham & Schuettp.,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea yunnanensis Ching,(Ching)
wfo-1000079493,urn:lsid:ipni.org:names:77358516-1,Aleuritopteris velutina,(Tardieu & C.Chr.) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Notholaena velutina Tardieu & C.Chr.,(Tardieu & C.Chr.)
wfo-1000079494,urn:lsid:ipni.org:names:77358517-1,Aleuritopteris × tolocensis,"(Rasbach, Reichst. & Schneller) Windham & Schuettp.",Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,"Adiantaceae Cheilanthes × tolocensis Rasbach, Reichst. & Schneller","(Rasbach, Reichst. & Schneller)"
wfo-1000079495,urn:lsid:ipni.org:names:77358518-1,Aleuritopteris pulchella,(Bory ex Willd.) Windham & Schuettp.,Taxon 74(2): 273. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes pulchella Bory ex Willd.,(Bory ex Willd.)
wfo-4100005079,urn:lsid:ipni.org:names:77358520-1,Anthonya,Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,,
wfo-1000079496,urn:lsid:ipni.org:names:77358521-1,Anthonya hirta,(Sw.) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta Sw.,(Sw.)
wfo-1000079497,urn:lsid:ipni.org:names:77358523-1,Anthonya bergiana,(Schltdl.) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes bergiana Schltdl.,(Schltdl.)
wfo-1000079498,urn:lsid:ipni.org:names:77358524-1,Anthonya eckloniana,(Kunze) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Notholaena eckloniana Kunze,(Kunze)
wfo-1000079499,urn:lsid:ipni.org:names:77358525-1,Anthonya depauperata,(Baker) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes depauperata Baker,(Baker)
wfo-1000079500,urn:lsid:ipni.org:names:77358526-1,Anthonya dinteri,(Brause) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes dinteri Brause,(Brause)
wfo-1000079501,urn:lsid:ipni.org:names:77358527-1,Anthonya ceterachoides,(A.W.Klopper & Klopper) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes ceterachoides A.W.Klopper & Klopper,(A.W.Klopper & Klopper)
wfo-1200111852,urn:lsid:ipni.org:names:77358528-1,Anthonya hirta subsp. laxa,(Kunze) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta Sw. var. laxa Kunze,(Kunze)
wfo-1000079502,urn:lsid:ipni.org:names:77358529-1,Anthonya contracta,(Kunze) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta Sw. var. contracta Kunze,(Kunze)
wfo-1200111853,urn:lsid:ipni.org:names:77358530-1,Anthonya hirta subsp. watermeyeri,(Verdc.) Windham & Pryer,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta  var. watermeyeri Verdc.,(Verdc.)
wfo-1000079503,urn:lsid:ipni.org:names:77358531-1,Anthonya nielsii,(W.Jacobsen) Windham & Pryer,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes nielsii W.Jacobsen,(W.Jacobsen)
wfo-1000079504,urn:lsid:ipni.org:names:77358532-1,Anthonya marlothii,(Hieron.) Windham & Pryer,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Notholaena marlothii Hieron.,(Hieron.)
wfo-1000079505,urn:lsid:ipni.org:names:77358533-1,Anthonya parviloba,(Sw.) Windham & Pryer,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Adiantum parvilobum Sw.,(Sw.)
wfo-1200111854,urn:lsid:ipni.org:names:77358534-1,Anthonya hirta subsp. brevipilosa,(W.Jacobsen & N.H.G.Jacobsen) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta Sw. var. brevipilosa W.Jacobsen & N.H.G.Jacobsen,(W.Jacobsen & N.H.G.Jacobsen)
wfo-1200111855,urn:lsid:ipni.org:names:77358535-1,Anthonya hirta subsp. inferacampestris,(W.Jacobsen & N.H.G.Jacobsen) Windham & Pryer,Taxon 74(2): 274. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta Sw. var. inferacampestris W.Jacobsen & N.H.G.Jacobsen,(W.Jacobsen & N.H.G.Jacobsen)
wfo-1200111856,urn:lsid:ipni.org:names:77358536-1,Anthonya hirta subsp. nemorosa,(W.Jacobsen & N.H.G.Jacobsen) Windham & Pryer,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hirta Sw. var. nemorosa W.Jacobsen & N.H.G.Jacobsen,(W.Jacobsen & N.H.G.Jacobsen)
wfo-1000079506,urn:lsid:ipni.org:names:77358537-1,Anthonya hyaloglandulosa,(W.Jacobsen & N.H.G.Jacobsen) Windham & Pryer,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes hyaloglandulosa W.Jacobsen & N.H.G.Jacobsen,(W.Jacobsen & N.H.G.Jacobsen)
wfo-1000079587,urn:lsid:ipni.org:names:77358836-1,Choristosoria botswanae,(Schelpe & N.C.Anthony) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes botswanae Schelpe & N.C.Anthony,(Schelpe & N.C.Anthony)
wfo-4100005082,urn:lsid:ipni.org:names:77358856-1,Brasiliopteris,"J.Prado, Schuettp. & Yatsk.",Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,,
wfo-1000079621,urn:lsid:ipni.org:names:77358872-1,Brasiliopteris regnelliana,"(Mett. ex Baker) J.Prado, Schuettp. & Yatsk.",Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes regnelliana Mett. ex Baker,(Mett. ex Baker)
wfo-4100005083,urn:lsid:ipni.org:names:77358873-1,Carlottahallia,Windham,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,,
wfo-1000079622,urn:lsid:ipni.org:names:77358874-1,Carlottahallia poeppigiana,(Mett. ex Kuhn) Windham,Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Cheilanthes poeppigiana Mett. ex Kuhn,(Mett. ex Kuhn)
