WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000087347,urn:lsid:ipni.org:names:77367884-1,Cyrtandra loratiloba,Bramley,Kew Bull. 80(4): [2 of 6]. 2025 [9 Dec 2025] [epublished],,,
wfo-1000087331,urn:lsid:ipni.org:names:77371944-1,Columnea cesarii,"R.Rojas, Vásquez & L.Valenz.",Revista Forest. Peru 40(1): 163. 2025 [31 Oct 2025] ,,,
wfo-1000087332,urn:lsid:ipni.org:names:77371945-1,Columnea yanachagaensis,"R.Rojas, A.Monteag. & Flores Shareba",Revista Forest. Peru 40(1): 169. 2025 [31 Oct 2025] ,,,
wfo-1000087333,urn:lsid:ipni.org:names:77371946-1,Drymonia quinquagesima,R.Rojas & Vásquez,Revista Forest. Peru 40(1): 173. 2025 [31 Oct 2025] ,,,
wfo-1000087334,urn:lsid:ipni.org:names:77371947-1,Drymonia vasquezii,R.Rojas & Pinche,Revista Forest. Peru 40(1): 177. 2025 [31 Oct 2025] ,,,
wfo-1000086818,urn:lsid:ipni.org:names:77373283-1,Middletonia tiepiana,"Luu, Nguyen-Le & T.Q.T.Nguyen",PhytoKeys 267: 362. 2025 [12 Dec 2025] [epublished],,,
wfo-1000086976,urn:lsid:ipni.org:names:77373813-1,Rufodorsia mexicana,(Wiehler) S.S.Ying,New Taxa New Names 8: 321. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Oerstedina mexicana Wiehler,(Wiehler)
wfo-1200116448,urn:lsid:ipni.org:names:77373815-1,Rufodorsia suffrutescens,(L.E.Skog) S.S.Ying,New Taxa New Names 8: 321. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Oerstedina suffrutescens L.E.Skog,(L.E.Skog)
wfo-1000086978,urn:lsid:ipni.org:names:77373816-1,Henckelia mollis,(Miq.) S.S.Ying,New Taxa New Names 8: 321. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Chirita mollis Miq.,(Miq.)
wfo-1000086979,urn:lsid:ipni.org:names:77373817-1,Loxostigma umbrophilum,(C.Y.Wu ex H.W.Li) S.S.Ying,"New Taxa New Names 8: 322. 2025 [30 Nov 2025] , as 'umbrophila' [epublished]",,Gesneriaceae Chirita umbrophila C.Y.Wu ex H.W.Li,(C.Y.Wu ex H.W.Li)
wfo-1000086981,urn:lsid:ipni.org:names:77373819-1,Stauranthera candollea,S.S.Ying,New Taxa New Names 8: 322. 2025 [30 Nov 2025] [epublished],,,
wfo-1000086982,urn:lsid:ipni.org:names:77373820-1,Petrocodon burttii,S.S.Ying,New Taxa New Names 8: 322. 2025 [30 Nov 2025] [epublished],,,
wfo-1000086984,urn:lsid:ipni.org:names:77373822-1,Nematanthus ferrugineus,(Poepp. & Endl.) S.S.Ying,New Taxa New Names 8: 323. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Hypocyrta ferruginea Poepp. & Endl.,(Poepp. & Endl.)
wfo-1200116449,urn:lsid:ipni.org:names:77373824-1,Sinningia purpurea,(Voss) S.S.Ying,New Taxa New Names 8: 323. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Corytholoma purpureum Voss,(Voss)
wfo-1000086986,urn:lsid:ipni.org:names:77373825-1,Sinningia andina,(Griseb.) S.S.Ying,New Taxa New Names 8: 324. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Ligeria andina Griseb.,(Griseb.)
wfo-1000086988,urn:lsid:ipni.org:names:77373827-1,Sinningia × artefacta,(Fritsch) S.S.Ying,New Taxa New Names 8: 324. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Rechsteineria × artefacta Fritsch,(Fritsch)
wfo-1000086990,urn:lsid:ipni.org:names:77373830-1,Sinningia × multiflora,(Veitch ex J.Dix) S.S.Ying,New Taxa New Names 8: 324. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Stenogastra × multiflora Veitch ex J.Dix,(Veitch ex J.Dix)
wfo-1000086991,urn:lsid:ipni.org:names:77373832-1,Sinningia gardneria,S.S.Ying,New Taxa New Names 8: 324. 2025 [30 Nov 2025] [epublished],,,
wfo-1000086994,urn:lsid:ipni.org:names:77373837-1,Hemiboea racemosa,(Aver. & K.S.Nguyen) S.S.Ying,New Taxa New Names 8: 326. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Metabriggsia racemosa Aver. & K.S.Nguyen,(Aver. & K.S.Nguyen)
wfo-1000086995,urn:lsid:ipni.org:names:77373838-1,Kohleria hahnii,(Baill. ex Baill.) ,New Taxa New Names 8: 327. 2025 [30 Nov 2025] [epublished],,Gesneriaceae Isoloma hahnii Baill. ex Baill.,(Baill. ex Baill.)
